epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
46,46,231,false,trade_planning,65535,227,231,7386,2400,120,260,13145,0,117359,2523,451,0,36,90609138,436575310,163328849,158655506,16505196,158655506,19394966114,136861438,857612500,11249750,393500,10856250,314800000,542812500,0,0,0,574073125,0,0,38945312,-38945312,145,35749550728,5107079400,18400492176,4015003434,93363380,6745356,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,114688,288000,0,1711,2,0,0,initial_topology_capture,1711,3386,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12956205056,0,0,0,0
47,47,236,false,trade_planning,65535,232,236,7400,2400,120,260,13145,0,117247,2523,517,0,46,90199479,435936718,180433514,158534843,11114415,158534843,19144621558,94536940,857300000,11243500,393500,10850000,314800000,542500000,0,0,0,573852500,0,0,37228790,-37228790,178,36217668313,5173953323,18192784618,3918360871,93501762,6367258,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,131072,288000,0,2095,2,0,0,initial_topology_capture,2095,3905,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12956205056,0,0,0,0
48,48,241,false,trade_planning,65535,237,241,7424,2400,120,260,13145,0,117134,2523,577,0,53,86791239,417348755,183019066,158389093,8081247,158389093,18272006420,73256689,857300000,11243500,393500,10850000,314800000,542500000,0,0,0,573852500,0,0,34920291,-34920291,209,36502283913,5214612708,17341449731,3788647535,90342203,6513968,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,147456,288000,0,2628,2,0,0,initial_topology_capture,2628,4720,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12956205056,0,0,0,0
49,49,246,false,trade_planning,65535,242,246,7446,2400,120,260,13145,0,117028,2523,641,0,42,81648697,416655060,183815286,158231290,7804811,158231290,18481988347,70186078,857300000,11243500,393500,10850000,314800000,542500000,0,0,0,573852500,0,0,36744458,-36744458,242,37035289840,5290756419,17554502269,3625335830,85268215,6343640,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,163840,288000,0,3192,2,0,0,initial_topology_capture,3192,5336,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12956205056,0,0,0,0
50,50,251,false,trade_planning,65535,247,251,7465,2400,120,260,13145,0,116935,2523,677,0,57,79346726,400613982,180742779,158089493,7734972,158089493,18166114464,71765641,857300000,11243500,393500,10850000,314800000,542500000,0,0,0,573852500,0,0,37021032,-37021032,261,37219375086,5317054300,17237048823,3491946000,82333090,5826157,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,180224,288000,0,3530,2,0,0,initial_topology_capture,3530,5775,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12952010752,0,0,0,0
51,51,256,false,trade_planning,65535,252,256,7498,2400,120,260,13145,0,116816,2521,744,0,54,78777372,399136300,178004186,157930395,10422114,157930395,18077329644,92575824,857300000,11243500,393500,10850000,314800000,542500000,0,0,0,573852500,0,0,36722329,-36722329,297,37484270047,5354896443,17127453820,3372231857,81762497,5706672,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,196608,288000,0,3835,2,0,0,initial_topology_capture,3835,6256,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12947816448,0,0,0,0
52,52,261,false,trade_planning,65535,257,261,7523,2400,120,260,13145,0,116669,2517,790,0,105,75847134,408146209,166319606,157830637,14644045,157830637,18144464763,128852033,856675000,11231000,393500,10837500,314800000,541875000,0,0,0,573411250,0,0,36456910,-36456910,321,37729328986,5389904837,17158937730,3285663453,79225321,5849606,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,212992,288000,0,4113,2,0,0,initial_topology_capture,4113,6811,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12939427840,0,0,0,0
53,53,266,false,trade_planning,65535,262,266,7547,2400,120,260,13145,0,116551,2517,847,0,61,73735382,411476515,173938194,157689493,15339603,157689493,18023244261,132331672,855425000,11206000,393500,10812500,314800000,540625000,0,0,0,572528750,0,0,36813642,-36813642,352,37784500247,5397786473,17035487589,3170616079,76835836,5031854,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,229376,288000,0,4419,2,0,0,initial_topology_capture,4419,7572,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12931039232,0,0,0,0
54,54,271,false,trade_planning,65535,267,271,7570,2400,120,260,13145,0,116460,2517,891,0,47,73508230,419721878,177412597,157570242,16392874,157570242,18380492272,139948207,855425000,11206000,393500,10812500,314800000,540625000,0,0,0,572528750,0,0,37858240,-37858240,376,38027593268,5432514024,17385119065,3147434936,77223069,5486804,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,245760,288000,0,4728,2,0,0,initial_topology_capture,4728,8315,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12931039232,0,0,0,0
55,55,276,false,trade_planning,65535,272,276,7576,2400,120,260,13145,0,116421,2516,885,0,46,73645404,413851939,192053942,157523247,14546871,157523247,18232887316,135024717,855425000,11206000,393500,10812500,314800000,540625000,0,0,0,572528750,0,0,37482844,-37482844,380,37900400276,5414343617,17242437599,3154894211,77071704,5817917,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,262144,288000,0,5056,2,0,0,initial_topology_capture,5056,8944,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12931039232,0,0,0,0
56,56,281,false,trade_planning,65535,277,281,7597,2400,120,260,13145,0,116368,2515,900,0,39,73826867,403660548,185831113,157452916,21509855,157452916,17669925004,197968462,855112500,11199750,393500,10806250,314800000,540312500,0,0,0,572308125,0,0,35679726,-35679726,388,37763489214,5394784880,16616844042,3098078505,77593220,4530851,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,278528,288000,0,5210,2,0,0,initial_topology_capture,5210,9133,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12926844928,0,0,0,0
57,57,286,false,trade_planning,65535,282,286,7615,2400,120,260,13145,0,116291,2513,916,0,63,73055354,390787604,186376656,157382824,21818146,157382824,17562624682,200915185,854800000,11193500,393500,10800000,314800000,540000000,0,0,0,572087500,0,0,35667326,-35667326,394,38121935317,5445991479,16506909497,3099295079,76862246,5529719,ACTIVE,true,1,7217601830262183541,5713655570603361079,ROUTE,288000,288000,0,40,2,0,0,initial_topology_capture,40,72,0,44578,0,480,240,115,0,0,0,0,126,0,125,0,0,0,0,0,0,0,12922650624,0,0,0,0
58,58,291,false,trade_planning,65535,287,291,7607,2400,120,260,13145,0,116217,2513,924,0,66,75337233,399401287,178373995,157278769,27827878,157278769,18298180725,270700563,854175000,11181000,393500,10787500,314800000,539375000,0,0,0,571646250,0,0,36816927,-36816927,396,38795147050,5542164598,17173305162,3144266869,79298531,5488810,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,0,288000,0,0,3,0,0,initial_topology_capture,0,0,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,47,47,0,0,12918456320,2572239611,0,0,0
59,59,296,false,trade_planning,65535,292,296,7608,2400,120,260,13145,0,116162,2513,933,0,46,77673264,416645083,176568287,157168641,27134236,157168641,19056078034,279416609,854175000,11181000,393500,10787500,314800000,539375000,0,0,0,571646250,0,0,37748235,-37748235,400,39189288688,5598470537,17922486425,3258706439,81639119,6296920,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,16384,288000,0,59,3,0,0,initial_topology_capture,59,111,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,26,0,21,0,12918456320,0,0,0,0
60,60,301,false,trade_planning,65535,297,301,7607,2400,120,260,13145,0,116096,2513,938,0,61,78869506,416187809,180439273,157090034,23346250,157090034,19754928860,242079578,854175000,11181000,393500,10787500,314800000,539375000,0,0,0,571646250,0,0,37238592,-37238592,405,39365742730,5623678263,18658674282,3297565883,83006896,5050288,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,32768,288000,0,269,3,0,0,initial_topology_capture,269,511,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,7,0,19,0,12918456320,0,0,0,0
61,61,306,false,trade_planning,65535,302,306,7594,2400,120,260,13145,0,116079,2513,908,0,47,80258359,413972790,183488356,157047776,21352193,157047776,19942997477,226967074,853915000,11180675,393175,10787500,314540000,539375000,0,0,0,571603750,0,0,37278076,-37278076,396,39300396169,5614343029,18862115403,3367334965,84713419,5105644,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,49152,288000,0,602,3,0,0,initial_topology_capture,602,1036,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,7,0,12918456320,0,0,0,0
62,62,311,false,trade_planning,65535,307,311,7568,2400,120,260,13145,0,116025,2513,855,0,107,80468244,412910252,185357892,157047003,26248178,157047003,20354999096,288277173,853775800,11180501,393001,10787500,314400800,539375000,0,0,0,571603750,0,0,37201618,-37201618,376,39283271587,5611896660,19212946123,3436259137,84529932,5850888,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,65536,288000,0,1008,3,0,0,initial_topology_capture,1008,1752,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12918456320,0,0,0,0
63,63,316,false,trade_planning,65535,312,316,7553,2400,120,260,13145,0,116001,2513,814,0,65,83752652,420160059,183284783,156927894,19415099,156927894,21230693967,226151961,853499800,11180156,392656,10787500,314124800,539375000,0,0,0,571561250,0,0,37760005,-37760005,360,39430610715,5632945108,20151042206,3584168439,87744101,6780941,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,81920,288000,0,1359,3,0,0,initial_topology_capture,1359,2399,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12918456320,0,0,0,0
64,64,321,false,trade_planning,65535,317,321,7528,2400,120,260,13145,0,116001,2512,750,0,65,88686301,428834150,180208928,156908473,31103050,156908473,21681838838,360242328,853375800,11180001,392501,10787500,314000800,539375000,0,0,0,571361250,0,0,38348350,-38348350,340,39062775054,5580397156,20468220710,3837218955,92949434,7369049,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,98304,288000,0,1599,3,0,0,initial_topology_capture,1599,2880,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12914262016,0,0,0,0
65,65,326,false,trade_planning,65535,322,326,7509,2400,120,260,13145,0,115992,2511,695,0,65,87780088,441382804,176334191,156891331,32784467,156891331,22228171944,354221536,853375800,11180001,392501,10787500,314000800,539375000,0,0,0,571361250,0,0,38184347,-38184347,320,39071485973,5581641567,21020574608,3847793244,91421565,7395824,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,114688,288000,0,1805,3,0,0,initial_topology_capture,1805,3293,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12910067712,0,0,0,0
66,66,331,false,trade_planning,65535,327,331,7515,2400,120,260,13145,0,115890,2510,697,0,101,87733071,429865892,186373763,156803240,25142540,156803240,22100064705,292549252,853063300,11173751,392501,10781250,314000800,539062500,0,0,0,571140625,0,0,36494302,-36494302,328,38992940882,5570420844,20954452153,3868142535,91798420,7489002,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,131072,288000,0,2107,3,0,0,initial_topology_capture,2107,3894,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12905873408,0,0,0,0
67,67,336,false,trade_planning,65535,332,336,7501,2400,120,260,13145,0,115844,2509,651,0,93,89919310,431691566,184450658,156709372,28933433,156709372,22354894304,318477037,852750800,11167501,392501,10775000,314000800,538750000,0,0,0,570920000,0,0,36904967,-36904967,317,38974729886,5567819286,21183666467,3937497315,93865312,7852106,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,147456,288000,0,2541,3,0,0,initial_topology_capture,2541,4808,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12905873408,0,0,0,0
68,68,341,false,trade_planning,65535,337,341,7484,2400,120,260,13145,0,115772,2510,620,0,102,91061599,436348078,183750883,156606474,30979628,156606474,22825845626,342750306,852439100,11161252,392502,10768750,314001600,538437500,0,0,0,570899375,0,0,37588757,-37588757,301,38965901813,5566558115,21630656220,3991212990,95028386,8248678,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,163840,288000,0,2960,3,0,0,initial_topology_capture,2960,5569,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12905873408,0,0,0,0
69,69,346,false,trade_planning,65535,342,346,7477,2400,120,260,13145,0,115717,2509,589,0,87,90711610,449751771,180260709,156508886,32752292,156508886,23677163848,389468507,852438300,11161251,392501,10768750,314000800,538437500,0,0,0,570699375,0,0,39270740,-39270740,286,38989731656,5569962393,22435257041,4010731765,95361476,8076888,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,180224,288000,0,3276,3,0,0,initial_topology_capture,3276,6030,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
70,70,351,false,trade_planning,65535,347,351,7456,2400,120,260,13145,0,115692,2509,530,0,84,92778897,447704616,185771239,156464603,35777808,156464603,23984160008,396467933,852438300,11161251,392501,10768750,314000800,538437500,0,0,0,570699375,0,0,38942564,-38942564,259,38665713615,5523674101,22735253775,4198250820,97936923,8999291,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,196608,288000,0,3556,3,0,0,initial_topology_capture,3556,6536,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
71,71,356,false,trade_planning,65535,352,356,7454,2400,120,260,13145,0,115608,2509,519,0,95,96376795,454866782,178413372,156375721,34684449,156375721,24273814260,393314073,852438300,11161251,392501,10768750,314000800,538437500,0,0,0,570699375,0,0,38323270,-38323270,258,38637457488,5519637509,23028061887,4243873325,102099866,7031016,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,212992,288000,0,3846,3,0,0,initial_topology_capture,3846,7079,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
72,72,361,false,trade_planning,65535,357,361,7443,2400,120,260,13145,0,115515,2508,494,0,119,98095042,458092471,182076305,156284439,32864268,156284439,24561029430,384842905,852438300,11161251,392501,10768750,314000800,538437500,0,0,0,570699375,0,0,38999837,-38999837,247,38674424869,5524918558,23323748225,4322255249,104428186,6672481,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,229376,288000,0,4161,3,0,0,initial_topology_capture,4161,7831,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
73,73,366,false,trade_planning,65535,362,366,7435,2400,120,260,13145,0,115455,2509,468,0,85,98357872,471364133,179639017,156173389,38210532,156173389,25042358471,445813168,852126600,11155002,392502,10762500,314001600,538125000,0,0,0,570678750,0,0,39755845,-39755845,237,38707796072,5529685862,23744418703,4358233258,105077622,6713200,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,245760,288000,0,4446,3,0,0,initial_topology_capture,4446,8598,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12905873408,0,0,0,0
74,74,371,false,trade_planning,65535,367,371,7431,2400,120,260,13145,0,115369,2508,467,0,88,96921742,460281100,187439552,156063512,29749613,156063512,25000917634,359167678,852125800,11155001,392501,10762500,314000800,538125000,0,0,0,570478750,0,0,39912374,-39912374,237,38571907654,5510273253,23789624156,4314975432,104356611,6571456,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,262144,288000,0,4735,3,0,0,initial_topology_capture,4735,9266,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
75,75,376,false,trade_planning,65535,372,376,7417,2400,120,260,13145,0,115324,2507,445,0,68,98539130,458433766,184778050,155965948,32667388,155965948,24838940888,390612546,852125800,11155001,392501,10762500,314000800,538125000,0,0,0,570478750,0,0,39879375,-39879375,218,38387256736,5483894546,23596202542,4350424335,107455838,6616201,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,278528,288000,0,4857,3,0,0,initial_topology_capture,4857,9487,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12901679104,0,0,0,0
76,76,381,false,trade_planning,65535,377,381,7403,2400,120,260,13145,0,115258,2507,424,0,87,98156215,445422998,186200618,155902396,31757725,155902396,24552848364,382169872,851813300,11148751,392501,10756250,314000800,537812500,0,0,0,570258125,0,0,39508749,-39508749,201,38576742041,5510963880,23318865192,4366962038,107453044,7604988,ACTIVE,true,1,7217601830262183541,5713655570603361079,ROUTE,288000,288000,0,40,3,0,0,initial_topology_capture,40,72,0,75836,0,768,383,162,5,5,0,0,186,0,221,0,0,0,0,0,0,0,12893290496,0,0,0,0
77,77,386,false,trade_planning,65535,382,386,7395,2400,120,260,13145,0,115202,2507,411,0,69,99762594,443868571,183231700,155802981,30489730,155802981,24570846843,370538415,851813300,11148751,392501,10756250,314000800,537812500,0,0,0,570258125,0,0,39299498,-39299498,188,39005455635,5572208662,23348495128,4387217047,110203701,6098185,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,0,288000,0,0,4,0,0,initial_topology_capture,0,0,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,44,44,0,0,12893290496,1115431872,0,0,0
78,78,391,false,trade_planning,65535,387,391,7393,2400,120,260,13145,0,115152,2508,406,0,54,97929252,446446660,178070817,155720272,31689752,155720272,24441846595,397241180,851814100,11148752,392502,10756250,314001600,537812500,0,0,0,570458125,0,0,38548422,-38548422,187,39481997266,5640286053,23192791315,4347537745,108453875,6689480,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,16384,288000,0,55,4,0,0,initial_topology_capture,55,115,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,16,0,28,0,12897484800,0,0,0,0
79,79,396,false,trade_planning,65535,392,396,7384,2400,120,260,13145,0,115101,2507,395,0,63,97702308,452608418,180459963,155657527,27495431,155657527,24849684495,342979458,851813300,11148751,392501,10756250,314000800,537812500,0,0,0,570258125,0,0,39317798,-39317798,185,40033213888,5719031272,23654891737,4336468400,108815513,6317169,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,32768,288000,0,290,4,0,0,initial_topology_capture,290,490,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,16,0,12893290496,0,0,0,0
80,80,401,false,trade_planning,65535,397,401,7385,2400,120,260,13145,0,115029,2505,401,0,68,96618648,470409279,172612526,155560090,25626210,155560090,25519860312,312724391,851813300,11148751,392501,10756250,314000800,537812500,0,0,0,570258125,0,0,40548185,-40548185,185,40317147028,5759593135,24355322621,4289483373,108276303,6886645,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,49152,288000,0,637,4,0,0,initial_topology_capture,637,1001,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12893290496,0,0,0,0
81,81,406,false,trade_planning,65535,402,406,7375,2400,120,260,13145,0,114986,2504,394,0,51,99164599,471890019,180422423,155472674,29266427,155472674,25307318614,354580851,851188300,11136251,392501,10743750,314000800,537187500,0,0,0,569816875,0,0,39827542,-39827542,178,40045557668,5720794651,24101549463,4370665793,111544607,6944082,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,65536,288000,0,1020,4,0,0,initial_topology_capture,1020,1740,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12884901888,0,0,0,0
82,82,411,false,trade_planning,65535,407,411,7364,2400,120,260,13145,0,114936,2504,385,0,59,98147673,464604271,191768943,155407462,26172313,155407462,25509119272,328318292,850727800,11129816,392316,10737500,313852800,536875000,0,0,0,569559250,0,0,39971136,-39971136,175,40235886179,5747984456,24330073180,4357603477,109995490,7858733,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,81920,288000,0,1302,4,0,0,initial_topology_capture,1302,2456,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12880707584,0,0,0,0
83,83,416,false,trade_planning,65535,412,416,7363,2400,120,260,13145,0,114871,2504,387,0,63,98207526,458337281,188993374,155328288,28965020,155328288,25211503770,353904568,850477400,11129503,392003,10737500,313602400,536875000,0,0,0,569753750,0,0,39131469,-39131469,179,40190565926,5741510146,24007121802,4321711735,110832622,6355228,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,98304,288000,0,1498,4,0,0,initial_topology_capture,1498,2981,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12884901888,0,0,0,0
84,84,421,false,trade_planning,65535,417,421,7354,2400,120,260,13145,0,114827,2503,375,0,57,97302757,442238147,192402185,155265346,25387014,155265346,24590734652,305408219,850164100,11123252,392002,10731250,313601600,536562500,0,0,0,569333125,0,0,38748187,-38748187,174,40535554382,5790794214,23435162333,4302509460,110026864,7027710,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,114688,288000,0,1675,4,0,0,initial_topology_capture,1675,3423,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12880707584,0,0,0,0
85,85,426,false,trade_planning,65535,422,426,7349,2400,120,260,13145,0,114770,2503,372,0,60,95454936,453287096,178470817,155201484,21212439,155201484,24894871731,255878129,850164100,11123252,392002,10731250,313601600,536562500,0,0,0,569333125,0,0,39101462,-39101462,172,41262048951,5894579149,23788829502,4266103328,108187690,8917120,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,131072,288000,0,1953,4,0,0,initial_topology_capture,1953,4048,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12880707584,0,0,0,0
86,86,431,false,trade_planning,65535,427,431,7340,2400,120,260,13145,0,114722,2502,365,0,56,95610014,447124441,190409745,155131434,20438985,155131434,24923468929,261137559,850163300,11123251,392001,10731250,313600800,536562500,0,0,0,569133125,0,0,39968766,-39968766,172,41472916807,5924703124,23812168070,4250105990,108246555,9276157,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,147456,288000,0,2343,4,0,0,initial_topology_capture,2343,5005,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12876513280,0,0,0,0
87,87,436,false,trade_planning,65535,432,436,7333,2400,120,260,13145,0,114682,2502,352,0,53,96815782,449474346,181929338,155067706,21863204,155067706,24920108421,256489842,850163300,11123251,392001,10731250,313600800,536562500,0,0,0,569133125,0,0,39413537,-39413537,169,41549589483,5935656377,23813455279,4244940447,110178581,7464142,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,163840,288000,0,2755,4,0,0,initial_topology_capture,2755,5772,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12876513280,0,0,0,0
88,88,441,false,trade_planning,65535,437,441,7336,2400,120,260,13145,0,114596,2503,360,0,77,96552502,442908197,185524067,154993048,17615384,154993048,24623287000,212445980,850164900,11123253,392003,10731250,313602400,536562500,0,0,0,569533125,0,0,39113355,-39113355,175,41646560418,5949509350,23560676120,4231931469,109946606,7031584,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,180224,288000,0,3049,4,0,0,initial_topology_capture,3049,6255,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12884901888,0,0,0,0
89,89,446,false,trade_planning,65535,442,446,7333,2400,120,260,13145,0,114558,2502,347,0,52,95098344,449393598,181694952,154906122,20325088,154906122,24307792092,230543066,849851600,11117002,392002,10725000,313601600,536250000,0,0,0,569112500,0,0,38643413,-38643413,173,41832571073,5976082317,23227397426,4182590212,108347398,7514800,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,196608,288000,0,3323,4,0,0,initial_topology_capture,3323,6767,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12880707584,0,0,0,0
90,90,451,false,trade_planning,65535,447,451,7334,2400,120,260,13145,0,114484,2501,359,0,63,93937497,435318263,189841506,154826215,17821854,154826215,24045583200,208198667,849851600,11117002,392002,10725000,313601600,536250000,0,0,0,569112500,0,0,38205714,-38205714,182,42209814228,6029974174,22987532933,4129092487,107588099,7270453,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,212992,288000,0,3565,4,0,0,initial_topology_capture,3565,7358,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12880707584,0,0,0,0
91,91,456,false,trade_planning,65535,452,456,7332,2400,120,260,13145,0,114440,2499,353,0,52,95213184,452905349,180208706,154760748,20894753,154760748,24699489191,238115376,849538300,11110751,392001,10718750,313600800,535937500,0,0,0,568691875,0,0,39814023,-39814023,183,42656332713,6093762526,23611835515,4207199851,108235036,8771744,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,229376,288000,0,3870,4,0,0,initial_topology_capture,3870,8120,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12868124672,0,0,0,0
92,92,461,false,trade_planning,65535,457,461,7329,2400,120,260,13145,0,114381,2499,348,0,64,94741792,452050280,180823736,154706723,17884435,154706723,24711253768,198534769,849225800,11104501,392001,10712500,313600800,535625000,0,0,0,568471250,0,0,39845097,-39845097,182,42700386304,6100055901,23663493199,4192093591,108075604,8628583,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,245760,288000,0,4180,4,0,0,initial_topology_capture,4180,8862,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12863930368,0,0,0,0
93,93,466,false,trade_planning,65535,462,466,7326,2400,120,260,13145,0,114331,2498,344,0,55,93766107,450180752,182119485,154622287,17784508,154622287,24404832506,200176563,849227400,11104503,392003,10712500,313602400,535625000,0,0,0,568871250,0,0,38663716,-38663716,181,42568116150,6081160156,23355428543,4169194059,106873404,8746633,ACTIVE,true,1,7217601830262183541,5713655570603361079,SCAN,262144,288000,0,4464,4,0,0,initial_topology_capture,4464,9535,0,109272,0,1056,509,206,43,43,0,3,264,0,303,0,0,0,0,0,0,0,12863930368,0,0,0,0
