cell_index,tick_idx,terrain_arr,is_water_arr,vegetation_arr,base_vegetation_arr,temp_arr,temp_365d_arr,moisture_arr,base_moisture_arr,water_balance_30d_arr,soil_moisture_arr,cell_lat_norm_arr,elevation_arr,vegetation_vitality_arr
2540,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2541,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2542,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2543,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2544,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2545,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2546,0,0,1,0,0,0.3874,0.3874,1.0000,1.0000,0.0000,0.0000,0.1616,0.0420,0.0000
2547,0,0,1,0,0,0.3855,0.3855,1.0000,1.0000,0.0000,0.0000,0.1616,0.0613,0.0000
2548,0,0,1,0,0,0.3805,0.3805,1.0000,1.0000,0.0000,0.0000,0.1616,0.1110,0.0000
2549,0,0,1,0,0,0.3737,0.3737,1.0000,1.0000,0.0000,0.0000,0.1616,0.1790,0.0000
2550,0,0,1,0,0,0.3885,0.3885,1.0000,1.0000,0.0000,0.0000,0.1717,0.3210,0.0000
2551,0,1,1,0,0,0.3836,0.3836,1.0000,1.0000,0.0000,0.0000,0.1717,0.3707,0.0000
2552,0,21,1,22,22,0.3816,0.3816,1.0000,1.0000,0.0000,0.0000,0.1717,0.3900,0.9445
2553,0,21,1,22,22,0.3816,0.3816,0.9116,0.9116,0.0000,0.0000,0.1717,0.3900,0.9059
2554,0,10,0,27,27,0.3742,0.3742,0.8125,0.8125,0.0000,0.0000,0.1717,0.4272,0.8936
2555,0,13,0,8,8,0.3421,0.3421,0.7003,0.7003,0.0000,0.0000,0.1717,0.4792,0.8706
2556,0,13,0,5,5,0.3009,0.3009,0.4771,0.4771,0.0000,0.0000,0.1717,0.5459,0.9604
2557,0,13,0,5,5,0.2820,0.2820,0.4663,0.4663,0.0000,0.0000,0.1717,0.5765,1.0000
2558,0,13,0,5,5,0.3216,0.3216,0.4663,0.4663,0.0000,0.0000,0.1717,0.5124,0.9415
2559,0,13,0,5,5,0.3132,0.3132,0.4663,0.4663,0.0000,0.0000,0.1717,0.5259,0.9460
2560,0,13,0,8,8,0.3500,0.3500,0.5244,0.5244,0.0000,0.0000,0.1717,0.4664,0.9846
2561,0,4,0,8,8,0.3624,0.3624,0.5244,0.5244,0.0000,0.0000,0.1717,0.4463,0.9053
2562,0,13,0,8,8,0.3548,0.3548,0.5244,0.5244,0.0000,0.0000,0.1717,0.4587,0.9865
2563,0,13,0,5,5,0.3135,0.3135,0.4663,0.4663,0.0000,0.0000,0.1717,0.5254,0.9459
2564,0,13,0,6,6,0.2647,0.2647,0.4147,0.4147,0.0000,0.0000,0.1717,0.6045,0.9540
2565,0,13,0,6,6,0.2569,0.2569,0.4147,0.4147,0.0000,0.0000,0.1717,0.6172,0.9531
2566,0,14,0,10,10,0.2818,0.2818,0.4127,0.3686,0.0757,0.0589,0.1717,0.5769,0.7714
2567,0,13,0,5,5,0.2960,0.2960,0.4631,0.3686,0.1621,0.1261,0.1717,0.5539,1.0000
2568,0,13,0,5,5,0.3255,0.3255,0.4631,0.3274,0.2328,0.1811,0.1717,0.5061,0.9422
2569,0,14,0,10,10,0.2968,0.2968,0.3345,0.2903,0.0757,0.0589,0.1717,0.5526,0.8183
2570,0,14,0,10,10,0.2869,0.2869,0.3345,0.2903,0.0757,0.0589,0.1717,0.5687,0.8061
2571,0,13,0,6,6,0.2357,0.2357,0.3715,0.3274,0.0757,0.0589,0.1717,0.6512,0.9202
2572,0,13,0,5,5,0.2119,0.2119,0.4127,0.3686,0.0757,0.0589,0.1717,0.6798,0.9403
2573,0,13,0,5,5,0.1919,0.1919,0.4127,0.3686,0.0757,0.0589,0.1717,0.6992,0.8868
2574,0,13,0,5,5,0.1739,0.1739,0.4127,0.3686,0.0757,0.0589,0.1717,0.7148,0.8765
2575,0,8,0,2,2,0.1302,0.1302,0.4127,0.3686,0.0757,0.0589,0.1717,0.7483,0.9328
2576,0,13,0,5,5,0.2359,0.2359,0.4147,0.4147,0.0000,0.0000,0.1717,0.6509,0.9505
2577,0,13,0,6,6,0.2583,0.2583,0.4147,0.4147,0.0000,0.0000,0.1717,0.6149,0.9533
2578,0,13,0,5,5,0.2364,0.2364,0.4147,0.4147,0.0000,0.0000,0.1717,0.6500,0.9505
2579,0,13,0,6,6,0.2499,0.2499,0.4147,0.4147,0.0000,0.0000,0.1717,0.6285,0.9518
2580,0,13,0,6,6,0.2599,0.2599,0.4147,0.4147,0.0000,0.0000,0.1717,0.6124,0.9535
2581,0,13,0,5,5,0.2471,0.2471,0.4147,0.4147,0.0000,0.0000,0.1717,0.6331,0.9515
2582,0,13,0,5,5,0.2265,0.2265,0.4147,0.4147,0.0000,0.0000,0.1717,0.6633,0.9488
2583,0,13,0,5,5,0.2453,0.2453,0.4147,0.4147,0.0000,0.0000,0.1717,0.6360,0.9514
2584,0,13,0,6,6,0.2614,0.2614,0.4147,0.4147,0.0000,0.0000,0.1717,0.6100,0.9537
2585,0,13,0,5,5,0.2341,0.2341,0.4147,0.4147,0.0000,0.0000,0.1717,0.6533,0.9502
2586,0,13,0,5,5,0.2099,0.2099,0.4147,0.4147,0.0000,0.0000,0.1717,0.6819,0.9441
2587,0,13,0,5,5,0.1885,0.1885,0.4147,0.4147,0.0000,0.0000,0.1717,0.7023,0.9349
2588,0,8,0,3,3,0.1612,0.1612,0.4147,0.4147,0.0000,0.0000,0.1717,0.7250,0.9768
2589,0,8,0,3,3,0.0737,0.0737,0.4147,0.4147,0.0000,0.0000,0.1717,0.7871,0.9599
2590,0,8,0,2,2,0.0260,0.0260,0.4147,0.4147,0.0000,0.0000,0.1717,0.8183,0.9060
2591,0,8,0,2,2,0.0053,0.0053,0.3686,0.3686,0.0000,0.0000,0.1717,0.8317,0.9249
2592,0,17,0,0,0,0.0000,0.0000,0.4147,0.4147,0.0000,0.0000,0.1717,0.8410,0.0000
2593,0,8,0,3,3,0.0826,0.0826,0.4147,0.4147,0.0000,0.0000,0.1717,0.7812,0.9645
2594,0,8,0,3,3,0.0380,0.0380,0.4147,0.4147,0.0000,0.0000,0.1717,0.8105,0.9354
2595,0,8,0,3,3,0.0120,0.0120,0.4147,0.4147,0.0000,0.0000,0.1717,0.8274,0.9837
2596,0,17,0,0,0,0.0000,0.0000,0.3686,0.3686,0.0000,0.0000,0.1717,0.8755,0.0000
2597,0,17,0,0,0,0.0000,0.0000,0.3274,0.3274,0.0000,0.0000,0.1717,0.8887,0.0000
2598,0,17,0,0,0,0.0000,0.0000,0.3274,0.3274,0.0000,0.0000,0.1717,0.8939,0.0000
2599,0,17,0,0,0,0.0000,0.0000,0.3686,0.3686,0.0000,0.0000,0.1717,0.8871,0.0000
2600,0,17,0,0,0,0.0000,0.0000,0.4147,0.4147,0.0000,0.0000,0.1717,0.8895,0.0000
2601,0,17,0,0,0,0.0000,0.0000,0.4663,0.4663,0.0000,0.0000,0.1717,0.8632,0.0000
2602,0,6,0,5,5,0.0000,0.0000,0.5244,0.5244,0.0000,0.0000,0.1717,0.8423,0.7837
2603,0,8,0,2,2,0.0279,0.0279,0.5244,0.5244,0.0000,0.0000,0.1717,0.8171,0.7566
2604,0,8,0,5,5,0.1387,0.1387,0.5244,0.5244,0.0000,0.0000,0.1717,0.7421,0.7796
2605,0,13,0,5,5,0.2314,0.2314,0.4928,0.5244,-0.1266,0.0000,0.1717,0.6570,1.0000
2606,0,29,0,7,7,0.2992,0.2992,0.7400,0.5244,0.3695,0.2874,0.1717,0.5486,0.7661
2607,0,29,0,7,7,0.3235,0.3235,0.7400,0.4663,0.4692,0.3649,0.1717,0.5094,0.7873
2608,0,13,0,5,5,0.2983,0.2983,0.4928,0.4147,0.1339,0.1042,0.1717,0.5501,1.0000
2609,0,13,0,5,5,0.2738,0.2738,0.4874,0.4147,0.1248,0.0970,0.1717,0.5898,1.0000
2610,0,13,0,5,5,0.2306,0.2306,0.4588,0.4147,0.0757,0.0589,0.1717,0.6581,1.0000
2611,0,8,0,2,2,0.0905,0.0905,0.4147,0.4147,0.0000,0.0000,0.1717,0.7759,0.9306
2612,0,8,0,2,2,0.0351,0.0351,0.4147,0.4147,0.0000,0.0000,0.1717,0.8124,0.9114
2613,0,8,0,2,2,0.0203,0.0203,0.3686,0.3686,0.0000,0.0000,0.1717,0.8220,0.9374
2614,0,13,0,6,6,0.1903,0.1903,0.3274,0.3274,0.0000,0.0000,0.1717,0.7006,0.8532
2615,0,8,0,3,3,0.2463,0.2463,0.2128,0.3274,-0.4583,0.0000,0.1717,0.6343,0.9686
2616,0,8,0,3,3,0.2647,0.2647,0.2396,0.3686,-0.5000,0.0000,0.1717,0.6045,0.9713
2617,0,14,0,10,10,0.2986,0.2986,0.2396,0.3686,-0.5000,0.0000,0.1717,0.5497,0.8208
2618,0,14,0,10,10,0.3189,0.3189,0.4147,0.4147,0.0000,0.0000,0.1717,0.5168,0.8143
2619,0,14,0,10,10,0.3544,0.3544,0.3031,0.4663,-0.5000,0.0000,0.1717,0.4592,0.8920
2620,0,29,0,7,7,0.3344,0.3344,0.6200,0.4663,0.2635,0.2049,0.1717,0.4917,0.8294
2621,0,29,0,7,7,0.3669,0.3669,0.7400,0.4663,0.4692,0.3649,0.1717,0.4389,0.8302
2622,0,29,0,7,7,0.3458,0.3458,0.6200,0.4663,0.2635,0.2049,0.1717,0.4732,0.8415
2623,0,4,0,8,8,0.3666,0.3666,0.5244,0.5244,0.0000,0.0000,0.1717,0.4395,0.9065
2624,0,4,0,8,8,0.3691,0.3691,0.5244,0.5244,0.0000,0.0000,0.1717,0.4355,0.9072
2625,0,4,0,8,8,0.3775,0.3775,0.5244,0.5244,0.0000,0.0000,0.1717,0.4219,0.9091
2626,0,21,1,22,22,0.3816,0.3816,0.7845,0.7845,0.0000,0.0000,0.1717,0.3900,0.7408
2627,0,21,1,22,22,0.3816,0.3816,0.8829,0.8829,0.0000,0.0000,0.1717,0.3900,0.8779
2628,0,1,1,0,0,0.3836,0.3836,0.9476,0.9476,0.0000,0.0000,0.1717,0.3707,0.0000
2629,0,1,1,0,0,0.3836,0.3836,0.9711,0.9711,0.0000,0.0000,0.1717,0.3707,0.0000
2630,0,0,1,0,0,0.3885,0.3885,0.9908,0.9908,0.0000,0.0000,0.1717,0.3210,0.0000
2631,0,0,1,0,0,0.3885,0.3885,0.9987,0.9987,0.0000,0.0000,0.1717,0.3210,0.0000
2632,0,0,1,0,0,0.3953,0.3953,1.0000,1.0000,0.0000,0.0000,0.1717,0.2530,0.0000
2633,0,0,1,0,0,0.3953,0.3953,1.0000,1.0000,0.0000,0.0000,0.1717,0.2530,0.0000
2634,0,0,1,0,0,0.4027,0.4027,1.0000,1.0000,0.0000,0.0000,0.1717,0.1790,0.0000
2635,0,0,1,0,0,0.4095,0.4095,1.0000,1.0000,0.0000,0.0000,0.1717,0.1110,0.0000
2636,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2637,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2638,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2639,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2640,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2641,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2642,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2643,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2644,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2645,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2646,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2647,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2648,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2649,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2650,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2651,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2652,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2653,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2654,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2655,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2656,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2657,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2658,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2659,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2660,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2661,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2662,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2663,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2664,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2665,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2666,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2667,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2668,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2669,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2670,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2671,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2672,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2673,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2674,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2675,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2676,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2677,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2678,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2679,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2680,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2681,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2682,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2683,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2684,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2685,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2686,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2687,0,0,1,0,0,0.4164,0.4164,1.0000,1.0000,0.0000,0.0000,0.1717,0.0420,0.0000
2688,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2689,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2690,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2691,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2692,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2693,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2694,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2695,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2696,0,0,1,0,0,0.4145,0.4145,1.0000,1.0000,0.0000,0.0000,0.1717,0.0613,0.0000
2697,0,0,1,0,0,0.4095,0.4095,1.0000,1.0000,0.0000,0.0000,0.1717,0.1110,0.0000
2698,0,0,1,0,0,0.4027,0.4027,1.0000,1.0000,0.0000,0.0000,0.1717,0.1790,0.0000
2699,0,0,1,0,0,0.3953,0.3953,1.0000,1.0000,0.0000,0.0000,0.1717,0.2530,0.0000
2700,0,0,1,0,0,0.4175,0.4175,1.0000,1.0000,0.0000,0.0000,0.1818,0.3210,0.0000
2701,0,1,1,0,26,0.4125,0.4125,1.0000,1.0000,0.0000,0.0000,0.1818,0.3707,0.7767
2702,0,21,1,22,22,0.4106,0.4106,1.0000,1.0000,0.0000,0.0000,0.1818,0.3900,0.9173
2703,0,10,0,27,27,0.3749,0.3749,0.9001,0.9001,0.0000,0.0000,0.1818,0.4729,1.0000
2704,0,4,0,7,7,0.3749,0.3749,0.6465,0.6465,0.0000,0.0000,0.1818,0.4729,0.9411
2705,0,3,0,9,9,0.3720,0.3720,0.4707,0.4707,0.0000,0.0000,0.1818,0.4775,0.9566
2706,0,13,0,8,8,0.3499,0.3499,0.4625,0.4625,0.0000,0.0000,0.1818,0.5134,0.9463
2707,0,4,0,8,8,0.3784,0.3784,0.5226,0.5226,0.0000,0.0000,0.1818,0.4673,0.9087
2708,0,4,0,8,8,0.3741,0.3741,0.5226,0.5226,0.0000,0.0000,0.1818,0.4742,0.9079
2709,0,4,0,8,8,0.4012,0.4012,0.5226,0.5226,0.0000,0.0000,0.1818,0.4302,0.9113
2710,0,4,0,8,8,0.3980,0.3980,0.5226,0.5226,0.0000,0.0000,0.1818,0.4354,0.9111
2711,0,21,1,22,22,0.4106,0.4106,0.6699,0.6699,0.0000,0.0000,0.1818,0.3900,0.5330
2712,0,21,1,22,22,0.4106,0.4106,0.7666,0.7666,0.0000,0.0000,0.1818,0.3900,0.6922
2713,0,4,0,7,7,0.3986,0.3986,0.7291,0.7291,0.0000,0.0000,0.1818,0.4345,0.9291
2714,0,4,0,8,8,0.3638,0.3638,0.5486,0.5486,0.0000,0.0000,0.1818,0.4908,0.9078
2715,0,13,0,8,8,0.3500,0.3500,0.4625,0.4625,0.0000,0.0000,0.1818,0.5133,0.9464
2716,0,13,0,5,5,0.3183,0.3183,0.4531,0.4090,0.0757,0.0589,0.1818,0.5647,0.9806
2717,0,29,0,7,7,0.3593,0.3593,0.6200,0.4090,0.3617,0.2813,0.1818,0.4981,0.8519
2718,0,29,0,7,7,0.3771,0.3771,0.7400,0.3610,0.5000,0.5000,0.1818,0.4693,0.8648
2719,0,29,0,7,7,0.3548,0.3548,0.6200,0.3179,0.5000,0.4028,0.1818,0.5054,0.8403
2720,0,29,0,7,7,0.3549,0.3549,0.6200,0.2790,0.5000,0.4547,0.1818,0.5053,0.8286
2721,0,13,0,5,5,0.3274,0.3274,0.4928,0.2790,0.3665,0.2850,0.1818,0.5498,1.0000
2722,0,13,0,5,5,0.3132,0.3132,0.4928,0.3179,0.2998,0.2332,0.1818,0.5728,1.0000
2723,0,13,0,5,5,0.3049,0.3049,0.4928,0.3179,0.2998,0.2332,0.1818,0.5864,1.0000
2724,0,13,0,5,5,0.3009,0.3009,0.4928,0.3179,0.2998,0.2332,0.1818,0.5928,1.0000
2725,0,13,0,5,5,0.2905,0.2905,0.4928,0.3179,0.2998,0.2332,0.1818,0.6096,1.0000
2726,0,13,0,5,5,0.1747,0.1747,0.4052,0.3610,0.0757,0.0589,0.1818,0.7369,0.8672
2727,0,8,0,3,3,0.1435,0.1435,0.4052,0.3610,0.0757,0.0589,0.1818,0.7594,0.9420
2728,0,8,0,3,3,0.1431,0.1431,0.4052,0.3610,0.0757,0.0589,0.1818,0.7596,0.9420
2729,0,13,0,6,6,0.2391,0.2391,0.3610,0.3610,0.0000,0.0000,0.1818,0.6816,0.8711
2730,0,13,0,6,6,0.2257,0.2257,0.3610,0.3610,0.0000,0.0000,0.1818,0.6947,0.8663
2731,0,13,0,6,6,0.2082,0.2082,0.3610,0.3610,0.0000,0.0000,0.1818,0.7102,0.9006
2732,0,13,0,6,6,0.1933,0.1933,0.3610,0.3610,0.0000,0.0000,0.1818,0.7224,0.8914
2733,0,8,0,3,3,0.1643,0.1643,0.3610,0.3610,0.0000,0.0000,0.1818,0.7445,1.0000
2734,0,13,0,6,6,0.2130,0.2130,0.3610,0.3610,0.0000,0.0000,0.1818,0.7061,0.9032
2735,0,13,0,6,6,0.2005,0.2005,0.3610,0.3610,0.0000,0.0000,0.1818,0.7167,0.8538
2736,0,8,0,3,3,0.1363,0.1363,0.3610,0.3610,0.0000,0.0000,0.1818,0.7644,0.9795
2737,0,8,0,3,3,0.1455,0.1455,0.3610,0.3610,0.0000,0.0000,0.1818,0.7580,0.9800
2738,0,8,0,2,2,0.0760,0.0760,0.3610,0.3610,0.0000,0.0000,0.1818,0.8046,0.9737
2739,0,8,0,2,2,0.0573,0.0573,0.3610,0.3610,0.0000,0.0000,0.1818,0.8167,0.9660
2740,0,8,0,2,2,0.0403,0.0403,0.3610,0.3610,0.0000,0.0000,0.1818,0.8278,0.9564
2741,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8704,0.0000
2742,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8636,0.0000
2743,0,6,0,2,2,0.0151,0.0151,0.3610,0.3610,0.0000,0.0000,0.1818,0.8442,0.9382
2744,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8609,0.0000
2745,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8604,0.0000
2746,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8894,0.0000
2747,0,17,0,0,0,0.0000,0.0000,0.3179,0.3179,0.0000,0.0000,0.1818,0.9055,0.0000
2748,0,17,0,0,0,0.0000,0.0000,0.3179,0.3179,0.0000,0.0000,0.1818,0.9026,0.0000
2749,0,17,0,0,0,0.0000,0.0000,0.3610,0.3610,0.0000,0.0000,0.1818,0.8984,0.0000
2750,0,17,0,0,0,0.0000,0.0000,0.4090,0.4090,0.0000,0.0000,0.1818,0.8839,0.0000
2751,0,6,0,2,2,0.0000,0.0000,0.4625,0.4625,0.0000,0.0000,0.1818,0.8643,0.8248
2752,0,6,0,5,5,0.0105,0.0105,0.5226,0.5226,0.0000,0.0000,0.1818,0.8472,0.8139
2753,0,18,1,0,0,0.4106,0.4106,0.5603,0.5603,0.0000,0.0000,0.1818,0.3900,0.0000
2754,0,13,0,5,5,0.2115,0.2115,0.4567,0.7026,-0.5000,0.0000,0.1818,0.7074,0.9926
2755,0,18,1,0,0,0.4106,0.4106,0.7330,0.7330,0.0000,0.0000,0.1818,0.3900,0.0000
2756,0,18,1,0,0,0.4106,0.4106,0.7640,0.7640,0.0000,0.0000,0.1818,0.3900,0.0000
2757,0,13,0,5,5,0.3147,0.3147,0.5266,0.6981,-0.5000,0.0000,0.1818,0.5705,1.0000
2758,0,13,0,8,8,0.3568,0.3568,0.7400,0.4625,0.4756,0.3699,0.1818,0.5022,0.8166
2759,0,13,0,5,5,0.2741,0.2741,0.7400,0.4090,0.5000,0.4413,0.1818,0.6362,0.9035
2760,0,13,0,5,5,0.1848,0.1848,0.5353,0.4625,0.1248,0.0970,0.1818,0.7291,1.0000
2761,0,8,0,3,3,0.0975,0.0975,0.5067,0.4625,0.0757,0.0589,0.1818,0.7905,0.8320
2762,0,8,0,2,2,0.0317,0.0317,0.4625,0.4625,0.0000,0.0000,0.1818,0.8334,0.8530
2763,0,6,0,2,2,0.0098,0.0098,0.4090,0.4090,0.0000,0.0000,0.1818,0.8476,0.9011
2764,0,8,0,2,2,0.0753,0.0753,0.3610,0.3610,0.0000,0.0000,0.1818,0.8051,0.9734
2765,0,8,0,3,3,0.1244,0.1244,0.3179,0.3179,0.0000,0.0000,0.1818,0.7725,1.0000
2766,0,8,0,3,3,0.1232,0.1232,0.3179,0.3179,0.0000,0.0000,0.1818,0.7734,1.0000
2767,0,8,0,3,3,0.2501,0.2501,0.2066,0.3179,-0.4451,0.0000,0.1818,0.6697,0.9597
2768,0,14,0,10,10,0.3071,0.3071,0.2347,0.3610,-0.5000,0.0000,0.1818,0.5828,0.8275
2769,0,14,0,10,10,0.3466,0.3466,0.3100,0.4090,-0.3960,0.0000,0.1818,0.5188,0.8869
2770,0,13,0,8,8,0.3440,0.3440,0.4763,0.4090,0.1154,0.0898,0.1818,0.5230,0.9530
2771,0,29,0,7,7,0.3846,0.3846,0.7400,0.4090,0.5000,0.4413,0.1818,0.4572,0.8592
2772,0,13,0,8,8,0.3576,0.3576,0.4818,0.4090,0.1248,0.0970,0.1818,0.5009,0.9637
2773,0,13,0,8,8,0.3616,0.3616,0.5067,0.4625,0.0757,0.0589,0.1818,0.4945,0.9811
2774,0,13,0,8,8,0.3602,0.3602,0.4625,0.4625,0.0000,0.0000,0.1818,0.4967,0.9506
2775,0,4,0,8,8,0.3794,0.3794,0.5226,0.5226,0.0000,0.0000,0.1818,0.4657,0.9089
2776,0,21,1,22,22,0.4106,0.4106,0.5331,0.5331,0.0000,0.0000,0.1818,0.3900,0.3411
2777,0,4,0,7,7,0.4051,0.4051,0.6077,0.6077,0.0000,0.0000,0.1818,0.4240,0.9564
2778,0,21,1,22,22,0.4106,0.4106,0.7079,0.7079,0.0000,0.0000,0.1818,0.3900,0.5953
