epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16,building_investment_buildings_started,building_investment_portfolios_started,building_investment_types_started,building_investment_owner_population_moved,building_investment_max_type_owner_share_q16,building_investment_demand_limited,building_investment_material_limited,building_investment_capital_limited,building_investment_owner_population_limited,recovery_partially_liquidated_buildings,recovery_fully_liquidated_groups
709,714,714,false,trade_planning,65535,714,714,5101,2400,120,261,9918,0,234432,0,224811,195,262,199706867,2199911474,85020244,769179137,200284404,769179137,26724384293,279339949,7112965200,38684799,6904967,31779832,5523973600,1588991600,0,0,0,4397916978,1364886,32972598,30997088,1975510,380,286216265272,40134570891,19332754940,675796,40888037985,19332079144,313936773118,177566296,72244794,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,14367,0,2004,176,0,0,initial_topology_capture,2004,3971,0,2744222,17,19988,13113,6228,1937,1677,260,98,2383,244,0,18,0,0,37,0,3,0,345853919232,0,0,0,0,463500,61,40,60,54,31,51,0,273,2,0,0,39208692,390655860,298872147,91783713,41036839742,713,0,6271,27988,2577,71,2,0,3597,23,1,0,81551847981,132821,1158,1579273,0,157430107,0,293,138,28,117,163,0,75,70,0,0,0,1783478482844,231184392524,219624462849,2003102945693,1018669647,0,206199,19332080302,6046014,62259,171,32,51,156,65536,34,0,0,53,163,0
710,715,715,false,trade_planning,65535,715,715,5099,2400,120,261,9918,0,243731,0,328358,237,342,236719765,2283658768,79503543,805925989,86350753,805925989,21349554717,246440263,3273398400,35572998,1992998,33580000,1594398400,1679000000,0,0,0,1766085693,1198676,37493763,33745856,3747907,427,103696144157,19930593097,17830046928,330874,14813734983,17829716054,116808965851,227922457,37366111,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,14367,0,3239,176,0,0,initial_topology_capture,3239,5780,0,2744222,17,19988,13113,6228,1937,1677,260,98,2383,244,0,18,0,0,34,0,3,0,345832947712,0,0,0,0,488250,94,65,43,35,19,79,0,214,1,0,0,75482499,417082241,351101907,65980334,3480899806,714,0,6257,28010,2567,71,2,0,3593,23,1,0,29615919086,217383,0,0,0,157430107,0,355,147,21,134,1443,0,58,62,0,0,0,1784327083980,230286709497,218771666688,2003098750668,939701870,0,1031893,17829716054,6558582,62259,311,47,79,227,65536,0,0,0,111,1442,1
711,716,716,false,trade_planning,65535,716,716,5095,2400,120,261,9919,0,348622,0,308099,257,503,306990923,3742659291,74016762,1083499392,254179377,1083499392,43378139920,487035616,11794848600,126802272,7272980,119529292,5818384000,5976464600,0,0,0,6589930855,909151,44171372,48601007,-4429635,453,581140339671,44781824607,31096505724,250020,83020048633,31096255704,611054362167,287666989,128175852,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,14367,14367,0,43,176,0,0,initial_topology_capture,43,64,0,2744222,17,19988,13113,6228,1937,1677,260,98,2383,244,0,18,0,0,33,0,1,0,346822803456,0,0,0,0,1397000,80,55,71,61,27,66,0,121,0,0,0,85305526,565795022,452363263,113431759,50229264968,715,0,6258,28044,2571,71,2,0,3590,23,1,0,165461181174,484132384,0,49087371,0,108342736,0,360,173,22,163,727,0,64,63,0,0,0,1784661416751,233655277025,221971795576,2006633212327,1638720848,0,1537821,31096255704,3761210,62259,548,44,66,234,65536,15,0,0,85,727,0
712,717,717,false,trade_planning,65535,717,717,5094,2400,120,261,9918,0,292203,0,231586,201,437,254643871,3045124657,67161027,946589865,217064431,946589865,41734477887,574447442,10299763400,156555283,3295999,153259284,2636799200,7662964200,0,0,0,7282209808,593363,35343694,50733020,-15389326,415,340530586437,33845009566,30860954886,687841,48647226731,30860267045,326816288200,224358506,127148547,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,14367,14367,32,43,176,0,0,initial_topology_capture,43,64,0,2757714,17,20095,13176,6259,1956,1695,261,99,2390,244,0,18,0,0,56,31,8,0,347259011072,85168101245,0,0,0,1541000,72,52,54,45,10,62,0,215,0,0,0,295687178,486614242,373397351,113216891,59080511506,716,317,6237,28068,2547,73,2,0,3591,23,1,0,96930834936,142966060,0,0,0,108342736,0,321,147,20,138,80,0,70,62,0,32,0,1785774347112,233351775696,221683470247,2007457817359,1626018708,211532776,11691067,31071799821,3766518,62259,526,38,62,495,65536,11,0,0,58,79,1
713,718,718,false,trade_planning,65535,718,718,5090,2400,120,261,9918,0,248951,0,221526,188,661,245155250,2545373893,60653189,800601795,163493031,800601795,29633533445,278425490,5416785550,93470711,991000,92479711,792800000,4623985550,0,0,0,2882525364,1039307,28175964,38745348,-10569384,353,250968391415,25713359696,23938552293,229888,35852627440,23938322405,196244980852,213726320,105331227,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13550,0,0,177,0,0,initial_topology_capture,0,0,0,2758865,17,20110,13185,6267,1956,1695,261,99,2390,244,0,18,0,0,55,8,9,0,347942682624,24833763768,0,0,0,1310250,68,51,54,45,19,61,0,177,0,0,0,242183786,447683161,362910859,84772302,24160619899,717,166,6242,28102,2554,74,2,0,3588,23,1,0,71441230302,177978080,0,0,0,108342736,0,277,138,16,129,33,2400,41,49,0,1,0,1786940378730,234561332259,222832545314,2009772924044,1261188819,39948742,14456153,23978271147,4883960,62259,408,34,61,453,65536,7,20,0,65,33,0
714,719,719,false,trade_planning,65535,719,719,5087,2400,120,261,9918,0,223022,0,236096,196,320,182965911,2237752782,102022481,717185006,68502664,717185006,26489264416,738680651,5222774450,35140789,4620980,30519809,3696784000,1525990450,0,0,0,2780810844,1988505,35082734,31206021,3876713,374,288110026122,56602391700,20528419574,610259,41158575257,20527809315,365467119164,173756781,55668131,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,13550,0,1244,177,0,0,initial_topology_capture,1244,1967,0,2758865,17,20110,13185,6267,1956,1695,261,99,2390,244,0,18,0,0,52,0,3,0,348378890240,0,0,0,0,1011500,81,57,56,48,20,67,0,166,1,0,0,83692316,365713436,273402525,92310911,68001695818,718,0,6247,28134,2563,73,2,0,3585,23,1,0,82233297016,165029,0,1579272,451150,106763464,0,300,123,22,108,8,0,68,48,0,0,0,1786360594103,236660885901,224827114848,2011187708951,1081674224,0,3764094,20527809315,5703040,62259,355,39,67,241,65536,16,0,0,85,8,0
715,720,720,false,trade_planning,65535,720,720,5084,2400,120,261,9919,0,266433,0,305365,203,494,252105924,3139499638,102235333,904082821,212305233,904082821,23138003358,297775364,3252886300,38987951,1737985,37249966,1390388000,1862498300,0,0,0,1706066262,686142,45591167,36191261,9399906,432,104532256072,22550533827,19587631240,289546,14933179541,19587341694,106595298618,223637196,48799136,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,13550,0,2438,177,0,0,initial_topology_capture,2438,3929,0,2758865,17,20110,13185,6267,1956,1695,261,99,2390,244,0,18,0,0,45,0,7,0,348395667456,0,0,0,0,289500,57,42,33,25,20,53,0,235,0,0,0,40196624,425785951,362913534,62872417,2275199889,719,0,6251,28167,2570,72,2,0,3583,23,1,0,29828841901,63452454,0,1625,117,106761839,0,361,160,16,123,235,0,78,65,0,0,0,1787936185456,236966194041,225117156690,2013053342146,1032714610,0,211880909,19587341694,5982138,62259,150,36,53,133,65536,13,0,0,48,235,0
716,721,721,false,trade_planning,65535,721,721,5092,2400,120,261,9918,0,357867,0,298592,236,498,324045654,3888442509,192807730,1126929849,366967933,1126929849,57382735186,2296086118,14861939200,165764534,8764950,156999584,7011960000,7849979200,0,0,0,8226668323,1133789,38680079,53314389,-14634310,459,590827333835,102514793647,40225129958,420090,84403904941,40224709868,433960311604,278807188,203450725,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,13550,0,3477,177,0,0,initial_topology_capture,3477,6076,0,2758865,17,20110,13185,6267,1956,1695,261,99,2390,244,0,18,0,0,36,0,9,0,350299881472,0,0,0,0,1763750,88,60,60,52,21,77,0,244,1,0,0,238603985,617496188,468253428,149242760,75357543653,720,0,6246,28202,2572,70,2,0,3580,21,1,0,165611614636,114541037,0,49087370,8578890,57674469,0,371,182,21,152,1082,0,70,71,0,0,0,1804271312571,243637627691,231454998261,2035726310832,2119058091,0,7158883,40224709868,2939604,62259,642,44,77,470,65536,28,5,0,49,1081,1
717,722,722,false,trade_planning,65535,722,722,5087,2400,120,261,9918,0,288023,0,235421,204,549,268030626,2976627751,138406195,923579364,364792973,923579364,49037228777,925261538,7714673850,140208492,938999,139269493,751199200,6963474650,0,0,0,5249156234,1514439,34700915,48742272,-14041357,413,340856956860,81503061767,40398225435,932046,48693851068,40397293389,443615472069,209594018,127075277,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,14366,0,0,178,0,0,initial_topology_capture,0,0,0,2774388,17,20226,13258,6309,1975,1713,262,102,2411,244,0,18,0,0,69,42,9,0,350547345408,234572773306,0,0,0,1099000,66,55,60,53,17,62,0,211,0,0,0,192766864,497480428,391508329,105972099,178537095130,721,322,6221,28231,2545,71,2,0,3581,21,1,0,97300743812,160367067,111890373,19580873,0,155578830,0,335,162,17,140,226,1583,58,93,0,31,0,1802024457444,246165220461,233856203662,2035880661106,2127535534,279437983,19797020,40788621745,2895353,62259,366,38,62,422,65536,20,0,0,99,225,1
718,723,723,false,trade_planning,65535,723,723,5090,2400,120,261,9917,0,247629,0,222613,188,423,227362626,2736042190,49594545,807083898,106893377,807083898,29651762124,206801555,5479287850,94720757,991000,93729757,792800000,4686487850,0,0,0,3267333796,558865,27671241,38549091,-10877850,356,250066138458,24955571896,23966117202,444483,35723734157,23965672719,90303769841,199798142,66251271,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,14366,0,3176,178,0,0,initial_topology_capture,3176,5779,0,2774388,17,20226,13258,6309,1975,1713,262,102,2411,244,0,18,0,0,61,0,8,0,350497013760,0,0,0,0,1109000,69,49,50,44,29,56,0,193,2,0,0,217757536,392394230,335473878,56920352,7701112824,722,0,6224,28265,2547,72,2,0,3581,21,1,0,71737574327,217256,0,0,0,155578830,0,287,149,16,128,971,0,69,54,0,0,0,1801775982554,244855338177,232611819465,2034387802019,1262791486,0,12344752,23965672719,4927096,62259,476,35,56,455,65536,71,21,0,33,970,1
719,724,724,false,trade_planning,65535,724,724,5084,2400,120,261,9917,0,230125,0,228717,134,411,184732981,2168637196,82033368,735428436,70600827,735428436,43627470376,101529207,4430188300,35218766,3559000,31659766,2847200000,1582988300,0,0,0,2312202196,2018800,35074326,30006804,5067522,365,288938990827,42409556235,39096413070,660201,41276998777,39095752869,318008374802,159263294,82165929,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,14366,14366,0,43,178,0,0,initial_topology_capture,43,64,0,2774388,17,20226,13258,6309,1975,1713,262,102,2411,244,0,18,0,0,55,0,6,0,350882889728,0,0,0,0,312250,65,50,63,54,24,57,0,243,3,0,0,61005922,372591930,278596865,93995065,71826815901,723,0,6225,28285,2550,72,2,0,3579,21,1,0,82082736214,4021646,0,341,0,155578489,0,307,134,23,108,392,0,49,51,0,0,0,1785872661142,257734655807,244847131909,2030719793051,2059034494,0,17309537,39095752869,2993648,62259,171,33,57,180,65536,8,0,0,78,392,0
720,725,725,false,trade_planning,65535,725,725,5087,2400,120,261,9918,0,278076,0,293374,177,525,217998660,3149331562,126650374,950233231,133769722,950233231,23551881420,296626227,4605898400,40847968,3418000,37429968,2734400000,1871498400,0,0,0,2479783635,978565,41982673,34953475,7029198,433,113844577860,26530272462,18649698468,341675,16263511223,18649356793,107420633423,211643617,34708939,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,14366,14366,32,43,178,0,0,initial_topology_capture,43,64,0,2783567,17,20302,13306,6335,1987,1725,262,102,2427,244,0,18,0,0,75,26,6,0,355890888704,63443206721,0,0,0,760750,107,67,30,22,26,86,0,243,1,0,0,143663457,399073302,325853797,73219505,1327773530,724,335,6201,28309,2530,73,2,0,3574,21,1,0,30164275790,90895,0,0,0,155578489,0,351,159,21,129,282,0,70,79,0,22,0,1796482709132,257566914753,244687778402,2041170487534,983141749,135769275,19063752,18785126068,6267420,62259,357,51,86,330,65536,15,11,0,117,282,0
721,726,726,false,trade_planning,65535,726,726,5085,2400,120,261,9918,0,353127,0,303119,245,458,393044828,3435785101,104883245,1105259649,193584825,1105259649,46063150852,489280455,13835213250,151065270,8375933,142689337,6700746400,7134466850,0,0,0,7416761897,2184849,40261869,50943038,-10681169,467,597042967267,36483189890,31739429838,772691,85291852582,31738657147,649825952050,313645019,227660389,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13546,0,0,179,0,0,initial_topology_capture,0,0,0,2784510,17,20318,13314,6341,1987,1725,262,102,2431,244,0,18,0,0,67,6,14,0,357086265344,78587315091,0,0,0,2471250,77,55,69,62,19,70,0,140,0,0,0,181449719,713753949,571273608,142480341,43339526383,725,166,6215,28350,2547,73,2,0,3571,21,1,0,169674029851,1325157,0,19063004,0,136515485,0,368,187,25,154,473,2402,69,56,0,2,0,1806437962599,251290683360,238725377732,2045163340331,1672282938,41773970,37694868,31780431117,3725145,62259,698,42,70,417,65536,25,0,0,81,473,0
722,727,727,false,trade_planning,65535,727,727,5087,2400,120,261,9918,0,275067,0,248186,183,374,240002407,2343396916,105481300,864292425,142661212,864292425,44659626386,630218632,7725154100,140418097,938999,139479098,751199200,6973954900,0,0,0,5454501132,1250489,28281061,46901022,-18619961,414,338113564095,98412016171,36305387913,1134259,48301937826,36304253654,278385347271,219452025,65087886,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,13546,0,2464,179,0,0,initial_topology_capture,2464,3917,0,2784510,17,20318,13314,6341,1987,1725,262,102,2431,244,0,18,0,0,55,0,12,0,356973019136,0,0,0,0,718500,66,44,66,58,18,56,0,219,0,0,0,110473639,422503652,353313377,69190275,35928463435,726,0,6223,28380,2554,73,2,0,3572,21,1,0,96693190446,49036,3140,19581423,0,116937360,0,331,153,23,138,24,0,58,56,0,0,0,1805025575471,252875080022,240230549713,2045256125184,1911887152,0,29583197,36304256794,3258410,62259,302,38,56,271,65536,19,0,0,45,24,0
723,728,728,false,trade_planning,65535,728,728,5075,2400,120,261,9918,0,240132,0,229349,121,882,234675681,2641863905,45433884,770215313,112533262,770215313,23327677440,259064794,5533264550,94900291,1051000,93849291,840800000,4692464550,0,0,0,3339809289,1032460,36840028,41692971,-4852943,350,251199720553,20524686555,17535728839,380743,35885674464,17535348096,205471397348,220748831,58458466,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,13546,0,3469,179,0,0,initial_topology_capture,3469,6071,0,2784510,17,20318,13314,6341,1987,1725,262,102,2431,244,0,18,0,0,46,0,9,0,357375672320,0,0,0,0,359750,71,47,62,53,21,59,0,212,0,0,0,60488473,414417761,348140694,66277067,32332732197,727,0,6228,28412,2557,75,2,0,3572,21,1,0,71669603837,133572,0,0,0,116937360,0,284,151,19,127,6,0,51,55,0,0,0,1808062363202,254682601686,241947689775,2050010052977,924228750,0,17292734,17535348096,6757389,62259,200,38,59,198,65536,0,19,0,73,6,0
724,729,729,false,trade_planning,65535,729,729,5072,2400,120,261,9920,0,223413,0,235178,146,397,200417966,2045146132,93469478,706187029,98883681,706187029,32089659572,200995680,4439482600,35239757,3569993,31669764,2855994400,1583488200,0,0,0,2311559760,2254751,38305254,29930214,8375040,357,273518113371,32119012089,27449717957,536665,39074016291,27449181292,215468131455,153799167,97581204,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,13546,13546,0,45,179,0,0,initial_topology_capture,45,64,0,2784510,17,20318,13314,6341,1987,1725,262,102,2431,244,0,18,0,0,35,0,11,0,357530861568,0,0,0,0,348250,71,56,68,59,19,61,0,155,1,0,0,92427469,383800334,290877557,92922777,45605935645,728,0,6239,28440,2568,76,2,0,3571,21,1,0,78107665348,2934353,1835,571,0,116938717,0,294,122,23,110,1528,0,43,46,0,0,0,1806975403594,251681342019,239096502254,2046071905848,1445785617,0,38448670,27449183127,4314224,62259,193,42,61,236,65536,12,0,0,73,1528,0
725,730,730,false,trade_planning,65535,730,730,5083,2400,120,261,9919,0,305744,0,265402,176,480,262987904,3783716894,122213987,1077082982,338437989,1077082982,22557620451,416109613,4592278750,40080935,3450976,36629959,2760780800,1831497950,0,0,0,2469530780,1599640,41320036,36152263,5167773,430,115214339969,21577189285,17549518828,286740,16459191530,17549232088,129136042589,240805375,73014928,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,13546,13546,32,45,179,0,0,initial_topology_capture,45,64,0,2799742,17,20433,13383,6379,2001,1739,262,103,2447,244,0,18,0,0,65,38,8,0,357438586880,120694676833,0,0,0,296000,53,35,49,43,14,45,0,267,0,0,0,44272416,468217058,385767661,82449397,13430711887,729,359,6232,28490,2563,77,2,0,3568,21,1,0,32834944635,288398,0,0,0,116938717,0,338,159,27,146,8,0,57,87,0,31,0,1809932407311,250778484032,238238789909,2048171197220,925604504,186525287,31112175,17735757375,6687942,62259,179,32,45,169,65536,8,0,0,82,7,1
726,731,731,false,trade_planning,65535,731,731,5072,2400,120,261,9918,0,358244,0,297729,207,480,308376025,3593195554,118525595,1110553075,302157467,1110553075,42580936959,477082809,14361327500,156457225,8717955,147739270,6974364000,7386963500,0,0,0,7686936937,1436917,42176193,54127469,-11951276,457,608451070618,32543676007,27743080458,553808,86921581625,27742526650,365360828584,291593401,45276105,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,14367,0,0,180,0,0,initial_topology_capture,0,0,0,2800707,17,20443,13390,6380,2001,1739,262,103,2447,244,0,18,0,0,58,1,8,0,358646546432,805915066,0,0,0,2318000,116,80,69,56,20,103,0,215,0,0,0,224177173,512614361,460619746,51994615,34174865965,730,164,6229,28521,2567,76,2,0,3562,21,1,0,172181307597,1721849,1019,19063183,0,97876604,0,365,178,36,154,379,1582,80,57,0,6,0,1821226470019,249139864784,236682106635,2057908576654,1461889068,818794,100333990,27743346463,4302144,62259,835,53,103,576,65536,66,0,0,86,378,1
727,732,732,false,trade_planning,65535,732,732,5059,2400,120,261,9917,0,286564,0,236468,158,379,236137156,2502603406,80059820,923265313,81494543,923265313,33251548806,265710796,5600960500,98294210,915000,97379210,732000000,4868960500,0,0,0,3227113001,1803083,29694059,42559024,-12864965,414,337993541455,29018697602,27386124288,1246778,48284791728,27384877510,310581181037,201082858,104830136,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,14367,0,2332,180,0,0,initial_topology_capture,2332,3730,0,2800707,17,20443,13390,6380,2001,1739,262,103,2447,244,0,18,0,0,52,0,6,0,357526667264,0,0,0,0,624750,71,49,64,54,17,59,0,261,0,0,0,109768506,443642175,353202136,90440039,100052107857,731,0,6250,28564,2590,76,2,0,3560,21,1,0,96358239432,230365,0,19581422,0,78295182,0,335,159,21,129,263,0,52,51,0,0,0,1825712687568,241750910711,229662622822,2055375310390,1442705949,0,105381928,27384877510,4369196,62259,252,36,59,266,65536,42,4,0,58,262,1
728,733,733,false,trade_planning,65535,733,733,5067,2400,120,261,9917,0,236689,0,232345,129,576,220627099,2634380642,51117310,761409843,88927027,761409843,25048820977,175981112,5437388300,52452871,3752993,48699878,3002394400,2434993900,0,0,0,3639071871,786267,31225502,33562404,-2336902,357,254503127068,22865938981,19435669066,217501,36357589681,19435451565,171592009387,223042647,52830865,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,14367,0,3245,180,0,0,initial_topology_capture,3245,5766,0,2800707,17,20443,13390,6380,2001,1739,262,103,2447,244,0,18,0,0,48,0,4,0,357950291968,0,0,0,0,558500,68,44,65,55,20,60,0,222,2,0,0,75878665,401673543,323348791,78324752,74518565824,732,0,6261,28601,2607,77,2,0,3553,21,1,0,72439886855,232488,0,0,0,78295182,0,271,142,18,130,681,0,54,46,0,0,0,1824644412805,243876974761,231682377196,2056326790001,1024235233,0,27727630,19435451565,6152668,62259,277,38,60,204,65536,40,0,0,59,681,0
729,734,734,false,trade_planning,65535,734,734,5065,2400,120,261,9915,0,236928,0,221086,116,693,168684372,2678894539,74203701,767003314,202526686,767003314,30484229162,373773697,5633481150,67219623,3030000,64189623,2424000000,3209481150,0,0,0,3583818268,1391245,34795330,33813143,982187,366,266747955113,29853262927,24477510649,536334,38106850833,24476974315,176449521454,151201433,82332459,ACTIVE,true,1,9019343983884584987,7579129114435938123,ROUTE,14367,14367,0,43,180,0,0,initial_topology_capture,43,64,0,2800707,17,20443,13390,6380,2001,1739,262,103,2447,244,0,18,0,0,42,0,6,0,355760865280,0,0,0,0,258500,58,42,59,53,21,51,0,256,3,0,0,54223878,360210114,254861671,105348443,23446720024,733,0,6246,28625,2583,68,2,0,3571,21,1,0,77805756818,233537689,0,570,0,78294612,0,297,141,11,104,308,0,66,66,0,0,0,1816375742184,242735939487,230598397191,2046974139375,1289499110,0,31903513,24476974315,4863264,62259,164,31,51,157,65536,21,0,0,40,306,2
730,735,735,false,trade_planning,65535,735,735,5056,2400,120,261,9915,0,303757,0,267111,171,449,255627098,3110047730,68033346,1077570439,183684265,1077570439,22987538754,329947542,4140784000,36825980,3065980,33760000,2452784000,1688000000,0,0,0,2261802941,723630,42685828,36956702,5729126,419,117662726609,20828909229,18517051771,244559,16808961050,18516807212,133430031386,205687268,110546973,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,0,13544,0,0,181,0,0,initial_topology_capture,0,0,0,2817965,17,20557,13465,6415,2011,1749,262,103,2461,244,0,18,0,0,67,35,10,0,355437903872,96239284634,0,0,0,1234000,78,51,43,36,21,68,0,271,0,0,0,62071077,472224338,370934176,101290162,17452433964,734,361,6224,28661,2560,69,2,0,3571,21,1,0,33612913740,2565,0,0,0,78294612,0,342,155,27,136,311,2403,55,87,0,40,0,1817430077928,242494908026,230369418079,2047799496007,976158844,78087489,66781407,18594894701,6405365,62259,549,40,68,225,65536,0,0,0,98,310,1
731,736,736,false,trade_planning,65535,736,736,5066,2400,120,261,9915,0,378084,0,277598,230,521,379702710,3738551784,233229138,1205365464,278609403,1205365464,70794150996,2189864002,9994440350,103964167,6394976,97569191,5115980800,4878459550,0,0,0,5620798904,1806845,37478769,48392831,-10914062,440,615351542463,122158017936,58610529370,682726,87907363307,58609846644,703248619394,314645482,157153284,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,4096,13544,0,1154,181,0,0,initial_topology_capture,1154,2021,0,2817965,17,20557,13465,6415,2011,1749,262,103,2461,244,0,18,0,0,57,0,10,0,357048516608,0,0,0,0,547750,68,43,59,53,28,55,0,142,0,0,0,70131894,645985889,548711771,97274118,45615782359,735,0,6236,28701,2579,69,2,0,3564,21,1,0,175008143610,252701,0,19063183,5446890,59231429,0,355,176,27,156,107,0,67,49,0,0,0,1806562458662,270330134829,256812798569,2063375257231,3086666460,0,83636391,58609846644,2020050,62259,286,40,55,206,65536,0,0,0,87,107,0
732,737,737,false,trade_planning,65535,737,737,5080,2400,120,261,9915,0,297460,0,225224,199,547,264286922,2958022635,61171845,973432103,111094376,973432103,52716483852,652470483,9292965750,172134315,915000,171219315,732000000,8560965750,0,0,0,6382845746,416509,32926701,51018760,-18092059,412,332564091856,87038828906,42771600144,552525,47509156074,42771047619,523777676268,185753013,168558973,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,8192,13544,0,2462,181,0,0,initial_topology_capture,2462,3889,0,2817965,17,20557,13465,6415,2011,1749,262,103,2461,244,0,18,0,0,49,0,8,0,355228188672,0,0,0,0,1146750,71,55,65,53,13,62,0,221,0,0,0,273958283,487062525,386392743,100669782,254132338891,736,0,6254,28741,2602,69,2,0,3559,21,1,0,97513959534,95901,3393,19582016,0,39652976,0,327,158,21,133,33,0,59,40,0,0,0,1786726965137,280071665363,266067222866,2052794188003,2252901686,0,2982021,42771051012,2737714,62259,454,38,62,521,65536,18,22,0,31,33,0
733,738,738,false,trade_planning,65535,738,738,5087,2400,120,261,9916,0,243116,0,225387,167,698,245308379,2596603443,47656635,796692560,128014481,796692560,44130453281,156070119,5806560550,60451841,3711958,56739883,2969566400,2836994150,0,0,0,3967759086,1158028,28399132,34390076,-5990944,358,254056070835,41686561406,38168056053,233441,36293724496,38167822612,268323707330,197940629,130630909,ACTIVE,true,1,9019343983884584987,7579129114435938123,SCAN,12288,13544,0,3435,181,0,0,initial_topology_capture,3435,6071,0,2817965,17,20557,13465,6415,2011,1749,262,103,2461,244,0,18,0,0,41,0,8,0,355697950720,0,0,0,0,702750,77,58,51,48,25,70,0,177,0,0,0,107335644,448324149,348302305,100021844,96194101726,737,0,6268,28779,2617,70,2,0,3557,21,1,0,72174436510,47554,0,0,0,39652976,0,285,151,14,134,50,0,49,61,0,0,0,1771745929103,294199106794,279488249098,2051234178201,2010390416,0,4770480,38167822612,3042173,62259,283,39,70,293,65536,12,0,0,66,49,1
