epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error
112,112,560,false,trade_planning,65535,556,560,8664,2400,120,260,16862,0,169886,3339,1081,0,44,28966144,990508938,98706892,254424054,3399889,254424054,7806202137,14003443,491425000,10794750,419750,10375000,335800000,155625000,0,0,0,372444749,0,43224687,56017420,-12792733,1418,46213870960,6601982364,7300773694,477244922,34179002,2911344,ACTIVE,true,51,8982114800351004513,7751870094901102735,SCAN,0,288000,0,0,0,50,50,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13564379136,0,0,0,0
113,113,565,false,trade_planning,65535,561,565,8661,2400,120,260,16862,0,169845,3338,1080,0,43,30505522,1009848745,100778885,254351465,3354026,254351465,9392179014,12003828,491425000,10794750,419750,10375000,335800000,155625000,0,0,0,372502367,0,44872955,59666576,-14793621,1418,47354179374,6764883540,8888750186,480657836,34427229,3029029,ACTIVE,true,51,8982114800351004513,7751870094901102735,SCAN,16384,288000,0,0,0,50,50,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560184832,0,0,0,0
114,114,570,false,trade_planning,65535,566,570,8657,2400,120,260,16862,0,169804,3338,1078,0,43,31046767,1011010926,102936278,254291360,2210610,254291360,9811609872,9171281,491331250,10788500,419750,10368750,335800000,155531250,0,0,0,372483139,0,46738735,60481148,-13742413,1418,47228658840,6746952039,9311107341,482805048,34869988,3014903,ACTIVE,true,51,8982114800351004513,7751870094901102735,SCAN,32768,288000,0,25,0,50,50,normalized_topology_changed,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560184832,0,0,0,0
115,115,575,false,trade_planning,65535,571,575,8655,2400,120,260,16862,0,169770,3337,1077,0,36,31184684,1006509976,111386597,254228477,2126715,254228477,9196134808,8578110,491331250,10788500,419750,10368750,335800000,155531250,0,0,0,372541329,0,46171970,60432261,-14260291,1418,46781036062,6683005942,8696225448,485883300,36063036,2997360,ACTIVE,true,51,8982114800351004513,7751870094901102735,SCAN,49152,288000,0,281,0,50,50,normalized_topology_changed,281,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13547601920,0,0,0,0
116,116,580,false,trade_planning,65535,576,580,8649,2400,120,260,16862,0,169729,3336,1074,0,45,32623443,1006019859,113382040,254188639,1512730,254188639,10024912077,6308234,491237500,10782250,419750,10362500,335800000,155437500,0,0,0,372535611,0,45931260,61359825,-15428565,1418,46795553362,6685079845,9527366343,488498593,36766262,3035079,ACTIVE,true,52,3316152322954288337,7751870094901102735,SCAN,0,288000,0,0,0,51,51,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13543407616,0,0,0,0
117,117,585,false,trade_planning,65535,581,585,8645,2400,120,260,16862,0,169696,3335,1074,0,34,32764878,1008263857,113404389,254126602,2502584,254126602,10396835515,11337904,491143750,10776000,419750,10356250,335800000,155343750,0,0,0,372553842,0,45761447,62929130,-17167683,1418,45983708719,6569102055,9894353861,488984343,36203530,3056086,ACTIVE,true,52,3316152322954288337,7751870094901102735,SCAN,16384,288000,0,0,0,51,51,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13543407616,0,0,0,0
118,118,590,false,trade_planning,65535,586,590,8641,2400,120,260,16862,0,169654,3334,1071,0,46,32408918,992372818,113989748,254090510,3734066,254090510,9148950775,16204013,490943750,10775750,419500,10356250,335600000,155343750,0,0,0,372556713,0,45937577,60258621,-14321044,1418,44934686497,6419241728,8641803012,490443834,36012645,3148732,ACTIVE,true,53,3941884235003660355,7751870094901102735,SCAN,0,288000,0,0,0,52,52,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13543407616,0,0,0,0
119,119,595,false,trade_planning,65535,591,595,8636,2400,120,260,16862,0,169616,3331,1069,0,43,32050244,996020437,106382999,254030856,3321179,254030856,9128199035,13938389,490743750,10775500,419250,10356250,335400000,155343750,0,0,0,372541760,0,46044814,59970208,-13925394,1418,44881912236,6411702544,8623516896,489593047,35656795,3174141,ACTIVE,true,53,3941884235003660355,7751870094901102735,SCAN,16384,288000,0,0,0,52,52,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
120,120,600,false,trade_planning,65535,596,600,8628,2400,120,260,16862,0,169556,3330,1069,0,61,32087021,983350890,96396557,253980258,2939068,253980258,8429775816,10480438,490262500,10756500,419000,10337500,335200000,155062500,0,0,0,372384863,0,45315132,57211702,-11896570,1418,44921707358,6417387529,7929032878,491158875,36200252,3191409,ACTIVE,true,54,6127489023474283773,7751870094901102735,SCAN,0,288000,0,0,0,53,53,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
121,121,605,false,trade_planning,65535,601,605,8620,2400,120,260,16862,0,169510,3329,1068,0,48,31532072,981990252,102358025,253906285,2757382,253906285,8314928611,9992269,489968750,10750000,418750,10331250,335000000,154968750,0,0,0,372324740,0,45297775,58453803,-13156028,1418,45485796831,6497971762,7814967592,493060982,35692525,3142579,ACTIVE,true,54,6127489023474283773,7751870094901102735,SCAN,16384,288000,0,0,0,53,53,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13539213312,0,0,0,0
122,122,610,false,trade_planning,65535,606,610,8617,2400,120,260,16862,0,169450,3329,1067,0,61,31285654,991532359,94973320,253854241,2200596,253854241,9089661099,8844775,489875000,10743750,418750,10325000,335000000,154875000,0,0,0,372304102,0,44863194,59266234,-14403040,1418,46159792777,6594256867,8590941324,494768733,35353188,3254052,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,0,288000,0,0,0,54,54,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13530824704,0,0,0,0
123,123,615,false,trade_planning,65535,611,615,8613,2400,120,260,16862,0,169400,3328,1066,0,52,30758280,991287598,93521281,253773079,2210971,253773079,8829971134,7752809,489875000,10743750,418750,10325000,335000000,154875000,0,0,0,372353684,0,44463155,59136063,-14672908,1419,46160574967,6594368629,8332343325,496253436,35146389,3352020,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,16384,288000,0,0,0,54,54,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13535019008,0,0,0,0
124,124,620,false,trade_planning,65535,616,620,8605,2400,120,260,16862,0,169352,3326,1063,0,53,30700424,993886380,98000166,253711928,1544469,253711928,8595091892,6254904,489781250,10737500,418750,10318750,335000000,154781250,0,0,0,372336487,0,44573551,58454991,-13881440,1420,46403709246,6629102084,8099055738,496872010,35392999,3349181,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,32768,288000,0,27,0,54,54,normalized_topology_changed,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13526630400,0,0,0,0
125,125,625,false,trade_planning,65535,621,625,8603,2400,120,260,16862,0,169299,3323,1063,0,56,31343218,992167462,89345212,253653538,1433689,253653538,7988096152,6612756,489487500,10731000,418500,10312500,334800000,154687500,0,0,0,372202193,0,45378530,56274693,-10896163,1419,46866316926,6695188903,7491995896,497209063,35469506,3412635,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,49152,288000,0,297,0,54,54,normalized_topology_changed,297,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13530824704,0,0,0,0
126,126,630,false,trade_planning,65535,626,630,8595,2400,120,260,16862,0,169245,3323,1060,0,57,30838492,1006396180,101175306,253596260,1684649,253596260,9431330853,7099953,489100000,10718250,418250,10300000,334600000,154500000,0,0,0,372023204,0,45084648,59655457,-14570809,1418,47714579657,6816369355,8935130900,498459264,35054554,3649570,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,65536,288000,0,713,0,54,54,normalized_topology_changed,713,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13530824704,0,0,0,0
127,127,635,false,trade_planning,65535,631,635,8593,2400,120,260,16862,0,169181,3322,1060,0,65,30726954,1014285088,86282849,253532119,1983246,253532119,9649496478,8000611,489100000,10718250,418250,10300000,334600000,154500000,0,0,0,372072968,0,45498253,60147982,-14649729,1418,47377361044,6768195212,9152395867,498487617,35546412,3492384,ACTIVE,true,55,3872697436538755269,7751870094901102735,SCAN,81920,288000,0,1144,0,54,54,normalized_topology_changed,1144,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522436096,0,0,0,0
128,128,640,false,trade_planning,65535,636,640,8590,2400,120,260,16862,0,169111,3322,1061,0,69,31801021,1023763415,101928742,253460080,3496003,253460080,10136827811,18067267,488900000,10718000,418000,10300000,334400000,154500000,0,0,0,372051219,0,46395825,62306691,-15910866,1419,46784570090,6683510775,9629860544,499019116,35758808,3546892,ACTIVE,true,56,2315679135472722137,7751870094901102735,SCAN,0,288000,0,0,0,55,55,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522436096,0,0,0,0
129,129,645,false,trade_planning,65535,641,645,8586,2400,120,260,16862,0,169047,3321,1060,0,66,31628766,1026375650,93199983,253381827,2834871,253381827,9413385873,12861426,488900000,10718000,418000,10300000,334400000,154500000,0,0,0,372098516,0,46382996,60898148,-14515152,1420,45869641592,6552806740,8911624447,499294397,36085206,3624587,ACTIVE,true,56,2315679135472722137,7751870094901102735,SCAN,16384,288000,0,0,0,55,55,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522436096,0,0,0,0
130,130,650,false,trade_planning,65535,646,650,8579,2400,120,260,16862,0,168993,3320,1057,0,58,31749178,1023323584,108463355,253310479,3398972,253310479,9635344173,13632331,488806250,10711750,418000,10293750,334400000,154406250,0,0,0,372084271,0,45748685,61408199,-15659514,1419,45555455080,6507922946,9132905592,497492924,36160793,3625771,ACTIVE,true,57,6757415284632980669,7751870094901102735,SCAN,0,288000,0,0,0,56,56,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522436096,0,0,0,0
131,131,655,false,trade_planning,65535,651,655,8576,2400,120,260,16862,0,168940,3319,1057,0,54,31645315,1017801407,101568713,253246667,4301774,253246667,9600787862,21251755,488712500,10705500,418000,10287500,334400000,154312500,0,0,0,372058000,0,44762769,60715866,-15953097,1419,45025349044,6432193511,9090823607,498334981,35821202,3761908,ACTIVE,true,57,6757415284632980669,7751870094901102735,SCAN,16384,288000,0,0,0,56,56,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13522436096,0,0,0,0
132,132,660,false,trade_planning,65535,656,660,8569,2400,120,260,16862,0,168852,3319,1051,0,94,31381202,1000884949,110182660,253189242,2402093,253189242,8621555333,10006512,488712500,10705500,418000,10287500,334400000,154312500,0,0,0,372024666,0,45305651,59056944,-13751293,1419,44503778899,6357683499,8122836321,497477024,35543400,3788176,ACTIVE,true,58,2967571557925246807,7751870094901102735,SCAN,0,288000,0,0,0,57,57,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13514047488,0,0,0,0
133,133,665,false,trade_planning,65535,661,665,8545,2400,120,260,16862,0,168766,3319,1030,0,107,31547985,979405399,111690830,253106976,1269201,253106976,7541558082,5983928,488512500,10705250,417750,10287500,334200000,154312500,0,0,0,372001745,0,45059294,57063511,-12004217,1418,44772030318,6396005130,7047061654,496698491,35689652,3822019,ACTIVE,true,58,2967571557925246807,7751870094901102735,SCAN,16384,288000,0,0,0,57,57,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13505658880,0,0,0,0
134,134,670,false,trade_planning,65535,666,670,8528,2400,120,260,16862,0,168665,3319,1016,0,115,30713276,966690923,109089579,252991129,1100157,252991129,7723994187,5745371,488512500,10705250,417750,10287500,334200000,154312500,0,0,0,372005031,0,44019069,56071087,-12052018,1418,45950162163,6564309669,7229736316,496232616,35009154,4013666,ACTIVE,true,59,5686607881552775373,7751870094901102735,SCAN,0,288000,0,0,0,58,58,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13488881664,0,0,0,0
135,135,675,false,trade_planning,65535,671,675,8517,2400,120,260,16862,0,168549,3317,1008,0,126,30030614,979384245,93480593,252871333,1087960,252871333,9153974684,4982076,488512500,10705250,417750,10287500,334200000,154312500,0,0,0,372014082,0,42690639,59291502,-16600863,1418,46838988661,6691284869,8660480108,498149075,34456421,4157876,ACTIVE,true,59,5686607881552775373,7751870094901102735,SCAN,16384,288000,0,0,0,58,58,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13488881664,0,0,0,0
136,136,680,false,trade_planning,65535,676,680,8499,2400,120,260,16862,0,168429,3316,993,0,136,29834274,971398209,105288738,252740678,2724999,252740678,8665597673,12255066,488325000,10692750,417750,10275000,334200000,154125000,0,0,0,371919913,0,43426681,58509521,-15082840,1420,46567805244,6652544365,8165017607,499921689,34399476,4166179,ACTIVE,true,60,2175773809702279693,7751870094901102735,SCAN,0,288000,0,0,0,59,59,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13488881664,0,0,0,0
137,137,685,false,trade_planning,65535,681,685,8485,2400,120,260,16862,0,168301,3315,983,0,139,29230627,968581037,101178468,252588423,1368841,252588423,8508522745,6809695,488231250,10686500,417750,10268750,334200000,154031250,0,0,0,371889075,0,42510077,58632309,-16122232,1420,46688480035,6669783650,8013481800,502469429,33762846,4288028,ACTIVE,true,60,2175773809702279693,7751870094901102735,SCAN,16384,288000,0,0,0,59,59,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13472104448,0,0,0,0
138,138,690,false,trade_planning,65535,686,690,8474,2400,120,260,16862,0,168179,3315,976,0,129,28874041,953696937,105078009,252437070,1456164,252437070,7476045600,6865035,488031250,10686250,417500,10268750,334000000,154031250,0,0,0,371822610,0,42334794,56025034,-13690240,1418,47050085326,6721441574,6981149315,503181696,34266672,4360738,ACTIVE,true,61,6352757351191919505,7751870094901102735,SCAN,0,288000,0,0,0,60,60,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13463715840,0,0,0,0
139,139,695,false,trade_planning,65535,691,695,8460,2400,120,260,16862,0,168054,3313,969,0,134,29558800,968708740,100185305,252302274,2356755,252302274,8486973016,11499508,488031250,10686250,417500,10268750,334000000,154031250,0,0,0,371846156,0,43398350,58113038,-14714688,1418,48077819762,6868260747,7987442258,503779887,34161465,4568141,ACTIVE,true,61,6352757351191919505,7751870094901102735,SCAN,16384,288000,0,0,0,60,60,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13455327232,0,0,0,0
140,140,700,false,trade_planning,65535,696,700,8453,2400,120,260,16862,0,167927,3312,965,0,132,29577811,987201158,88945874,252163137,3290422,252163137,9446895035,15841692,487831250,10686000,417250,10268750,333800000,154031250,0,0,0,371738276,0,44128365,59450962,-15322597,1418,48333428840,6904776334,8943222093,506585117,34425496,4713215,ACTIVE,true,62,4050653259014486137,7751870094901102735,SCAN,0,288000,0,0,0,61,61,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13451132928,0,0,0,0
141,141,705,false,trade_planning,65535,701,705,8440,2400,120,260,16862,0,167811,3312,955,0,126,30345407,999570269,102444784,252033548,2345712,252033548,9648727106,10672744,487631250,10685750,417000,10268750,333600000,154031250,0,0,0,371669853,0,44999066,61438962,-16439896,1419,47738725094,6819818670,9150423112,506364760,35146712,4794861,ACTIVE,true,62,4050653259014486137,7751870094901102735,SCAN,16384,288000,0,0,0,61,61,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13446938624,0,0,0,0
142,142,710,false,trade_planning,65535,706,710,8433,2400,120,260,16862,0,167678,3308,951,0,141,31002022,999332234,107414422,251892412,443884,251892412,9439867413,2335788,487631250,10685750,417000,10268750,333600000,154031250,0,0,0,371683435,0,44758955,61205554,-16446599,1419,46997686831,6713956063,8949900375,507749759,35563905,4980338,ACTIVE,true,63,5224625737017377215,7751870094901102735,SCAN,0,288000,0,0,0,62,62,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13442744320,0,0,0,0
143,143,715,false,trade_planning,65535,711,715,8420,2400,120,260,16862,0,167537,3306,945,0,149,30973130,1000203511,101080921,251743275,2350922,251743275,9214215880,12064529,486937500,10678750,416250,10262500,333000000,153937500,0,0,0,371375180,0,43964831,60393464,-16428633,1418,46435232975,6633605491,8715213851,509177232,35291549,5238741,ACTIVE,true,63,5224625737017377215,7751870094901102735,SCAN,16384,288000,0,0,0,62,62,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13425967104,0,0,0,0
144,144,720,false,trade_planning,65535,716,720,8412,2400,120,260,16862,0,167401,3304,939,0,144,30512026,1002493803,104761535,251581676,2883916,251581676,9129522531,13472121,486737500,10678500,416000,10262500,332800000,153937500,0,0,0,371248804,0,43757166,60599863,-16842697,1418,45995583428,6570798414,8629312910,509713608,34885900,5561000,ACTIVE,true,63,5224625737017377215,7751870094901102735,SCAN,32768,288000,0,24,0,62,62,normalized_topology_changed,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13409189888,0,0,0,0
145,145,725,false,trade_planning,65535,721,725,8402,2400,120,260,16862,0,167271,3304,933,0,136,30714474,992993938,104780334,251428952,3263687,251428952,8465418957,17179788,486443750,10672000,415750,10256250,332600000,153843750,0,0,0,371120460,0,44413877,59197733,-14783856,1418,45650591578,6521513877,7961795419,510075920,34635881,5635787,ACTIVE,true,63,5224625737017377215,7751870094901102735,SCAN,49152,288000,0,292,0,62,62,normalized_topology_changed,292,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400801280,0,0,0,0
146,146,730,false,trade_planning,65535,726,730,8391,2400,120,260,16862,0,167130,3304,930,0,144,30329790,988893274,96535927,251284505,2730377,251284505,7826819276,13556042,486443750,10672000,415750,10256250,332600000,153843750,0,0,0,371133158,0,44095599,57606170,-13510571,1418,45948696853,6564100333,7326819484,511933035,34262788,5897560,ACTIVE,true,64,1817852373359895807,7751870094901102735,SCAN,0,288000,0,0,0,63,63,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13396606976,0,0,0,0
147,147,735,false,trade_planning,65535,731,735,8383,2400,120,260,16862,0,167006,3304,924,0,130,29667489,983873136,92713560,251135533,1152545,251135533,7733120802,6173461,486443750,10672000,415750,10256250,332600000,153843750,0,0,0,371143059,0,43548001,56458582,-12910581,1418,46754955676,6679280146,7240503591,511435527,34113611,5962795,ACTIVE,true,64,1817852373359895807,7751870094901102735,SCAN,16384,288000,0,0,0,63,63,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13392412672,0,0,0,0
148,148,740,false,trade_planning,65535,736,740,8375,2400,120,260,16862,0,166861,3303,920,0,150,29584916,985858730,90960862,250998212,2475112,250998212,8619453235,11580040,486443750,10672000,415750,10256250,332600000,153843750,0,0,0,371170868,0,41874596,58027425,-16152829,1418,47553332550,6793334006,8121429445,514743281,33952308,6097874,ACTIVE,true,65,3890696822239517279,7751870094901102735,SCAN,0,288000,0,0,0,64,64,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13388218368,0,0,0,0
149,149,745,false,trade_planning,65535,741,745,8368,2400,120,260,16862,0,166732,3302,915,0,135,28985777,985780232,93741374,250840778,2791417,250840778,8990250998,13599983,486243750,10671750,415500,10256250,332400000,153843750,0,0,0,371115744,0,41884985,59233730,-17348745,1418,47614539614,6802077886,8490407265,516442783,33272868,6207749,ACTIVE,true,65,3890696822239517279,7751870094901102735,SCAN,16384,288000,0,0,0,64,64,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13388218368,0,0,0,0
150,150,750,false,trade_planning,65535,746,750,8367,2400,120,260,16862,0,166596,3301,914,0,138,28814792,977793220,98321731,250689421,3083058,250689421,8355594523,14692252,486043750,10671500,415250,10256250,332200000,153843750,0,0,0,371050947,0,42133037,59250482,-17117445,1418,47347329794,6763905035,7854858521,520255385,32897511,6341502,ACTIVE,true,65,3890696822239517279,7751870094901102735,SCAN,32768,288000,0,20,0,64,64,normalized_topology_changed,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384024064,0,0,0,0
151,151,755,false,trade_planning,65535,751,755,8365,2400,120,260,16862,0,166466,3301,914,0,130,28383494,970029194,92133894,250536898,1997560,250536898,7551922373,9581934,485843750,10671250,415000,10256250,332000000,153843750,0,0,0,370972083,0,41797066,56184965,-14387899,1418,47711887837,6815984755,7056496689,522627844,33077224,6543305,ACTIVE,true,65,3890696822239517279,7751870094901102735,SCAN,49152,288000,0,262,0,64,64,normalized_topology_changed,262,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384024064,0,0,0,0
152,152,760,false,trade_planning,65535,756,760,8362,2400,120,260,16862,0,166332,3300,912,0,137,28755615,980459838,99064789,250389860,1714085,250389860,8931549023,8693272,485843750,10671250,415000,10256250,332000000,153843750,0,0,0,370968210,0,42168105,59543183,-17375078,1418,48569299759,6938472180,8437012001,526185154,33377737,6825802,ACTIVE,true,66,5260800807851369487,7751870094901102735,SCAN,0,288000,0,0,0,65,65,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384024064,0,0,0,0
153,153,765,false,trade_planning,65535,761,765,8356,2400,120,260,16862,0,166209,3300,909,0,126,29199106,991035672,87560297,250243535,5659126,250243535,9589693628,30347388,485643750,10671000,414750,10256250,331800000,153843750,0,0,0,370896234,0,42199805,60431964,-18232159,1418,48311955511,6901708727,9073702490,528437465,33324178,6979653,ACTIVE,true,66,5260800807851369487,7751870094901102735,SCAN,16384,288000,0,0,0,65,65,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384024064,0,0,0,0
154,154,770,false,trade_planning,65535,766,770,8350,2400,120,260,16862,0,166067,3299,907,0,145,29136501,986560914,93174746,250104008,2210239,250104008,8767101608,11248344,485643750,10671000,414750,10256250,331800000,153843750,0,0,0,370910622,0,41813320,59865347,-18052027,1418,47506947438,6786707562,8270209514,532012467,33343267,7231939,ACTIVE,true,67,4361305889277851939,7751870094901102735,SCAN,0,288000,0,0,0,66,66,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
155,155,775,false,trade_planning,65535,771,775,8346,2400,120,260,16862,0,165939,3299,905,0,130,29211102,988959296,92143356,249947114,2439829,249947114,8686644582,11908656,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370843428,0,41569541,59356553,-17787012,1418,47353975941,6764854507,8189292176,534902618,33314927,7322809,ACTIVE,true,67,4361305889277851939,7751870094901102735,SCAN,16384,288000,0,0,0,66,66,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
156,156,780,false,trade_planning,65535,776,780,8343,2400,120,260,16862,0,165815,3299,903,0,126,28999810,980163569,97676103,249803343,2859857,249803343,8670157010,14954585,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370859322,0,40985355,59007979,-18022624,1418,47287991151,6755428098,8169758675,538563714,33159830,7393492,ACTIVE,true,68,2482588567282021913,7751870094901102735,SCAN,0,288000,0,0,0,67,67,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
157,157,785,false,trade_planning,65535,781,785,8342,2400,120,260,16862,0,165695,3299,902,0,121,29041605,974152110,99614295,249658479,3222760,249658479,8272832910,16160970,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370869611,0,41044269,58862466,-17818197,1418,47214924522,6744990032,7771228190,541529468,33116762,7485880,ACTIVE,true,68,2482588567282021913,7751870094901102735,SCAN,16384,288000,0,0,0,67,67,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
158,158,790,false,trade_planning,65535,786,790,8339,2400,120,260,16862,0,165576,3299,902,0,119,29231940,971151891,93457691,249518185,4092925,249518185,8051001129,21468496,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370889070,0,41566003,57608909,-16042906,1418,47462837009,6780406051,7544088883,546735569,33078178,7649666,ACTIVE,true,69,7511684761460984551,7751870094901102735,SCAN,0,288000,0,0,0,68,68,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
159,159,795,false,trade_planning,65535,791,795,8335,2400,120,260,16862,0,165461,3299,898,0,119,29113950,969170430,88152761,249388247,3822785,249388247,7884111631,19455433,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370904102,0,41227687,56975715,-15748028,1418,47918548985,6845507768,7379212448,550531611,33068362,7724233,ACTIVE,true,69,7511684761460984551,7751870094901102735,SCAN,16384,288000,0,0,0,68,68,normalized_topology_changed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379829760,0,0,0,0
160,160,800,false,trade_planning,65535,796,800,8332,2400,120,260,16862,0,165332,3299,896,0,131,28695757,960341220,93567201,249247776,1790238,249247776,7722120857,9150805,485443750,10670750,414500,10256250,331600000,153843750,0,0,0,370915104,0,40760223,56859435,-16099212,1418,48517191983,6931028222,7227526302,556828888,32700270,7762882,ACTIVE,true,69,7511684761460984551,7751870094901102735,SCAN,32768,288000,0,22,0,68,68,normalized_topology_changed,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13375635456,0,0,0,0
