epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16,building_investment_buildings_started,building_investment_portfolios_started,building_investment_types_started,building_investment_owner_population_moved,building_investment_max_type_owner_share_q16,building_investment_demand_limited,building_investment_material_limited,building_investment_capital_limited,building_investment_owner_population_limited,recovery_partially_liquidated_buildings,recovery_fully_liquidated_groups
540,542,542,false,trade_planning,65535,542,542,3850,2400,120,261,10478,0,446701,0,212734,297,370,158368511,2912862189,118801797,1306768033,269801236,1306768033,26346454183,472955276,6863933950,81899504,3691945,78207559,2953556000,3910377950,0,0,0,3539991468,0,115524422,64325623,51198799,1178,219153053122,59701809561,19010043674,478717,31307579120,19009564957,668140511132,121795479,50859675,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,13362,0,2893,125,0,0,initial_topology_capture,2893,3850,0,2367497,5,14759,9561,4619,1763,1552,211,46,2242,0,0,45,0,0,35,0,11,0,1034000793600,0,0,0,0,2749500,63,36,130,94,58,61,0,136,0,0,1,587241873,569102523,231437221,337665302,22511772339,541,0,6214,23378,3546,312,10,0,2345,0,1,0,59915226792,16818,0,33143,0,2187965,0,1063,197,39,170,776,0,59,74,0,0,0,909544406769,357432376301,339559661958,1249104068727,1001787098,0,202644519,19009564957,3135679,62259,1514,41,61,1813,65536,0,0,0,0,775,1
541,543,543,false,trade_planning,65535,543,543,3861,2400,120,261,10478,0,418660,0,224741,326,398,126644083,3113643552,43991141,1207790885,361445033,1207790885,28584091790,661228873,2824949050,28224491,1884966,26339525,1507972800,1316976250,0,0,0,2049851888,0,93283294,49317380,43965914,1235,239121337286,34720052257,25098765049,851182,34160191149,25097913867,654042948232,111466157,57846961,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,13362,13362,0,48,125,0,0,initial_topology_capture,48,64,0,2367497,5,14759,9561,4619,1763,1552,211,46,2242,0,0,45,0,0,30,0,5,0,1039151398912,0,0,0,0,851000,50,32,147,107,59,50,0,120,0,0,0,112654366,535392227,197459809,337932418,42189861677,542,0,6225,23410,3559,312,10,0,2343,0,1,0,66331699866,4440395,0,1946092,181538,241873,0,1130,194,39,151,566,0,69,59,0,0,0,915088247486,356061577279,338257407091,1253345654577,1322432672,0,2167858,25097913867,2389490,62259,414,32,50,294,65536,0,0,0,0,566,0
542,544,544,false,trade_planning,65535,544,544,3846,2400,120,261,10478,0,386977,0,187955,250,246,132610590,3051458611,62516208,1163237477,442171893,1163237477,18940587230,548790215,209969100,4199382,0,4199382,0,209969100,0,0,0,113612722,0,96742628,47189707,49552921,1177,172805325704,73545564047,18182285135,457220,24686475212,18181827915,521338395869,131944682,17137100,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,13362,13362,32,48,125,0,0,initial_topology_capture,48,64,0,2378446,5,14859,9622,4650,1778,1565,213,46,2249,0,0,45,0,0,56,31,5,0,1041630232576,18704429794,0,0,0,2845000,58,34,170,120,57,58,0,142,13,0,0,464009815,483911050,204598620,279312430,1264286022,543,521,6192,23438,3525,316,11,0,2339,0,1,0,49180730071,4545491,0,770,0,241103,0,1063,187,45,141,463,0,55,98,0,30,0,911904440638,355530258948,337752656272,1249657096910,958512453,36817019,7522983,18218644934,3280297,62259,1364,40,58,1270,65536,0,0,9,0,462,1
543,545,545,false,trade_planning,65535,545,545,3847,2400,120,261,10479,0,332979,0,223162,247,226,101173189,2120987940,66132927,940404505,153899258,940404505,14600152510,317336687,2019990200,10474819,1994999,8479820,1595999200,423991000,0,0,0,1039640884,0,87181311,37958557,49222754,1100,103221390820,367863643502,12263612304,786681,14745913069,12262825623,410958991291,94141158,27902335,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,15783,0,0,126,0,0,initial_topology_capture,0,0,0,2380346,5,14875,9634,4661,1778,1565,213,46,2255,0,0,45,0,0,58,11,9,0,1047850385408,12867842141,0,0,0,1325500,55,33,145,109,61,55,0,143,13,0,0,169402689,441543549,156316801,285226748,1356059389,544,202,6186,23476,3524,315,11,0,2335,0,1,0,25686870078,2415018,0,206,0,240897,0,1006,157,29,128,588,839,60,78,0,1,0,928565837784,351027160562,333474726544,1262040564328,646771591,12214651,12211477,12275040274,4957579,62259,906,40,55,428,65536,0,0,0,0,587,1
544,546,546,false,trade_planning,65535,546,546,3850,2400,120,261,10479,0,371000,0,212210,255,269,90469473,2310544767,137712478,1123455320,206525302,1123455320,14812316585,450462896,2095287250,6865970,2335985,4529985,1868788000,226499250,0,0,0,1173153787,0,77296098,37294994,40001104,1158,82803846714,28054935914,12266905480,339041,11829121065,12266566439,155792040464,99405794,53835697,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,15783,0,2175,126,0,0,initial_topology_capture,2175,3470,0,2380346,5,14875,9634,4661,1778,1565,213,46,2255,0,0,45,0,0,47,0,11,0,1048794103808,0,0,0,0,1789000,64,45,135,100,59,64,0,174,5,0,0,312802813,469999276,138829555,331169721,815661703,545,0,6203,23519,3542,314,11,0,2335,0,1,0,23722900903,27455132,3869,39276,10483,205684,0,1057,195,40,140,869,0,49,70,0,0,0,927468907443,348349229357,330930700088,1258399607531,646893413,0,16592659,12266570308,4955142,62259,1030,37,64,861,65536,0,9,0,8,869,0
545,547,547,false,trade_planning,65535,547,547,3851,2400,120,261,10478,0,442707,0,216678,297,347,105248672,2896054783,24171472,1296185244,207982102,1296185244,20410644774,434183308,3855566150,23306788,3586969,19719819,2869575200,985990950,0,0,0,1848902214,0,98652364,49706895,48945469,1174,223432392827,18473757288,16121447480,552164,31918913355,16120895316,236033220433,108215357,41865572,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,12288,15783,0,3441,126,0,0,initial_topology_capture,3441,5056,0,2380346,5,14875,9634,4661,1778,1565,213,46,2255,0,0,45,0,0,38,0,9,0,1050576683008,0,0,0,0,2457500,86,49,138,101,66,82,0,146,2,0,0,344692199,514196386,165518172,348678214,1085127153,546,0,6220,23558,3562,314,11,0,2332,0,1,0,62460206255,7863647,862042,184000,0,926831,0,1078,210,35,157,81,0,56,46,0,0,0,933579300425,345123052595,327865842048,1261445142473,850017257,0,18692343,16121757358,3795061,62259,1305,49,82,897,65536,0,0,0,9,80,1
546,548,548,false,trade_planning,65535,548,548,3825,2400,120,261,10477,0,405168,0,237967,276,542,127077515,2642954656,85983207,1151522064,265662564,1151522064,27475557461,1658289589,3282854500,32312615,2222965,30089650,1778372000,1504482500,0,0,0,2396501255,0,87667690,49983347,37684343,1233,229938610092,45012381127,22535323468,910096,32848372977,22534413372,615177614934,97596798,141819939,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,15783,15783,0,47,126,0,0,initial_topology_capture,47,64,0,2380346,5,14875,9634,4661,1778,1565,213,46,2255,0,0,45,0,0,30,0,8,0,1048726994944,0,0,0,0,1629000,74,51,146,106,72,74,0,145,2,0,0,281830241,580884681,197070742,383813939,100911850868,547,0,6228,23599,3573,314,11,0,2329,0,1,0,67717647344,7129420,0,1276,0,925555,0,1124,189,47,141,1851,0,68,62,0,0,0,929325012655,341906000983,324809652830,1254134665485,1187475381,0,20965323,22534413372,2702721,62259,913,45,74,759,65536,0,0,0,0,1850,1
547,549,549,false,trade_planning,65535,549,549,3822,2400,120,261,10477,0,385103,0,189831,246,244,134651350,2564908234,60412243,1137820506,105424444,1137820506,17327471313,248396449,862979150,4509673,849994,3659679,679995200,182983950,0,0,0,390132150,0,84876209,37150569,47725640,1165,197828449018,62403534368,16216438414,342700,28261207108,16216095714,580819529291,144090326,28832339,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,15783,15783,32,47,126,0,0,initial_topology_capture,47,64,0,2390323,5,14972,9682,4689,1797,1584,213,46,2270,0,0,45,0,0,47,28,11,0,1063654522880,35924428835,0,0,0,1283500,69,45,165,131,71,69,0,144,3,0,0,399856102,488549549,203172760,285376789,935288962,548,544,6224,23642,3569,316,11,0,2327,0,1,0,48389574236,993530,0,770,0,924785,0,1057,183,43,140,1007,0,74,73,0,20,0,960075002188,338231832093,321319203623,1281394205811,854819931,142633606,38583076,16358729320,3846232,62259,1212,39,69,1046,65536,0,0,8,19,1007,0
548,550,550,false,trade_planning,65535,550,550,3803,2400,120,261,10476,0,334497,0,221633,246,257,130394881,2793331638,66660702,963030168,260507159,963030168,18037209649,493661789,2640482300,14259796,2569990,11689806,2055992000,584490300,0,0,0,1226469777,0,89361357,39223753,50137604,1120,100470467542,375160479882,14903968401,902841,14352924039,14903065560,663284927149,111804239,51314608,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,13369,0,0,127,0,0,initial_topology_capture,0,0,0,2392167,6,14993,9695,4693,1797,1584,213,46,2277,0,0,45,0,0,40,4,11,0,1061318295552,1736418522,0,0,0,2300500,37,22,123,85,68,37,0,95,7,0,0,233341606,492451623,199277161,293174462,2339067306,549,202,6240,23686,3587,316,11,0,2325,0,1,0,29859451504,6498117,12799,2446,0,935779,0,1018,157,32,114,1931,3253,67,57,0,9,0,954072470723,338873820927,321929091071,1276001561794,785610330,1113777,70901785,14904192136,4195201,62259,1102,27,37,650,65536,0,0,9,13,1930,1
549,551,551,false,trade_planning,65535,551,551,3802,2400,120,261,10475,0,356027,0,227028,251,406,97054534,2285195254,165286782,1038355645,398161831,1038355645,19305695239,770094880,4611935200,10864919,5424919,5440000,4339935200,272000000,0,0,0,2072199627,0,91028272,51542922,39485350,1161,106508450966,37007898418,13924082446,417287,15215493099,13923665159,131355939709,106240752,55449990,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,13369,0,2997,127,0,0,initial_topology_capture,2997,3788,0,2392167,6,14993,9695,4693,1797,1584,213,46,2277,0,0,45,0,0,35,0,5,0,1074186420224,0,0,0,0,3461000,64,46,144,102,57,64,0,135,3,0,0,320847370,464353856,144860568,319493288,1802443903,550,0,6243,23720,3593,314,11,0,2324,0,1,0,23450666913,200124,602,2264,0,934148,0,1041,180,44,136,553,0,71,64,0,0,0,983095946045,337202145885,320341004899,1303436950944,733972555,0,12268441,13923665761,4627242,62259,1533,37,64,760,65536,0,0,0,10,552,1
550,552,552,false,trade_planning,65535,552,552,3800,2400,120,261,10473,0,450739,0,208593,281,333,121889038,3476434687,40321547,1360357708,174004947,1360357708,22539730393,338667304,2553379000,21097715,1997991,19099724,1598392800,954986200,0,0,0,1375456059,0,82588578,52725143,29863435,1164,224943055193,99077623421,19648338355,654266,32134722268,19647684089,1040632729852,102530669,109075875,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,12288,13369,0,4282,127,0,0,initial_topology_capture,4282,5842,0,2392167,6,14993,9695,4693,1797,1584,213,46,2277,0,0,45,0,0,24,0,11,0,1073792155648,0,0,0,0,1724000,54,36,148,107,71,54,0,138,1,0,0,179810721,574371768,191902327,382469441,114555349587,551,0,6259,23768,3611,314,11,0,2322,0,1,0,63980059688,1568820,0,184000,0,750148,0,1060,191,45,158,1363,0,63,60,0,0,0,981904402414,335482535831,318707380572,1300611782986,1036027391,0,103145917,19647684089,3275199,62259,1127,37,54,513,65536,0,9,9,0,1361,2
551,553,553,false,trade_planning,65535,553,553,3793,2400,120,261,10472,0,402702,0,240342,284,375,103654856,2734144871,64975545,1175313200,179131809,1175313200,31344912629,1065973447,2562086500,32311820,1261994,31049826,1009595200,1552491300,0,0,0,1959383787,0,66755413,43576074,23179339,1247,213533792104,57614383181,27717930230,1077548,30504827550,27716852682,856065801740,97053933,90058010,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,13369,13369,32,48,127,0,0,initial_topology_capture,48,64,0,2407339,6,15101,9758,4724,1814,1601,213,46,2295,0,0,45,0,0,52,31,3,0,1063847460864,50973459924,0,0,0,3733250,63,44,137,89,58,59,0,106,0,0,0,817202510,529186076,160166701,369019375,64330849807,552,515,6258,23820,3606,320,11,0,2320,0,1,0,66656675876,2991373,0,1275,365,748873,0,1112,180,49,132,1268,0,58,91,0,32,0,958610547400,332895481788,316249687141,1274860234541,1460087532,154121564,1535575,27870974246,2254083,62259,2042,44,59,2680,65536,0,0,9,33,1267,1
552,554,554,false,trade_planning,65535,554,554,3792,2400,120,261,10472,0,405899,0,168960,245,320,134589394,3084255755,100686146,1221359163,366680773,1221359163,18195817173,543458607,593566400,741958,741958,0,593566400,0,0,0,0,254126826,0,82529679,38984016,43545663,1164,195921567032,59167444648,17059232786,440620,27988795394,17058792166,548070864282,128051754,55661880,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,15015,0,0,128,0,0,initial_topology_capture,0,0,0,2407614,6,15111,9765,4727,1814,1601,213,46,2300,0,0,45,0,0,47,3,8,0,1059976118272,738998746,0,0,0,1526500,55,32,148,115,84,53,0,157,10,0,0,214698414,511031629,203158851,307872778,1254803767,553,202,6262,23853,3616,318,11,0,2316,0,1,0,56081744475,4071813,0,770,0,748103,0,1048,183,48,152,339,847,69,70,0,4,0,955123856830,332222113302,315609989152,1270733845982,899298732,1238432,13614001,17060030598,3669102,62259,947,34,53,540,65536,0,0,0,0,339,0
553,555,555,false,trade_planning,65535,555,555,3805,2400,120,261,10474,0,359773,0,196344,244,257,92269082,3248877026,20544484,1097844638,390780754,1097844638,16903974967,469288790,2549342300,18542761,2162939,16379822,1730351200,818991100,0,0,0,1205305530,0,98463168,51592964,46870204,1122,100555154996,21589129160,13886279346,935469,14365022232,13885343877,407159497712,85921467,40200250,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,4096,15015,0,1331,128,0,0,initial_topology_capture,1331,1682,0,2407614,6,15111,9765,4727,1814,1601,213,46,2300,0,0,45,0,0,39,0,8,0,1058118041600,0,0,0,0,3688750,63,38,140,102,54,62,0,129,13,0,0,467531319,445644895,146622387,299022508,1569101875,554,0,6261,23879,3619,316,11,0,2314,0,1,0,28342542956,7054836,0,2446,0,745657,0,1024,161,34,122,560,0,58,67,0,0,0,957448984251,330345077245,313826810625,1271275794876,732154244,0,25595645,13885343877,4518964,62259,1973,42,62,1448,65536,0,0,0,14,559,1
554,556,556,false,trade_planning,65535,556,556,3803,2400,120,261,10473,0,367563,0,215398,248,342,96485062,2641755131,53195267,1066760035,423477314,1066760035,16644067371,629290187,3288779200,4110974,4110974,0,3288779200,0,0,0,0,1714678873,0,99396995,47018579,52378416,1157,113567726945,39030750076,12726582871,584887,16223961095,12725997984,575590381178,100479603,61356914,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,15015,15015,0,45,128,0,0,initial_topology_capture,45,65,0,2407614,6,15111,9765,4727,1814,1601,213,46,2300,0,0,45,0,0,32,0,7,0,1059229532160,0,0,0,0,1689500,54,39,138,96,73,54,0,185,7,0,0,260834116,490362277,150031702,340330575,20655058072,555,0,6281,23922,3642,314,11,0,2313,0,1,0,30712304566,12784934,0,2264,0,743393,0,1039,179,52,138,2346,0,69,52,0,0,0,964977645717,328558717793,312129774604,1277107420321,671008902,0,45802227,12725997984,4969415,62259,1116,37,54,736,65536,0,9,3,2,2345,1
555,557,557,false,trade_planning,65535,557,557,3802,2400,120,261,10474,0,455209,0,204072,278,330,118824290,3072154989,60590982,1356432333,124381153,1356432333,21917874317,270988333,2746072600,18216752,2446980,15769772,1957584000,788488600,0,0,0,1440563839,0,110573251,57996876,52576375,1165,220346855852,38792836865,18901455067,641683,31478122364,18900813384,831982209603,108221474,62035101,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,15015,15015,32,45,128,0,0,initial_topology_capture,45,65,0,2424383,6,15217,9823,4766,1829,1615,214,47,2319,0,0,45,0,0,62,39,9,0,1056893304832,27246112519,0,0,0,1381750,73,46,146,107,59,71,0,149,2,0,0,242193748,536324618,183923806,352400812,54730717099,556,489,6258,23958,3615,319,11,0,2312,0,1,0,63656101919,8560646,3520,184000,9470,563090,0,1051,189,38,148,189,0,68,98,0,19,0,961476664691,324013560807,307811889321,1269288554012,996301011,258874704,6043330,19159691608,3288744,62259,798,38,71,645,65536,0,0,7,9,189,0
556,558,558,false,trade_planning,65535,558,558,3798,2400,120,261,10473,0,423581,0,219438,275,300,132947325,3550725563,54300424,1283574562,390791954,1283574562,34363849002,1823568952,2621886400,38667773,917997,37749776,734397600,1887488800,0,0,0,2002440638,0,102125879,51761472,50364407,1246,217821025644,73789708411,29919803619,1409969,31117289487,29918393650,916933264157,117822378,71278834,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,14113,0,0,129,0,0,initial_topology_capture,0,0,0,2427248,6,15245,9839,4771,1829,1615,214,47,2330,0,0,45,0,0,58,5,9,0,1057518256128,14049146959,0,0,0,3148000,57,31,137,94,69,57,0,156,2,0,0,235061375,542898896,204779547,338119349,56822121142,557,207,6249,23985,3608,318,11,0,2311,0,1,0,60866895687,7591015,0,0,0,563090,0,1125,190,38,139,1489,2508,72,63,0,11,0,962214804745,329323060350,312855897661,1275070702406,1576315154,8320511,125041925,29926714161,2107137,62259,1599,34,57,699,65536,0,16,0,13,1488,1
557,559,559,false,trade_planning,65535,559,559,3801,2400,120,261,10473,0,379890,0,194951,242,260,136539744,2516017300,90102086,1106229160,284674756,1106229160,18809699389,360155872,1609082700,4176969,1866979,2309990,1493583200,115499500,0,0,0,869710193,0,97252949,44194609,53058340,1169,184029308835,54326672382,16840784939,324122,26289901360,16840460817,942819757986,114969325,116046547,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,4096,14113,0,1303,129,0,0,initial_topology_capture,1303,1865,0,2427248,6,15245,9839,4771,1829,1615,214,47,2330,0,0,45,0,0,50,0,8,0,1048416616448,0,0,0,0,1626000,65,42,154,113,59,60,0,152,3,0,0,329668425,549716544,205893124,343823420,40641288102,558,0,6260,24026,3621,316,11,0,2311,0,1,0,55206134178,1993578,0,769,0,562321,0,1059,189,28,142,980,0,77,66,0,0,0,950495944167,326934927046,310587178290,1261083122457,887506181,0,20331780,16840460817,3698930,62259,1146,38,60,870,65536,0,0,32,17,978,2
558,560,560,false,trade_planning,65535,560,560,3801,2400,120,261,10474,0,369619,0,186441,232,289,97290963,3104360179,45292023,1117595638,361786825,1117595638,16469403850,346357390,2675360350,20837792,2177961,18659831,1742368800,932991550,0,0,0,1263992604,0,80431437,43292572,37138865,1125,150148032541,31609210706,13448478123,792013,21449719024,13447686110,712222719058,103048933,53791830,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,14113,14113,0,47,129,0,0,initial_topology_capture,47,65,0,2427248,6,15245,9839,4771,1829,1615,214,47,2330,0,0,45,0,0,46,0,4,0,1069878870016,0,0,0,0,1636250,50,33,131,84,78,50,0,95,7,0,0,172829593,482019539,155740722,326278817,3754186887,559,0,6260,24056,3622,315,11,0,2311,0,1,0,28908555270,80403,0,2446,67,559875,0,1019,163,44,131,1242,0,54,64,0,0,0,1006313898721,324914957035,308668212968,1314982111689,709239322,0,3322213,13447686110,4904173,62259,771,31,50,462,65536,0,0,0,20,1242,0
559,561,561,false,trade_planning,65535,561,561,3806,2400,120,261,10477,0,357680,0,225215,240,306,91381440,2600187709,67338088,1010339437,318848113,1010339437,16878179481,882778383,4007945600,7709932,4829932,2880000,3863945600,144000000,0,0,0,2123577507,0,93639657,49154656,44485001,1147,115785793585,29827023811,11988091463,635965,16540827756,11987455498,129745973565,87483087,14475362,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,14113,14113,32,47,129,0,0,initial_topology_capture,47,65,0,2446480,6,15362,9897,4804,1859,1645,214,48,2342,0,0,45,0,0,68,33,11,0,1071002943488,37625639648,0,0,0,3058750,66,48,140,93,51,66,0,136,4,0,0,291869577,459469050,142295553,317173497,790959262,560,483,6247,24094,3604,324,11,0,2307,0,1,0,32588655344,8100124,4130604,725122,0,4171900,0,1038,175,41,137,1190,0,69,87,0,25,0,1008961372742,324423728343,308201547216,1317162919958,632142237,141125122,37819585,12132711224,5450001,62259,1334,40,66,683,65536,0,0,2,0,1190,0
560,562,562,false,trade_planning,65535,562,562,3801,2400,120,261,10477,0,438301,0,220755,269,494,123706943,2988352537,156384424,1293095825,163367419,1293095825,23897244089,976211905,2260179000,15293865,1993981,13299884,1595184800,664994200,0,0,0,1218741779,0,119409106,53083310,66325796,1155,151577913932,35829573493,20661281025,427841,21653987803,20660853184,327036820178,123042880,12722130,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,0,14175,0,0,130,0,0,initial_topology_capture,0,0,0,2447405,6,15372,9904,4807,1859,1645,214,48,2347,0,0,45,0,0,64,3,7,0,1038643888128,675853957,0,0,0,892000,46,35,144,104,81,46,0,143,0,0,0,178380127,518660312,196717065,321943247,930527812,561,211,6234,24117,3595,322,11,0,2305,0,1,0,62813944818,2007170,0,150858,0,4021042,0,1058,187,27,162,888,1609,73,86,0,4,0,923739109130,330224593705,313712351622,1237451460752,1089039595,1034577,15599102,20661887761,2929943,62259,621,30,46,516,65536,0,0,0,19,887,1
561,563,563,false,trade_planning,65535,563,563,3814,2400,120,261,10477,0,442797,0,200212,265,275,114610451,4090180563,54198689,1340492551,345638423,1340492551,33480363512,1682026668,3733272200,42625474,2135998,40489476,1708798400,2024473800,0,0,0,2522498727,0,97311202,56012260,41298942,1243,219915921761,45660406125,28065681369,616725,31416560362,28065064644,325125618989,118931477,23009111,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,4096,14175,0,1457,130,0,0,initial_topology_capture,1457,1744,0,2447405,6,15372,9904,4807,1859,1645,214,48,2347,0,0,45,0,0,50,0,14,0,1043211485184,0,0,0,0,2170750,65,49,142,104,66,63,0,122,0,0,0,389684102,496466092,175962717,320503375,771879130,562,0,6233,24148,3594,322,11,0,2305,0,1,0,61024866912,834785,6778,1188,0,4026972,0,1122,182,61,137,1107,0,58,63,0,0,0,926533370643,333052293700,316398658010,1242932028653,1479170129,0,21523009,28065071422,2163589,62259,1037,40,63,941,65536,0,0,12,18,1106,1
562,564,564,false,trade_planning,65535,564,564,3805,2400,120,261,10478,0,348378,0,226366,236,333,128291051,2582625540,122926169,905974425,270044591,905974425,21045659971,379267525,2510738900,25825393,1625959,24199434,1300767200,1209971700,0,0,0,1406283972,0,122772652,53258104,69514548,1187,187479880022,52001032709,18156027292,373746,26782840105,18155653546,538464239937,129878761,63459680,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,8192,14175,0,2819,130,0,0,initial_topology_capture,2819,3568,0,2447405,6,15372,9904,4807,1859,1645,214,48,2347,0,0,45,0,0,33,0,17,0,1046927638528,0,0,0,0,1960500,57,34,139,93,55,53,0,158,7,0,0,261700694,531542413,197497063,334045350,1794988764,563,0,6229,24179,3596,318,11,0,2303,0,1,0,52278556217,3688524,0,769,220,4026203,0,1063,180,46,133,1100,0,54,71,0,0,0,928440873181,334472396411,317747751292,1246188624473,956920329,0,37073390,18155653546,3351369,62259,1041,35,53,712,65536,0,0,0,0,1100,0
563,565,565,false,trade_planning,65535,565,565,3797,2400,120,261,10478,0,350346,0,205640,229,303,93138018,2095980617,69582883,1006740738,314481607,1006740738,17984755883,447844340,3807543750,13871820,4151937,9719883,3321549600,485994150,0,0,0,1700938783,0,77734393,40422499,37311894,1114,154137253208,380209900860,13730426550,1058757,22019607696,13729367793,940612017168,85319290,121722370,ACTIVE,true,1,7807461096362226339,7725447737348676331,SCAN,12288,14175,0,3942,130,0,0,initial_topology_capture,3942,5548,0,2447405,6,15372,9904,4807,1859,1645,214,48,2347,0,0,45,0,0,26,0,7,0,1048596971520,0,0,0,0,1560250,64,39,142,97,61,63,0,126,13,0,0,291802336,511856888,146368957,365487931,34377073710,564,0,6229,24207,3600,318,11,0,2299,0,1,0,42871865635,513660,0,2240,0,4023963,0,1025,168,35,127,1045,0,58,63,0,0,0,931896265708,336424174213,319601934238,1251498199946,723614767,0,85457478,13729367793,4448329,62259,1036,43,63,787,65536,0,0,0,21,1045,0
564,566,566,false,trade_planning,65535,566,566,3783,2400,120,261,10477,0,363572,0,219312,239,250,85413609,2584921970,99846056,1066729575,229021845,1066729575,15031339427,354904992,1455690400,1828988,1818988,10000,1455190400,500000,0,0,0,928517404,0,80235817,38963416,41272401,1138,116993077041,37692793139,13221391827,647792,16713296824,13220744035,553629298255,78400307,73948035,ACTIVE,true,1,7807461096362226339,7725447737348676331,ROUTE,14175,14175,0,48,130,0,0,initial_topology_capture,48,64,0,2447405,6,15372,9904,4807,1859,1645,214,48,2347,0,0,45,0,0,16,0,10,0,1047623892992,0,0,0,0,2391000,68,43,135,101,77,68,0,172,11,0,0,389103190,483442369,134238492,349203877,42009202338,565,0,6250,24246,3623,317,11,0,2298,0,1,0,33257367047,7322233,149884,223354,0,3957988,0,1043,173,37,134,1302,0,53,57,0,0,0,930985485481,335553510876,318774806745,1249760292226,697253423,0,84802741,13220893919,4614897,62259,1713,45,68,1330,65536,0,0,0,6,1301,1
