epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap
362,363,363,false,trade_planning,65535,363,363,3945,2400,120,261,8684,0,11153,4,31,0,13,776655,9611210,6823294,43659650,1416460,43659650,2596060151,74687916,431800,686,530,156,424000,7800,0,0,0,972447,44938,0,2616407,-2616407,132,3623322926,59703971201,2530019118,9078683,517617660,2520940435,26336910711,1686528,926243,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,202,0,0,initial_topology_capture,33,76,0,3197139,61,21931,13229,7687,2580,1799,781,100,3541,0,5206,26,0,0,269,46,29,0,4345298944,288752250,0,0,0,0,1,1,18,11,17,1,0,27,0,264,1,801000,1472785,1001926,470859,3304354333,362,59,4587,16699,244,106,5,0,4232,0,0,0
363,364,364,false,trade_planning,65535,364,364,3946,2400,120,261,8684,0,11321,2,19,0,7,896584,11588207,9068887,44399476,1870165,44399476,2565005628,71970848,24000,30,30,0,24000,0,0,0,0,617385,0,0,2697550,-2697550,127,3677484081,67289294436,2503535584,10524804,525354979,2493010780,38954699305,2051098,874836,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,203,0,0,initial_topology_capture,0,0,0,3197699,61,21934,13232,7690,2580,1799,781,100,3541,0,5206,26,0,0,244,3,28,0,4357881856,15262546,0,0,0,0,3,2,26,16,13,3,0,26,0,283,0,1640640,1649332,1144186,505146,3851234682,363,0,4587,16731,251,109,5,0,4222,0,0,0
364,365,365,false,trade_planning,65535,365,365,3945,2400,120,261,8684,0,10574,2,15,0,11,756600,7738665,9005908,41462460,1510004,41462460,2356481020,73810825,24000,30,30,0,24000,0,0,0,0,834770,0,0,2443953,-2443953,109,3489189140,82600522873,2291244813,8598618,498455687,2282646195,18017170108,1535415,1014066,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1402,203,0,0,initial_topology_capture,1402,2988,0,3197699,61,21934,13232,7690,2580,1799,781,100,3541,0,5206,26,0,0,225,0,19,0,4362076160,0,0,0,0,0,1,1,20,15,25,1,0,28,0,252,0,817620,1513440,1070208,443232,3261561741,364,0,4598,16763,268,108,5,0,4217,0,0,0
365,366,366,false,trade_planning,65535,366,366,3944,2400,120,261,8684,0,10240,0,15,0,12,422238,6611535,3224728,40413127,877007,40413127,1862803717,50389475,0,0,0,0,0,0,0,0,0,0,0,0,2239907,-2239907,138,4501245894,58607768171,1817888779,5474537,643035231,1812414242,28924374809,1383632,945079,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,204,0,0,initial_topology_capture,0,0,0,3225019,61,22052,13322,7746,2586,1805,781,100,3572,0,5240,26,0,0,254,56,27,0,4353687552,715706764,0,0,0,0,0,0,16,10,10,0,0,22,0,283,0,0,1121457,526688,594769,4001072598,365,59,4596,16799,258,107,5,0,4226,0,0,0
366,367,367,false,trade_planning,65535,367,367,3944,2400,120,261,8684,0,11132,1,5,0,5,613036,8010227,8148419,43737438,824634,43737438,2097229725,52164286,12000,15,15,0,12000,0,0,0,0,200000,0,0,2648923,-2648923,135,3299724991,58764074684,2051609453,6556014,471389383,2045053439,26947730469,1534605,967596,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,204,0,0,initial_topology_capture,33,72,0,3247199,61,22157,13403,7789,2590,1809,781,100,3600,0,5278,26,0,0,277,43,20,0,4362076160,246595893,0,0,0,0,0,0,14,8,25,0,0,36,1,261,0,0,1302005,838016,463989,3604760266,366,59,4583,16829,244,107,5,0,4227,0,0,0
367,368,368,false,trade_planning,65535,368,368,3943,2400,120,261,8684,0,11140,3,30,0,8,537068,7358266,8315799,43636010,669567,43636010,2385533740,63152048,31800,186,30,156,24000,7800,0,0,0,1099927,134843,0,2535909,-2535909,133,3544036639,83462649325,2331519585,9169693,506291058,2322349892,28691888592,1295406,1287440,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,205,0,0,initial_topology_capture,0,0,0,3247199,61,22157,13403,7789,2590,1809,781,100,3600,0,5278,26,0,0,242,0,35,0,4366270464,0,0,0,0,0,1,0,18,13,15,1,0,31,1,282,0,0,1365750,766226,599524,3524547754,367,0,4566,16857,251,107,5,0,4203,0,0,0
368,369,369,false,trade_planning,65535,369,369,3941,2400,120,261,8684,0,11313,1,21,0,11,1111304,8841100,11437863,44369692,1456664,44369692,2440808721,71720336,12000,15,15,0,12000,0,0,0,0,200000,0,0,2596027,-2596027,120,3462358293,74266730884,2378240326,9163941,494622722,2369076385,43368323732,2133305,1075997,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2026,205,0,0,initial_topology_capture,2026,4531,0,3247199,61,22157,13403,7789,2590,1809,781,100,3600,0,5278,26,0,0,216,0,26,0,4370464768,0,0,0,0,0,2,1,31,22,6,2,0,34,2,299,0,831360,2000652,1356420,644232,4024775438,368,0,4564,16893,262,106,5,0,4191,0,0,0
369,370,370,false,trade_planning,65535,370,370,3938,2400,120,261,8684,0,10561,1,17,0,12,509872,8327704,8447588,41405377,906214,41405377,2223068646,68457818,12000,15,15,0,12000,0,0,0,0,417385,0,0,2429722,-2429722,113,3493544207,83167185544,2163920931,9322103,499077843,2154598828,19692023076,1563610,777047,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,206,0,0,initial_topology_capture,0,0,0,3276750,61,22265,13482,7841,2607,1817,790,100,3625,0,5305,26,0,0,242,52,26,0,4353687552,307702374,0,0,0,0,2,2,25,20,24,2,0,26,0,275,1,1585140,1291732,738382,553350,3312242310,369,59,4555,16936,261,106,5,0,4183,0,0,0
370,371,371,false,trade_planning,65535,371,371,3937,2400,120,261,8684,0,10228,0,15,0,7,330448,8722777,4647064,40366248,819660,40366248,1983680905,45363546,0,0,0,0,0,0,0,0,0,0,0,0,2246495,-2246495,145,4582810302,42927142139,1943540122,5222763,654687289,1938317359,31510488279,1237954,1096522,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,206,0,0,initial_topology_capture,33,74,0,3300295,61,22379,13571,7887,2612,1822,790,101,3656,0,5348,26,0,0,264,46,24,0,4349493248,232838770,0,0,0,6000,1,1,19,14,21,1,0,23,1,250,0,606878,1089017,453888,635129,4188605203,370,58,4544,16972,254,106,5,0,4179,0,0,0
371,372,372,false,trade_planning,65535,372,372,3935,2400,120,261,8684,0,11127,2,4,0,5,569633,10013985,9775639,43734896,1020465,43734896,2272892002,55061953,412000,515,515,0,412000,0,0,0,0,470166,0,0,2789587,-2789587,134,3300194631,63691577298,2224944154,7526105,471456473,2217418049,29754453776,1649158,768248,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,207,0,0,initial_topology_capture,0,0,0,3300295,61,22379,13571,7887,2612,1822,790,101,3656,0,5348,26,0,0,247,0,17,0,4349493248,0,0,0,0,0,2,2,26,20,15,2,0,34,0,269,0,1655880,1311830,814943,496887,3772717502,371,0,4533,17000,261,105,5,0,4162,0,0,0
372,373,373,false,trade_planning,65535,373,373,3935,2400,120,261,8684,0,11128,1,37,0,12,457730,10174794,9553157,43535420,1397647,43535420,2448620954,72750684,12000,15,15,0,12000,0,0,0,0,386815,0,0,2532949,-2532949,138,3513463292,73414478724,2384375102,8516832,501923437,2375858270,30648001652,1403483,995480,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,207,0,0,initial_topology_capture,33,79,0,3320691,61,22483,13654,7921,2617,1827,790,101,3683,0,5397,26,0,0,257,34,24,0,4345298944,204463064,0,0,0,1500,2,0,20,14,7,2,0,28,0,265,0,0,1226671,711200,515471,3475155492,372,57,4518,17030,245,106,5,0,4162,0,0,0
373,374,374,false,trade_planning,65535,374,374,3934,2400,120,261,8684,0,11306,1,17,0,10,672573,10445386,8261064,44327114,1033601,44327114,2335713073,60745975,12000,15,15,0,12000,0,0,0,0,103532,96468,0,2624764,-2624764,116,3486991588,67592379633,2284041215,9086117,498141765,2274955098,47152589539,1923228,976862,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,208,0,0,initial_topology_capture,0,0,0,3320691,61,22483,13654,7921,2617,1827,790,101,3683,0,5397,26,0,0,242,0,15,0,4341104640,0,0,0,0,0,0,0,16,12,14,0,0,25,1,286,0,0,1544063,917768,626295,3989295291,373,0,4512,17059,245,107,5,0,4155,0,0,0
374,375,375,false,trade_planning,65535,375,375,3935,2400,120,261,8684,0,10553,2,13,0,7,562471,7633720,8633531,41413059,865083,41413059,2321548122,73386331,412000,515,515,0,412000,0,0,0,0,667669,0,0,2409369,-2409369,113,3516965582,96248582164,2256976960,9227169,502423749,2247749791,21154685646,1565540,969443,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,208,0,0,initial_topology_capture,33,72,0,3342917,61,22603,13754,7979,2617,1827,790,101,3726,0,5439,26,0,0,279,58,21,0,4345298944,320710155,0,0,0,0,0,0,25,17,15,0,0,33,1,249,0,0,1411117,818288,592829,3372968348,374,58,4482,17087,230,105,5,0,4142,0,0,0
375,376,376,false,trade_planning,65535,376,376,3937,2400,120,261,8684,0,10218,1,17,0,8,219929,7424417,4327461,40242682,327713,40242682,1823409774,47614168,12000,15,15,0,12000,0,0,0,0,200000,0,0,2270394,-2270394,146,4567743831,50027591138,1782338633,6555027,652534928,1775783606,34524709334,1440863,877005,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,209,0,0,initial_topology_capture,0,0,0,3342917,61,22603,13754,7979,2617,1827,790,101,3726,0,5439,26,0,0,244,0,35,0,4349493248,0,0,0,0,0,1,1,16,13,6,1,0,26,1,287,0,773820,1122217,318819,803398,4215636519,375,0,4487,17124,248,105,5,0,4129,0,0,0
376,377,377,false,trade_planning,65535,377,377,3934,2400,120,261,8684,0,11115,2,9,0,6,644185,9470833,9275650,43705621,1536246,43705621,2207185730,59243323,412000,515,515,0,412000,0,0,0,0,712520,0,0,2825177,-2825177,141,3237722682,67491205104,2155833257,8302850,462531908,2147530407,32256952810,1503424,856178,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2101,209,0,0,initial_topology_capture,2101,4365,0,3342917,61,22603,13754,7979,2617,1827,790,101,3726,0,5439,26,0,0,220,0,24,0,4353687552,0,0,0,0,0,0,0,23,21,17,0,0,32,1,266,0,0,1385736,901264,484472,3839689484,376,0,4491,17152,258,105,5,0,4123,0,0,0
377,378,378,false,trade_planning,65535,378,378,3934,2400,120,261,8684,0,11112,2,40,0,11,725853,8448627,8601177,43496659,1614535,43496659,2485822563,80534251,412000,515,515,0,412000,0,0,0,0,659885,0,0,2513931,-2513931,141,3464941369,77086923568,2415260894,10384582,494991719,2404876312,33382972006,1389559,1051691,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,210,0,0,initial_topology_capture,0,0,0,3372710,62,22746,13862,8044,2626,1835,791,101,3769,0,5482,26,0,0,256,65,29,0,4366270464,553565525,0,0,0,6000,5,4,18,12,15,5,0,29,0,289,0,6162658,1442671,921722,520949,3576437599,377,60,4469,17187,244,105,5,0,4115,0,0,0
378,379,379,false,trade_planning,65535,379,379,3937,2400,120,261,8684,0,11288,1,25,0,9,919950,8248655,12251710,44207860,889322,44207860,2365674064,66680741,12000,15,15,0,12000,0,0,0,0,417385,0,0,2658758,-2658758,121,3470498564,82436239602,2309769129,10787806,495785616,2298981323,50670141287,2118277,955870,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,0,33,210,0,0,initial_topology_capture,33,79,0,3372710,62,22746,13862,8044,2626,1835,791,101,3769,0,5482,26,0,0,226,0,30,0,4357881856,0,0,0,0,0,0,0,18,12,22,0,0,38,0,294,0,0,1692805,1158994,533811,4105645310,378,0,4464,17214,252,105,5,0,4102,0,0,0
379,380,380,false,trade_planning,65535,380,380,3934,2400,120,261,8684,0,10550,1,10,0,10,645622,6788061,9155218,41417214,786208,41417214,2394638099,73050520,12000,15,15,0,12000,0,0,0,0,85625,125300,0,2479358,-2479358,115,3509222524,94504699661,2333424610,11849031,501317597,2321575579,23318516046,1637320,932474,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,211,0,0,initial_topology_capture,0,0,0,3401600,62,22878,13968,8112,2640,1845,795,102,3799,0,5519,26,0,0,265,68,29,0,4362076160,1142985295,0,0,0,0,2,2,19,13,16,2,0,24,0,281,0,1572720,1407814,883955,523859,3546097719,379,61,4448,17249,239,106,5,0,4098,0,0,0
380,381,381,false,trade_planning,65535,381,381,3934,2400,120,261,8684,0,10211,1,16,0,8,560385,6416385,6799487,40259954,964967,40259954,1958204460,53196065,12000,15,15,0,12000,0,0,0,0,200000,0,0,2252677,-2252677,145,4516795978,93056618024,1912209012,7212617,645256673,1904996395,38028743276,1679678,1143088,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2051,211,0,0,initial_topology_capture,2051,4466,0,3401600,62,22878,13968,8112,2640,1845,795,102,3799,0,5519,26,0,0,245,0,20,0,4366270464,0,0,0,0,0,0,0,21,14,9,0,0,20,0,246,0,0,1371180,637441,733739,4238409080,380,0,4466,17286,248,105,5,0,4108,0,0,0
381,382,382,false,trade_planning,65535,382,382,3933,2400,120,261,8684,0,11103,1,18,0,7,563166,9642981,9229596,43636370,687550,43636370,2183480650,57002997,24000,30,30,0,24000,0,0,0,0,704965,0,0,2696531,-2696531,140,3237230719,160498703253,2136192741,9739088,462461630,2126453653,35504136539,1458034,1030352,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,212,0,0,initial_topology_capture,0,0,0,3429010,62,23006,14071,8171,2647,1851,796,102,3831,0,5562,26,0,0,282,59,22,0,4362076160,562292363,0,0,0,0,3,3,21,15,22,3,0,30,0,267,0,2100060,1384539,797285,587254,3994754037,381,61,4454,17322,236,105,5,0,4108,0,0,0
382,383,383,false,trade_planning,65535,383,383,3929,2400,120,261,8684,0,11108,1,35,0,9,469332,8284414,9047359,43462027,1269957,43462027,2353191755,68692237,12000,15,15,0,12000,0,0,0,0,200000,0,0,2587923,-2587923,140,3438978648,87041955657,2294597130,10109612,491282763,2284487518,36885023045,1526428,781355,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2043,212,0,0,initial_topology_capture,2043,4331,0,3429010,62,23006,14071,8171,2647,1851,796,102,3831,0,5562,26,0,0,252,0,30,0,4374659072,0,0,0,0,1500,3,2,19,13,15,3,0,24,2,266,0,1570020,1147777,718640,429137,3715469157,382,0,4468,17362,252,103,5,0,4108,0,0,0
383,384,384,false,trade_planning,65535,384,384,3929,2400,120,261,8684,0,11267,1,36,0,7,459538,8606598,11520232,44115516,923648,44115516,2407647448,68308080,12000,15,15,0,12000,0,0,0,0,417385,0,0,2666560,-2666560,128,3417087755,81812656672,2349641586,10314218,488155500,2339327368,55273175895,1859643,885623,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,213,0,0,initial_topology_capture,0,0,0,3451702,62,23107,14161,8217,2650,1854,796,102,3872,0,5606,26,0,0,278,46,20,0,4357881856,501333077,0,0,0,12000,2,0,23,17,17,2,0,19,0,284,0,0,1407236,681342,725894,4101392374,383,60,4452,17393,236,103,5,0,4108,0,0,0
384,385,385,false,trade_planning,65535,385,385,3930,2400,120,261,8684,0,10539,2,11,0,5,601019,7638993,9750728,41353413,1187397,41353413,2229490447,73909567,24000,30,30,0,24000,0,0,0,0,503955,124355,0,2442796,-2442796,117,3494702668,104833133790,2168752846,13195966,499243338,2155556880,25666852399,1623475,823457,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1347,213,0,0,initial_topology_capture,1347,3079,0,3451702,62,23107,14161,8217,2650,1854,796,102,3872,0,5606,26,0,0,252,0,26,0,4353687552,0,0,0,0,0,0,0,23,17,9,0,0,34,1,255,0,0,1391584,849231,542353,3629893092,384,0,4466,17431,250,102,5,0,4109,0,0,0
385,386,386,false,trade_planning,65535,386,386,3926,2400,120,261,8684,0,10199,1,18,0,15,374635,7086513,6812012,40225906,646281,40225906,1942838793,51671486,12000,15,15,0,12000,0,0,0,0,400000,0,0,2363549,-2363549,148,4487118137,71320690500,1899590213,8434906,641016971,1891155307,40886042921,1399793,1263782,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,214,0,0,initial_topology_capture,0,0,0,3475763,62,23208,14250,8265,2652,1856,796,102,3904,0,5647,26,0,0,267,48,33,0,4357881856,787858497,0,0,0,0,1,1,20,11,12,1,0,26,0,283,0,499260,1334243,455633,878610,4305879513,385,59,4453,17463,240,102,5,0,4106,0,0,0
386,387,387,false,trade_planning,65535,387,387,3928,2400,120,261,8684,0,11098,2,15,0,9,597224,8813307,8645398,43592518,803829,43592518,2265333725,58460722,412000,515,515,0,412000,0,0,0,0,659885,0,0,2728347,-2728347,140,3276992013,100143598750,2217897731,11436728,468141817,2206461003,38541504537,1213082,957073,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2061,214,0,0,initial_topology_capture,2061,4422,0,3475763,62,23208,14250,8265,2652,1856,796,102,3904,0,5647,26,0,0,246,0,21,0,4366270464,0,0,0,0,6000,2,2,24,18,18,2,0,28,0,261,0,1412110,1318858,802372,516486,4069634244,386,0,4450,17488,247,100,5,0,4098,0,0,0
387,388,388,false,trade_planning,65535,388,388,3927,2400,120,261,8684,0,11103,1,30,0,14,588498,6838353,9432477,43467283,675532,43467283,2257611734,68455093,12000,15,15,0,12000,0,0,0,0,200000,0,0,2469392,-2469392,143,3337583806,120259903768,2200838698,11694057,476797786,2189144641,40701274225,1396657,1146801,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,215,0,0,initial_topology_capture,0,0,0,3502177,62,23341,14354,8336,2657,1861,796,102,3935,0,5680,26,0,0,287,71,30,0,4378853376,543292820,0,0,0,6000,4,4,17,11,20,4,0,30,2,287,0,3002660,1343645,788735,554910,3750385329,387,58,4461,17534,250,101,5,0,4105,0,0,0
388,389,389,false,trade_planning,65535,389,389,3926,2400,120,261,8684,0,11264,1,33,0,8,889789,8695020,12469851,44081297,1366303,44081297,2448220063,71867836,12000,15,15,0,12000,0,0,0,0,417385,0,0,2507161,-2507161,130,3433502502,99823230709,2388359682,12019455,490500455,2376340227,61004875868,2075162,1118856,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2055,215,0,0,initial_topology_capture,2055,4289,0,3502177,62,23341,14354,8336,2657,1861,796,102,3935,0,5680,26,0,0,264,0,23,0,4370464768,0,0,0,0,6000,4,3,20,15,28,4,0,38,0,295,0,2114820,1788199,1144621,643578,4392899902,388,0,4461,17562,267,101,5,0,4088,0,0,0
389,390,390,false,trade_planning,65535,390,390,3924,2400,120,261,8684,0,10533,2,10,0,16,655786,7503508,9462956,41346899,821486,41346899,2520138761,74094463,24000,30,30,0,24000,0,0,0,0,429441,198869,0,2451877,-2451877,114,3743979336,115723811487,2460221407,14201109,534854286,2446020298,27569458388,1686382,1006509,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,0,33,215,0,0,initial_topology_capture,33,74,0,3502177,62,23341,14354,8336,2657,1861,796,102,3935,0,5680,26,0,0,245,0,19,0,4362076160,0,0,0,0,6000,2,1,20,13,14,2,0,24,0,278,0,518580,1531825,903549,628276,3731267434,389,0,4450,17588,276,100,5,0,4069,0,0,0
390,391,391,false,trade_planning,65535,391,391,3922,2400,120,261,8684,0,10192,0,15,0,9,311862,7090165,6992487,40203884,881478,40203884,1747647290,48005515,0,0,0,0,0,0,0,0,0,200000,0,0,2283867,-2283867,149,4440839496,92141128137,1709864890,10223115,634405739,1699641775,44529855877,1413425,1207937,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,216,0,0,initial_topology_capture,0,0,0,3524091,62,23452,14443,8399,2661,1865,796,102,3979,0,5706,26,0,0,277,63,31,0,4370464768,684176085,0,0,0,0,1,1,11,8,16,1,0,22,0,243,0,790380,1290653,406663,883990,4427591519,390,59,4442,17619,269,99,5,0,4069,0,0,0
391,392,392,false,trade_planning,65535,392,392,3920,2400,120,261,8684,0,11088,2,15,0,5,644209,7774494,9363468,43579324,1069073,43579324,2225499091,61863080,24000,30,30,0,24000,0,0,0,0,617385,0,0,2704270,-2704270,138,3259275593,123403289079,2176948638,13336627,465610901,2163612011,42208150387,1624514,943812,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2018,216,0,0,initial_topology_capture,2018,4383,0,3524091,62,23452,14443,8399,2661,1865,796,102,3979,0,5706,26,0,0,251,0,26,0,4366270464,0,0,0,0,0,4,4,18,12,14,4,0,33,0,269,0,2604810,1364307,882194,482113,4163024920,391,0,4450,17652,283,99,5,0,4063,0,0,0
392,393,393,false,trade_planning,65535,393,393,3921,2400,120,261,8684,0,11088,1,28,0,16,505202,9148211,8526085,43407623,1252568,43407623,2408401140,73507515,12000,15,15,0,12000,0,0,0,0,200000,0,0,2486034,-2486034,147,3448007554,92685082076,2349343480,14461855,492572614,2334881625,44034384496,1695790,804673,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,217,0,0,initial_topology_capture,0,0,0,3551487,62,23578,14535,8459,2673,1877,796,102,4008,0,5738,26,0,0,290,60,21,0,4362076160,324243985,0,0,0,6000,2,2,22,13,17,2,0,32,1,267,0,1566936,1307327,714234,593093,3851770072,392,60,4449,17699,276,99,5,0,4069,0,0,0
393,394,394,false,trade_planning,65535,394,394,3921,2400,120,261,8684,0,11257,0,28,0,15,511918,9011094,13777724,44067591,1231711,44067591,2466920104,73105349,0,0,0,0,0,0,0,0,0,0,0,0,2633862,-2633862,124,3483066619,153626230560,2405641440,11826685,497581048,2393814755,66732596764,2019958,1060641,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,12288,14159,0,2025,217,0,0,initial_topology_capture,2025,4457,0,3551487,62,23578,14535,8459,2673,1877,796,102,4008,0,5738,26,0,0,257,0,33,0,4357881856,0,0,0,0,0,2,2,25,16,16,2,0,27,1,283,0,1492440,1538512,737111,801401,4434834574,393,0,4450,17729,289,98,5,0,4058,0,0,0
394,395,395,false,trade_planning,65535,395,395,3916,2400,120,261,8684,0,10516,0,15,0,10,554143,7457545,8279522,41240064,1205986,41240064,2372573168,73307142,0,0,0,0,0,0,0,0,0,0,0,0,2402128,-2402128,115,3739657746,108149613230,2314233115,14967089,534236920,2299266026,29971318119,1729506,738152,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,218,0,0,initial_topology_capture,0,0,0,3574235,62,23678,14614,8503,2681,1884,797,104,4045,0,5773,26,0,0,270,44,31,0,4357881856,405964632,0,0,0,0,1,1,21,16,21,1,0,28,0,259,0,768420,1341692,783388,558304,3769182551,394,59,4448,17760,280,98,5,0,4065,0,0,0
395,396,396,false,trade_planning,65535,396,396,3916,2400,120,261,8684,0,10181,0,15,0,14,253781,6461926,8403979,40154309,698568,40154309,2093883545,52054923,0,0,0,0,0,0,0,0,0,0,0,0,2420327,-2420327,148,4675914991,79265606704,2051515872,9687250,667987949,2041828622,48806163268,1392160,1343589,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,8192,14159,0,1382,218,0,0,initial_topology_capture,1382,2747,0,3574235,62,23678,14614,8503,2681,1884,797,104,4045,0,5773,26,0,0,245,0,25,0,4362076160,0,0,0,0,0,2,2,13,10,10,2,0,28,0,280,0,1521720,1259934,351000,908934,4476526484,395,0,4443,17783,292,97,4,0,4050,0,0,0
396,397,397,false,trade_planning,65535,397,397,3917,2400,120,261,8684,0,11087,1,12,0,6,571755,7636509,10143708,43567265,869914,43567265,2194017631,60478262,12000,15,15,0,12000,0,0,0,0,200000,0,0,2654566,-2654566,137,3285919443,130057540064,2146935651,13408282,469417171,2133527369,45523335511,1390807,1367381,ACTIVE,true,1,1491153001861690607,5074282379595686183,SCAN,0,14159,0,0,219,0,0,initial_topology_capture,0,0,0,3605119,62,23813,14722,8572,2696,1898,798,104,4094,0,5812,26,0,0,292,69,22,0,4366270464,885296557,0,0,0,0,0,0,15,10,18,0,0,26,1,259,0,0,1624822,837630,787192,4298339245,396,60,4420,17816,274,96,4,0,4046,0,0,0
397,398,398,false,trade_planning,65535,398,398,3917,2400,120,261,8684,0,11076,0,25,0,15,478559,6333943,9837389,43369627,635582,43369627,2360590314,77927108,0,0,0,0,0,0,0,0,0,417385,0,0,2402871,-2402871,149,3382208601,120618743938,2296017982,13354776,483172760,2282663206,47205980176,1453781,866585,ACTIVE,true,1,1491153001861690607,5074282379595686183,ROUTE,14159,14159,32,33,219,0,0,initial_topology_capture,33,72,0,3626943,62,23913,14801,8607,2706,1908,798,104,4109,0,5856,26,0,0,297,35,30,0,4366270464,391242368,0,0,0,6000,3,3,29,14,10,3,0,36,2,286,0,2265296,1140059,710383,429676,3930711681,397,59,4412,17844,264,95,4,0,4049,0,0,0
