epoch_row_id,epoch_id,day_index,cell_idx,q,r,s,is_construction,group_index,type_id,owner_signature_id,count,owner_capacity,owner_required,filled_owner,owner_openings,employee_required,employee_filled,wage_suspended,capacity_q16,purchase_intent_capacity_q16,realized_profit_margin_q16,severe_loss_cycles,recovery_cycles,operating_state,last_input,last_output,last_sold,last_discarded,last_retained,last_resource,last_resource_generated,last_revenue,last_input_cost,last_wages_paid,last_wages_due,last_expected_revenue,last_operating_cost,last_margin_gap_q16,planned_utilization_q16,last_base_wages_due,last_base_wages_paid,last_bonus_due,last_bonus_paid,construction_ready_days
53,54,270,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,4216,4216,530,0,0,0,321,950,950,0,0,0,0,209,128,0,0,992,128,17222,4216,0,0,0,0,
53,54,270,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
53,54,270,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16428,165,0,0,111753,165,36542,10922,0,0,0,0,
53,54,270,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,3479,0,0,0,750,6780,6780,0,0,675,0,1356,825,0,0,6431,825,9653,2048,0,0,0,0,
54,55,275,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6237,0,0,1371030,6237,65536,65536,0,0,0,0,
54,55,275,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
54,55,275,1174,25,19,-44,0,2,69,9,24,24,21,21,0,0,0,0,57344,57344,0,0,0,0,0,588000,561600,0,26400,0,0,83790,0,0,0,423921,0,65536,58405,0,0,0,0,
54,55,275,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
54,55,275,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,190,0,0,0,156,461,461,0,0,0,0,91,62,0,0,433,62,15191,2048,0,0,0,0,
54,55,275,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
54,55,275,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,18912,148,0,0,111953,148,36621,10922,0,0,0,0,
54,55,275,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4023,0,0,0,750,6780,6780,0,0,675,0,1356,742,0,0,6431,742,9817,2048,0,0,0,0,
55,56,280,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6142,0,0,1371030,6142,65536,65536,0,0,0,0,
55,56,280,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
55,56,280,1174,25,19,-44,0,2,69,9,24,24,19,19,0,0,0,0,51882,51882,0,0,0,0,0,531993,507793,0,24200,0,0,73325,0,0,0,370413,0,65536,52736,0,0,0,0,
55,56,280,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
55,56,280,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
55,56,280,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
55,56,280,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,24330,135,0,0,112593,135,36831,10922,0,0,0,0,
55,56,280,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
56,57,285,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6100,0,0,1371030,6100,65536,65536,0,0,0,0,
56,57,285,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
56,57,285,1174,25,19,-44,0,2,69,9,24,24,18,18,0,0,0,0,49152,49152,0,0,0,0,0,504000,480900,0,23100,0,0,67999,0,0,0,345084,0,65536,50163,0,0,0,0,
56,57,285,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
56,57,285,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
56,57,285,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
56,57,285,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,26958,135,0,0,113353,135,37080,10922,0,0,0,0,
56,57,285,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
57,58,290,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6140,0,0,1371030,6140,65536,65536,0,0,0,0,
57,58,290,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
57,58,290,1174,25,19,-44,0,2,69,9,24,24,21,21,0,0,0,0,57344,57344,0,0,0,0,0,588000,561600,0,26400,0,0,100439,0,0,0,397429,0,65536,57849,0,0,0,0,
57,58,290,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
57,58,290,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
57,58,290,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
57,58,290,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,30323,135,0,0,114453,135,37440,10922,0,0,0,0,
57,58,290,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
58,59,295,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6220,0,0,1371030,6220,65536,65536,0,0,0,0,
58,59,295,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
58,59,295,1174,25,19,-44,0,2,69,9,24,24,22,22,0,0,0,0,60074,60074,0,0,0,0,0,615993,588493,0,27500,0,0,95302,0,0,0,421910,0,65536,61692,0,0,0,0,
58,59,295,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
58,59,295,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
58,59,295,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
58,59,295,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,46979,135,0,0,116752,135,38194,10922,0,0,0,0,
58,59,295,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
59,60,300,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6302,0,0,1371030,6302,65536,65536,0,0,0,0,
59,60,300,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
59,60,300,1174,25,19,-44,0,2,69,9,24,24,21,21,0,0,0,0,57344,57344,0,0,0,0,0,588000,561600,0,26400,0,0,77725,0,0,0,401458,0,65536,59595,0,0,0,0,
59,60,300,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
59,60,300,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
59,60,300,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
59,60,300,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,53229,135,0,0,120152,135,39308,10922,0,0,0,0,
59,60,300,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
60,61,305,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6410,0,0,1371030,6410,65536,65536,0,0,0,0,
60,61,305,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
60,61,305,1174,25,19,-44,0,2,69,9,24,24,20,20,0,0,0,0,54613,54613,0,0,0,0,0,559996,534696,0,25300,0,0,72611,0,0,0,373909,0,65536,56535,0,0,0,0,
60,61,305,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
60,61,305,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
60,61,305,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
60,61,305,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,55947,135,0,0,124312,135,40671,10922,0,0,0,0,
60,61,305,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
61,62,310,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6565,0,0,1371030,6565,65536,65536,0,0,0,0,
61,62,310,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
61,62,310,1174,25,19,-44,0,2,69,9,24,24,20,20,0,0,0,0,54613,54613,0,0,0,0,0,559996,534696,0,25300,0,0,71542,0,0,0,355838,0,65536,54650,0,0,0,0,
61,62,310,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
61,62,310,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
61,62,310,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
61,62,310,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,59209,135,0,0,129292,135,42303,10922,0,0,0,0,
61,62,310,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
62,63,315,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6820,0,0,1371030,6820,65536,65536,0,0,0,0,
62,63,315,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
62,63,315,1174,25,19,-44,0,2,69,9,24,24,19,19,0,0,0,0,51882,51882,0,0,0,0,0,531993,507793,0,24200,0,0,67130,0,0,0,345948,0,65536,53812,0,0,0,0,
62,63,315,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
62,63,315,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
62,63,315,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
62,63,315,1174,25,19,-44,0,6,238,12,24,24,24,24,0,0,0,0,65536,65536,65536,0,0,0,1200,518400,468960,0,49440,85800,0,231862,1080,0,0,818880,1080,44656,65536,0,0,0,0,
62,63,315,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
63,64,320,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6535,0,0,1371030,6535,65536,65536,0,0,0,0,
63,64,320,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
63,64,320,1174,25,19,-44,0,2,69,9,24,24,21,21,0,0,0,0,57344,57344,0,0,0,0,0,588000,561600,0,26400,0,0,107760,0,0,0,385491,0,65536,59674,0,0,0,0,
63,64,320,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
63,64,320,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
63,64,320,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
63,64,320,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,18820,135,0,0,129172,135,42264,10922,0,0,0,0,
63,64,320,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
64,65,325,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,6220,0,0,1371030,6220,65536,65536,0,0,0,0,
64,65,325,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
64,65,325,1174,25,19,-44,0,2,69,9,24,24,22,22,0,0,0,0,60074,60074,0,0,0,0,0,615993,588493,0,27500,0,0,97595,0,0,0,404425,0,65536,62605,0,0,0,0,
64,65,325,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
64,65,325,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
64,65,325,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
64,65,325,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,17766,135,0,0,121492,135,39747,10922,0,0,0,0,
64,65,325,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
65,66,330,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5920,0,0,1371030,5920,65536,65536,0,0,0,0,
65,66,330,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
65,66,330,1174,25,19,-44,0,2,69,9,24,24,22,22,0,0,0,0,60074,60074,0,0,0,0,0,615993,588493,0,27500,0,0,77210,0,0,0,393690,0,65536,61642,0,0,0,0,
65,66,330,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
65,66,330,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
65,66,330,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
65,66,330,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16896,135,0,0,115212,135,37689,10922,0,0,0,0,
65,66,330,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
66,67,335,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5705,0,0,1371030,5705,65536,65536,0,0,0,0,
66,67,335,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
66,67,335,1174,25,19,-44,0,2,69,9,24,24,20,20,0,0,0,0,54613,54613,0,0,0,0,0,559996,534696,0,25300,0,0,68548,0,0,0,356578,0,65536,57209,0,0,0,0,
66,67,335,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
66,67,335,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2048,2048,131,0,0,0,156,461,461,0,0,0,0,82,62,0,0,394,62,13526,2048,0,0,0,0,
66,67,335,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
66,67,335,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16428,135,0,0,111753,135,36555,10922,0,0,0,0,
66,67,335,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
67,68,340,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5645,0,0,1371030,5645,65536,65536,0,0,0,0,
67,68,340,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
67,68,340,1174,25,19,-44,0,2,69,9,24,24,19,19,0,0,0,0,51882,51882,0,0,0,0,0,531993,507793,0,24200,0,0,63880,0,0,0,330055,0,65536,53920,0,0,0,0,
67,68,340,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
67,68,340,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2031,2031,137,0,0,0,154,457,457,0,0,0,0,82,61,0,0,394,61,13526,2048,0,0,0,0,
67,68,340,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
67,68,340,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16428,135,0,0,111753,135,36555,10922,0,0,0,0,
67,68,340,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
68,69,345,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5620,0,0,1371030,5620,65536,65536,0,0,0,0,
68,69,345,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
68,69,345,1174,25,19,-44,0,2,69,9,24,24,19,19,0,0,0,0,51882,51882,0,0,0,0,0,531993,507793,0,24200,0,0,64043,0,0,0,325531,0,65536,53630,0,0,0,0,
68,69,345,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
68,69,345,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2031,2031,137,0,0,0,154,457,457,0,0,0,0,82,61,0,0,394,61,13526,2048,0,0,0,0,
68,69,345,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
68,69,345,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16428,135,0,0,111753,135,36555,10922,0,0,0,0,
68,69,345,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
69,70,350,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5620,0,0,1371030,5620,65536,65536,0,0,0,0,
69,70,350,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
69,70,350,1174,25,19,-44,0,2,69,9,24,24,21,21,0,0,0,0,57344,57344,0,0,0,0,0,588000,561600,0,26400,0,0,88348,0,0,0,361665,0,65536,59583,0,0,0,0,
69,70,350,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
69,70,350,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2031,2031,137,0,0,0,154,457,457,0,0,0,0,82,61,0,0,394,61,13526,2048,0,0,0,0,
69,70,350,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
69,70,350,1174,25,19,-44,0,6,238,12,24,24,3,3,0,0,0,0,8192,8192,65536,0,0,0,150,64800,58620,0,6180,10725,0,16428,135,0,0,111753,135,36555,10922,0,0,0,0,
69,70,350,1174,25,19,-44,0,7,239,9,24,24,1,1,0,0,0,0,2048,2048,4463,0,0,0,750,6780,6780,0,0,675,0,1356,675,0,0,6431,675,9941,2048,0,0,0,0,
70,71,355,1174,25,19,-44,0,0,30,9,1,1,1,1,0,0,0,0,65536,65536,65536,0,0,0,7500,9020,9020,0,0,0,0,1370910,5610,0,0,1371030,5610,65536,65536,0,0,0,0,
70,71,355,1174,25,19,-44,0,1,65,9,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,14726,14726,0,0,735,0,1178,0,0,0,5580,0,65536,2048,0,0,0,0,
70,71,355,1174,25,19,-44,0,2,69,9,24,24,22,22,0,0,0,0,60074,60074,0,0,0,0,0,615993,588493,0,27500,0,0,82016,0,0,0,378469,0,65536,62559,0,0,0,0,
70,71,355,1174,25,19,-44,0,3,79,2,24,24,1,1,0,0,0,0,2048,2048,0,0,0,0,0,3333,3333,0,0,0,0,1599,0,0,0,7597,0,65536,2048,0,0,0,0,
70,71,355,1174,25,19,-44,0,4,90,2,1,1,1,1,0,0,0,0,2031,2031,137,0,0,0,154,457,457,0,0,0,0,82,61,0,0,394,61,13526,2048,0,0,0,0,
70,71,355,1174,25,19,-44,0,5,106,20,1,1,1,1,0,0,0,0,65536,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65536,0,0,0,0,
