epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative
156,156,156,false,trade_planning,65535,156,156,6714,2400,120,260,11918,0,19439,558,20,0,2,17251528,79727113,33272583,26417755,3628704,26417755,3089151750,34907957,189162500,2515750,84500,2431250,67600000,121562500,0,0,0,126805625,0,0,6472459,-6472459,1,4923850555,703407341,2865081293,818834856,16340143,3531622,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,46,0,0,initial_topology_capture,40,72,0,869446,21,9074,4714,3340,155,61,94,30,2460,0,1318,32,0,0,300,0,26,0,13203668992,0,0,0,0,0,0,0,0,0,5,0,0,0,19743368,18238299,1505069,782248589,155,0,5820,9989
157,157,157,false,trade_planning,65535,157,157,6711,2400,120,260,11918,0,20243,551,38,0,3,16656101,74305383,34200205,27748896,3489604,27748896,3038869962,33468906,187950000,2461500,86500,2375000,69200000,118750000,0,0,0,125790000,0,0,6546920,-6546920,0,5177311286,739616025,2817451056,814968548,14326796,4924787,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,46,0,0,initial_topology_capture,40,72,0,899237,21,9299,4838,3433,159,61,98,34,2540,0,1345,32,0,0,358,93,35,0,13203668992,4833968088,0,0,0,6000,1,0,1,0,13,0,0,867636,19807640,17856334,1951306,770781933,156,156,5816,10030
158,158,158,false,trade_planning,65535,158,158,6709,2400,120,260,11918,0,21002,515,33,0,2,17567399,82106365,33372605,28629648,4605164,28629648,3130113356,40495959,175112500,2287250,81000,2206250,64800000,110312500,0,0,0,117165625,0,0,6773277,-6773277,0,5148648158,735521300,2914504897,847409113,16452442,4718001,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,47,0,0,initial_topology_capture,0,0,0,901986,21,9327,4854,3439,159,61,98,34,2540,0,1355,32,0,0,328,6,36,0,13203668992,219785066,0,0,0,0,0,0,0,0,5,0,0,0,20757593,18811126,1946467,801455099,157,35,5832,10078
159,159,159,false,trade_planning,65535,159,159,6706,2400,120,260,11918,0,20778,558,30,0,2,17504980,81849982,33430869,28299805,4886973,28299805,3183948828,37030959,189475000,2522000,84500,2437500,67600000,121875000,0,0,0,127026250,0,0,6573922,-6573922,0,5324765020,760680841,2957442869,860611382,15104069,5397232,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1222,47,0,0,initial_topology_capture,1222,1588,0,901986,21,9327,4854,3439,159,61,98,34,2540,0,1355,32,0,0,284,0,44,0,13203668992,0,0,0,0,1500,1,0,1,0,6,0,0,644080,21032753,18784748,2248005,818941068,158,0,5842,10113
160,160,160,false,trade_planning,65535,160,160,6695,2400,120,260,11918,0,20211,557,30,0,8,18136556,82786284,35995932,27512344,3485316,27512344,3264190556,32783267,188675000,2521000,83500,2437500,66800000,121875000,0,0,0,126541250,0,0,6866958,-6866958,2,4785255984,683608124,3042732289,879785176,16366169,4734579,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,16384,18616,0,4946,47,0,0,initial_topology_capture,4946,6337,0,901986,21,9327,4854,3439,159,61,98,34,2540,0,1355,32,0,0,245,0,39,0,13203668992,0,0,0,0,6000,1,0,1,0,8,0,0,897384,21519863,19293468,2226395,844285807,159,0,5871,10164
161,161,161,false,trade_planning,65535,161,161,6695,2400,120,260,11918,0,19438,557,21,0,2,17505045,80015534,29709476,26421892,3338140,26421892,3118190292,26169527,188850000,2509500,84500,2425000,67600000,121250000,0,0,0,126585000,0,0,6450959,-6450959,2,5057496253,722499579,2903170765,833278283,16452900,4320848,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,48,0,0,initial_topology_capture,0,0,0,934869,21,9584,4994,3531,159,61,98,34,2617,0,1403,32,0,0,305,92,32,0,13203668992,7676994669,0,0,0,0,0,0,0,0,7,0,0,0,20319640,18532445,1787195,788979518,160,160,5865,10196
162,162,162,false,trade_planning,65535,162,162,6693,2400,120,260,11918,0,20240,551,36,0,4,16878561,78673092,30409703,27745671,2667223,27745671,3363859720,25102762,187237500,2454750,86000,2368750,68800000,118437500,0,0,0,125326875,0,0,6979765,-6979765,1,5323529885,760504393,3151519458,855280708,17026568,3249202,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,48,0,0,initial_topology_capture,40,72,0,967275,21,9817,5118,3632,159,61,98,41,2713,0,1426,32,0,0,374,101,32,0,13203668992,9429317797,0,0,0,1500,1,0,1,0,7,0,0,659803,20719234,18161179,2558055,814022987,161,161,5859,10239
163,163,163,false,trade_planning,65535,163,163,6693,2400,120,260,11918,0,20996,514,35,0,4,17885736,81926527,34199629,28623296,2643366,28623296,3483217939,25681334,174800000,2281000,81000,2200000,64800000,110000000,0,0,0,116945000,0,0,7342378,-7342378,1,5312149063,758878569,3282736605,877276060,16277941,5294223,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,49,0,0,initial_topology_capture,0,0,0,971339,21,9841,5134,3635,159,61,98,41,2713,0,1439,32,0,0,332,3,45,0,13203668992,203392744,0,0,0,0,0,0,0,0,9,0,0,0,21571008,19141218,2429790,837005531,162,39,5878,10291
164,164,164,false,trade_planning,65535,164,164,6692,2400,120,260,11918,0,20777,558,29,0,3,17212579,86787384,33316131,28297735,3642628,28297735,3621574082,31569680,189162500,2515750,84500,2431250,67600000,121562500,0,0,0,126805625,0,0,7363236,-7363236,0,5487301148,783900298,3400841902,884855603,17932662,3118831,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1247,49,0,0,initial_topology_capture,1247,1598,0,971339,21,9841,5134,3635,159,61,98,41,2713,0,1439,32,0,0,288,0,44,0,13203668992,0,0,0,0,1500,1,0,1,0,6,0,0,661120,21469372,18587285,2882087,852246844,163,0,5893,10338
165,165,165,false,trade_planning,65535,165,165,6691,2400,120,260,11918,0,20207,555,29,0,4,18347322,82509576,31586136,27504140,3128149,27504140,3419623790,30708679,188675800,2521001,83501,2437500,66800800,121875000,0,0,0,126741250,0,0,7177989,-7177989,1,4868765494,695538064,3200239311,893339293,16826105,5119027,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,16384,18616,0,4914,49,0,0,initial_topology_capture,4914,6359,0,971339,21,9841,5134,3635,159,61,98,41,2713,0,1439,32,0,0,260,0,28,0,13203668992,0,0,0,0,0,0,0,0,0,12,0,0,0,21803194,19526583,2276611,855592322,164,0,5908,10379
166,166,166,false,trade_planning,65535,166,166,6691,2400,120,260,11918,0,19435,556,21,0,4,16877853,80483358,31662697,26418948,2529299,26418948,3246771403,22920771,188537500,2503250,84500,2418750,67600000,120937500,0,0,0,126364375,0,0,6648875,-6648875,2,5142800564,734685922,3035313132,851875725,15460783,5004595,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,50,0,0,initial_topology_capture,0,0,0,1000978,21,10098,5274,3736,159,61,98,43,2792,0,1478,32,0,0,337,101,24,0,13203668992,5599426396,0,0,0,0,0,0,0,0,7,0,0,0,20408760,18127449,2281311,808221902,165,165,5892,10410
167,167,167,false,trade_planning,65535,167,167,6691,2400,120,260,11918,0,20238,551,36,0,6,17994516,80852051,28546719,27741537,1805727,27741537,3426327832,20362959,187237500,2454750,86000,2368750,68800000,118437500,0,0,0,125326875,0,0,6994865,-6994865,1,5313005582,759000929,3218727373,860182692,17114485,3513327,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1257,50,0,0,initial_topology_capture,1257,1529,0,1000978,21,10098,5274,3736,159,61,98,43,2792,0,1478,32,0,0,299,0,38,0,13203668992,0,0,0,0,0,0,0,0,0,13,0,0,0,20650563,19043466,1607097,809298421,166,0,5898,10444
168,168,168,false,trade_planning,65535,168,168,6689,2400,120,260,11918,0,20993,508,36,0,9,19860324,80003524,31175485,28621242,1411979,28621242,3367467778,15871888,173862500,2262250,81000,2181250,64800000,109062500,0,0,0,116283125,0,0,6789884,-6789884,2,5296507384,756644038,3177733390,909856898,19055180,3580494,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,50,0,0,initial_topology_capture,40,72,0,1028981,21,10339,5398,3820,159,61,98,46,2878,0,1518,32,0,0,357,84,26,0,13203668992,5291713912,0,0,0,0,0,0,0,0,4,0,0,0,22346307,20809806,1536501,863669131,167,167,5894,10475
169,169,169,false,trade_planning,65535,169,169,6688,2400,120,260,11918,0,20776,558,28,0,6,19506942,83236588,34471284,28291548,2708008,28291548,3527842188,27872128,189162500,2515750,84500,2431250,67600000,121562500,0,0,0,126805625,0,0,7009332,-7009332,0,5385221053,769317422,3310807560,910796127,17778660,3907272,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,51,0,0,initial_topology_capture,0,0,0,1031766,21,10363,5414,3828,159,61,98,46,2878,0,1526,32,0,0,318,8,47,0,13203668992,124319822,0,0,0,1500,1,0,1,0,5,0,0,656680,22114836,20477346,1637490,871694817,168,43,5910,10520
170,170,170,false,trade_planning,65535,170,170,6685,2400,120,260,11918,0,20205,556,26,0,7,18326349,86940138,26929190,27502064,2546166,27502064,3537844131,25036434,188675800,2521001,83501,2437500,66800800,121875000,0,0,0,126741250,0,0,6812069,-6812069,1,4942276425,706039609,3324131897,892855936,17350996,3783470,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1186,51,0,0,initial_topology_capture,1186,1627,0,1031766,21,10363,5414,3828,159,61,98,46,2878,0,1526,32,0,0,280,0,38,0,13203668992,0,0,0,0,0,0,0,0,0,9,0,0,0,21162730,19481840,1680890,840676950,169,0,5925,10556
171,171,171,false,trade_planning,65535,171,171,6686,2400,120,260,11918,0,19432,555,22,0,3,17729098,80060716,29937317,26413866,2472200,26413866,3269180500,23024667,188225000,2497000,84500,2412500,67600000,120625000,0,0,0,126143750,0,0,6788289,-6788289,3,5185314112,740759270,3057930833,853057583,16795031,3946590,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,3801,51,0,0,initial_topology_capture,3801,4710,0,1031766,21,10363,5414,3828,159,61,98,46,2878,0,1526,32,0,0,241,0,39,0,13203668992,0,0,0,0,0,0,0,0,0,4,0,0,0,20334126,18664566,1669560,812059533,170,0,5929,10595
172,172,172,false,trade_planning,65535,172,172,6685,2400,120,260,11918,0,20231,546,36,0,8,18346916,87898357,26066913,27733413,2547803,27733413,3419231790,29053835,186300000,2436000,86000,2350000,68800000,117500000,0,0,0,124665000,0,0,6812576,-6812576,0,5327797657,761114084,3203877955,873982179,17904194,3287176,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,52,0,0,initial_topology_capture,0,0,0,1062461,21,10627,5558,3919,159,61,98,46,2976,0,1579,32,0,0,290,91,42,0,13203668992,6951969834,0,0,0,0,0,0,0,0,8,0,0,0,20766424,19269175,1497249,810503382,171,171,5910,10627
173,173,173,false,trade_planning,65535,173,173,6679,2400,120,260,11918,0,21000,503,31,0,2,19431704,88691252,24900820,28625784,1670351,28625784,3506649356,19017856,171675000,2218500,81000,2137500,64800000,106875000,0,0,0,114738750,0,0,6768153,-6768153,1,5454344123,779192154,3315956500,916843654,18765612,3749467,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,52,0,0,initial_topology_capture,40,72,0,1062461,21,10627,5558,3919,159,61,98,46,2976,0,1579,32,0,0,252,0,38,0,13203668992,0,0,0,0,0,0,0,0,0,9,0,0,0,22096689,20419493,1677196,859616698,172,0,5904,10655
174,174,174,false,trade_planning,65535,174,174,6677,2400,120,260,11918,0,20770,553,27,0,6,19140311,88342060,26654585,28285563,2742424,28285563,3632659375,30237707,188225000,2497000,84500,2412500,67600000,120625000,0,0,0,126143750,0,0,6885742,-6885742,0,5471033547,781576351,3414196668,917843784,17960158,4348139,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,53,0,0,initial_topology_capture,0,0,0,1095542,21,10887,5702,4018,159,61,98,48,3072,0,1624,32,0,0,320,99,31,0,13203668992,8431685354,0,0,0,0,0,0,0,0,5,0,0,0,21994035,20145269,1848766,877291508,173,173,5900,10700
175,175,175,false,trade_planning,65535,175,175,6677,2400,120,260,11918,0,20201,556,26,0,2,19388666,93073504,26367149,27493841,2780298,27493841,3566991685,28326746,188675800,2521001,83501,2437500,66800800,121875000,0,0,0,126741250,0,0,6542734,-6542734,1,4953834081,707690719,3349989139,928015183,18572975,3888968,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,53,0,0,initial_topology_capture,40,72,0,1095542,21,10887,5702,4018,159,61,98,48,3072,0,1624,32,0,0,295,0,25,0,13203668992,0,0,0,0,0,0,0,0,0,9,0,0,0,22049765,20323616,1726149,874566743,174,0,5912,10740
176,176,176,false,trade_planning,65535,176,176,6677,2400,120,260,11918,0,19430,555,22,0,5,17427340,76173937,28991669,26408907,2424789,26408907,3256907043,23545392,188225000,2497000,84500,2412500,67600000,120625000,0,0,0,126143750,0,0,6650170,-6650170,4,5272801237,753257450,3045136651,870646301,16252608,4801624,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,53,0,0,initial_topology_capture,40,72,0,1123000,21,11123,5830,4105,159,61,98,48,3168,0,1665,32,0,0,346,87,36,0,13203668992,4839821104,0,0,0,0,0,0,0,0,5,0,0,0,20452424,18462456,1989968,834136791,175,175,5904,10779
177,177,177,false,trade_planning,65535,177,177,6677,2400,120,260,11918,0,20230,546,36,0,7,17690333,82727721,31035479,27729296,3506741,27729296,3395930464,27625861,186300000,2436000,86000,2350000,68800000,117500000,0,0,0,124665000,0,0,6941229,-6941229,0,5376923092,768132003,3182004603,893949430,16711149,4554088,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,54,0,0,initial_topology_capture,0,0,0,1125841,21,11147,5846,4112,159,61,98,48,3168,0,1674,32,0,0,317,7,36,0,13203668992,649608426,0,0,0,0,0,0,0,0,13,0,0,0,21182646,18864592,2318054,829214779,176,50,5899,10811
178,178,178,false,trade_planning,65535,178,178,6676,2400,120,260,11918,0,20999,503,30,0,10,19260267,87204274,30164429,28623640,3286200,28623640,3486243661,27162029,171675000,2218500,81000,2137500,64800000,106875000,0,0,0,114738750,0,0,6903689,-6903689,1,5498815891,785545260,3287406632,954437148,18532492,4443142,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1247,54,0,0,initial_topology_capture,1247,1566,0,1125841,21,11147,5846,4112,159,61,98,48,3168,0,1674,32,0,0,284,0,33,0,13203668992,0,0,0,0,0,0,0,0,0,3,1,0,0,22639511,20335437,2304074,891051732,177,0,5881,10845
179,179,179,false,trade_planning,65535,179,179,6676,2400,120,260,11918,0,20770,553,27,0,10,19392187,85856938,30222110,28279310,3962334,28279310,3540535044,33111156,188225000,2497000,84500,2412500,67600000,120625000,0,0,0,126143750,0,0,6919382,-6919382,0,5460823601,780117783,3319198888,935587093,18377486,4050245,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2590,54,0,0,initial_topology_capture,2590,3049,0,1125841,21,11147,5846,4112,159,61,98,48,3168,0,1674,32,0,0,245,0,39,0,13203668992,0,0,0,0,0,0,0,0,0,6,0,0,0,22211873,20414910,1796963,882864964,178,0,5889,10879
180,180,180,false,trade_planning,65535,180,180,6676,2400,120,260,11918,0,20200,555,26,0,3,19016595,94519709,31322127,27491776,5199704,27491776,3649194091,37018640,188675000,2521000,83500,2437500,66800000,121875000,0,0,0,126741250,0,0,7363663,-7363663,2,5011991508,715998909,3423500451,947085625,17927832,4788310,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,55,0,0,initial_topology_capture,0,0,0,1150162,21,11411,5990,4218,160,62,98,48,3269,0,1712,32,0,0,312,106,39,0,13203668992,5112095122,0,0,0,0,0,0,0,0,9,0,0,0,22272842,20073863,2198979,896749151,179,176,5862,10911
181,181,181,false,trade_planning,65535,181,181,6673,2400,120,260,11918,0,19428,555,19,0,5,17374199,76574780,26698409,26402744,2269249,26402744,3251967318,23708723,188225000,2497000,84500,2412500,67600000,120625000,0,0,0,126143750,0,0,6636672,-6636672,2,5417704627,773957929,3040033595,883838788,16146176,4116639,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,3761,55,0,0,initial_topology_capture,3761,4677,0,1150162,21,11411,5990,4218,160,62,98,48,3269,0,1712,32,0,0,270,0,42,0,13203668992,0,0,0,0,6000,1,0,1,0,6,0,0,906944,20536522,18420739,2115783,837959437,180,0,5872,10942
182,182,182,false,trade_planning,65535,182,182,6664,2400,120,260,11918,0,20228,538,31,0,9,18161653,81464708,29792731,27718276,2229119,27718276,3346258029,23473981,184112500,2392250,86000,2306250,68800000,115312500,0,0,0,123120625,0,0,6597725,-6597725,0,5442506894,777501114,3138671548,897560702,16532906,3988920,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,16384,18616,0,5018,55,0,0,initial_topology_capture,5018,6238,0,1150162,21,11411,5990,4218,160,62,98,48,3269,0,1712,32,0,0,240,0,30,0,13199474688,0,0,0,0,12000,2,0,2,0,7,0,0,1722244,20951574,19174087,1777487,835857158,181,0,5877,10982
183,183,183,false,trade_planning,65535,183,183,6663,2400,120,260,11918,0,20990,501,30,0,4,19033818,88025855,29616384,28607225,2394052,28607225,3541467572,25733106,171050000,2206000,81000,2125000,64800000,106250000,0,0,0,114297500,0,0,6891551,-6891551,2,5599118509,799874212,3344684466,950707267,18467109,4326570,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,0,40,55,0,0,initial_topology_capture,40,72,0,1150162,21,11411,5990,4218,160,62,98,48,3269,0,1712,32,0,0,200,0,40,0,13199474688,0,0,0,0,0,0,0,0,0,8,0,0,0,22378165,20181781,2196384,875686328,182,0,5862,11013
184,184,184,false,trade_planning,65535,184,184,6661,2400,120,260,11918,0,20758,550,26,0,7,19071187,83196860,32097305,28262836,2708084,28262836,3492432507,25290064,187287500,2478250,84500,2393750,67600000,119687500,0,0,0,125481875,0,0,6853789,-6853789,1,5610009835,801430102,3279854943,939539682,17995444,4607947,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,56,0,0,initial_topology_capture,0,0,0,1182184,21,11679,6134,4324,162,63,99,49,3367,0,1749,32,0,0,287,106,19,0,13199474688,6868489880,0,0,0,0,0,0,0,0,5,0,0,0,22073669,20111057,1962612,893719672,183,183,5814,11041
185,185,185,false,trade_planning,65535,185,185,6657,2400,120,260,11918,0,20196,552,23,0,11,18513629,85450961,34413903,27487853,3228588,27487853,3445959850,28225249,187737500,2502250,83500,2418750,66800000,120937500,0,0,0,125879375,0,0,6927228,-6927228,2,5020415971,717202406,3229997101,940242592,17749860,4744907,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,4096,18616,0,1319,56,0,0,initial_topology_capture,1319,1530,0,1182184,21,11679,6134,4324,162,63,99,49,3367,0,1749,32,0,0,258,0,29,0,13195280384,0,0,0,0,0,0,0,0,0,10,0,0,0,21873657,19656009,2217648,872820044,184,0,5814,11070
186,186,186,false,trade_planning,65535,186,186,6655,2400,120,260,11918,0,19423,552,19,0,6,17295271,74901098,26813658,26392487,1794543,26392487,3268221297,16158528,187600000,2484500,84500,2400000,67600000,120000000,0,0,0,125702500,0,0,6524536,-6524536,1,5594918368,799274175,3064462769,895081971,16193724,4842617,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,8192,18616,0,2471,56,0,0,initial_topology_capture,2471,3194,0,1182184,21,11679,6134,4324,162,63,99,49,3367,0,1749,32,0,0,224,0,34,0,13199474688,0,0,0,0,0,1,1,0,0,4,0,0,618900,20619141,18380960,2238181,850460864,185,0,5816,11096
187,187,187,false,trade_planning,65535,187,187,6656,2400,120,260,11918,0,20226,538,32,0,8,17701523,79868890,29496443,27710797,2024566,27710797,3256587468,18296037,183175000,2373500,86000,2287500,68800000,114375000,0,0,0,122458750,0,0,6471278,-6471278,1,5577004001,796714988,3055116431,904094233,15552533,5096460,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,12288,18616,0,3758,56,0,0,initial_topology_capture,3758,4707,0,1182184,21,11679,6134,4324,162,63,99,49,3367,0,1749,32,0,0,182,0,42,0,13199474688,0,0,0,0,6000,1,0,1,0,13,0,0,859010,21032335,18813639,2218696,849030295,186,0,5820,11129
188,188,188,false,trade_planning,65535,188,188,6655,2400,120,260,11918,0,20984,500,29,0,6,18304988,86600255,29957701,28605286,2826141,28605286,3449610413,25220860,170737500,2199750,81000,2118750,64800000,105937500,0,0,0,114076875,0,0,6580122,-6580122,1,5647741393,806820332,3253652053,937584920,17378380,4885864,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,16384,18616,0,5016,56,0,0,initial_topology_capture,5016,6274,0,1182184,21,11679,6134,4324,162,63,99,49,3367,0,1749,32,0,0,156,0,26,0,13199474688,0,0,0,0,0,1,1,0,0,3,1,0,565600,21856014,19562373,2293641,867074170,187,0,5826,11157
189,189,189,false,trade_planning,65535,189,189,6653,2400,120,260,11918,0,20749,549,24,0,11,18298399,80060617,29905977,28256454,2204678,28256454,3391568129,20132609,186975000,2472000,84500,2387500,67600000,119375000,0,0,0,125261250,0,0,6426489,-6426489,1,5749340167,821334443,3184460520,939118451,16962032,5298320,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,57,0,0,initial_topology_capture,0,0,0,1208720,21,11951,6278,4426,163,63,100,54,3465,0,1790,32,0,0,233,102,25,0,13199474688,6891199479,0,0,0,0,0,0,0,0,5,0,0,0,21833834,19530663,2303171,892010279,188,188,5782,11184
190,190,190,false,trade_planning,65535,190,190,6650,2400,120,260,11918,0,20190,553,21,0,3,17384028,82880534,30850380,27473479,2414385,27473479,3444448099,22787586,187425000,2496000,83500,2412500,66800000,120625000,0,0,0,125658750,0,0,6760975,-6760975,2,5151163375,735880608,3234235513,936292120,15998110,6035604,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,57,0,0,initial_topology_capture,40,72,0,1237763,21,12187,6406,4517,164,63,101,54,3570,0,1826,32,0,0,307,91,17,0,13199474688,7905594921,0,0,0,0,0,0,0,0,8,0,0,0,21742995,18828096,2914899,870757330,189,189,5746,11206
191,191,191,false,trade_planning,65535,191,191,6650,2400,120,260,11918,0,19417,552,19,0,5,16903373,78726064,25628641,26382166,1632240,26382166,3337909625,19573148,187600000,2484500,84500,2400000,67600000,120000000,0,0,0,125702500,0,0,6535622,-6535622,3,5738757365,819822597,3130736477,892080785,16053565,4676749,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,58,0,0,initial_topology_capture,0,0,0,1239430,21,12219,6422,4528,164,63,101,54,3570,0,1831,32,0,0,285,11,33,0,13199474688,623803295,0,0,0,0,0,0,0,0,4,0,0,0,20329573,18037754,2291819,834910220,190,53,5744,11234
192,192,192,false,trade_planning,65535,192,192,6647,2400,120,260,11918,0,20214,534,30,0,15,16431122,83296607,28459277,27701465,2880872,27701465,3557742539,24929615,182862500,2367250,86000,2281250,68800000,114062500,0,0,0,122238125,0,0,7179804,-7179804,1,5725021469,817860346,3349950424,903643908,15094518,5749833,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,58,0,0,initial_topology_capture,40,72,0,1271245,21,12455,6550,4623,164,63,101,61,3670,0,1864,32,0,0,350,95,30,0,13199474688,6052873128,0,0,0,0,0,0,0,0,7,0,0,0,20668974,17775152,2893822,845783840,191,191,5732,11266
193,193,193,false,trade_planning,65535,193,193,6647,2400,120,260,11918,0,20984,500,29,0,6,17971853,85197271,32622444,28597064,3249030,28597064,3642134977,27866997,170737500,2199750,81000,2118750,64800000,105937500,0,0,0,114076875,0,0,7246447,-7246447,1,5703320759,814760241,3443530480,959281877,16544822,6030402,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,59,0,0,initial_topology_capture,0,0,0,1274089,21,12487,6566,4631,164,63,101,61,3671,0,1872,32,0,0,328,8,30,0,13199474688,513040708,0,0,0,0,0,0,0,0,7,0,0,0,22241473,19291790,2949683,902119614,192,59,5744,11299
194,194,194,false,trade_planning,65535,194,194,6646,2400,120,260,11918,0,20750,549,23,0,8,17806881,85743733,27957655,28244074,2263633,28244074,3737518717,24555149,186975000,2472000,84500,2387500,67600000,119375000,0,0,0,125261250,0,0,7218603,-7218603,0,5938651027,848378837,3525988568,963397742,18182959,3715142,ACTIVE,true,1,5506021713779301165,7858414910045529063,ROUTE,18616,18616,32,40,59,0,0,initial_topology_capture,40,72,0,1307422,21,12711,6694,4702,164,63,101,63,3782,0,1929,32,0,0,367,71,32,0,13199474688,3825662920,0,0,0,1500,1,0,1,0,4,0,0,663100,22235357,19154159,3081198,923517443,193,193,5743,11340
195,195,195,false,trade_planning,65535,195,195,6647,2400,120,260,11918,0,20188,552,22,0,4,17797128,85675370,29247515,27469343,2402002,27469343,3605321015,26415461,187112500,2489750,83500,2406250,66800000,120312500,0,0,0,125438125,0,0,7309929,-7309929,3,5225989423,746570047,3391793054,936139781,18118834,3100308,ACTIVE,true,1,5506021713779301165,7858414910045529063,SCAN,0,18616,0,0,60,0,0,initial_topology_capture,0,0,0,1309783,21,12743,6710,4709,164,63,101,63,3787,0,1938,32,0,0,344,7,30,0,13199474688,494915351,0,0,0,6000,1,0,1,0,9,0,0,873098,21565423,18992373,2573050,885508280,194,57,5733,11365
