day,cell,merchant_cash,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_population,merchant_income,merchant_expense,population
23,691,10776805,1391197,12168002,108513,6508609,4,625877,388028,20
24,691,11014618,1339280,12353898,109180,6611595,4,627167,389354,20
25,691,11252374,1287677,12540051,109805,6715865,4,628367,390611,20
26,691,11520735,1206340,12727075,79885,9451372,4,629537,361176,20
27,691,11758691,1155984,12914675,110950,6945629,4,630658,392702,20
28,691,11989458,1119511,13108969,111515,7046057,4,618310,387543,20
29,691,12208757,1104897,13313654,112246,7128210,4,598159,378860,20
30,691,12427227,1091488,13518715,113274,7189917,4,598246,379776,20
31,691,12657544,1064820,13722364,84732,9789982,4,586241,355924,20
32,691,13955556,1069574,15025130,115971,7886379,5,585812,386513,20
33,691,14258682,1056336,15315018,117636,7943631,5,764082,460956,20
34,691,14561185,1043514,15604699,118899,8025986,5,765158,462655,20
35,691,14863024,1030809,15893833,120128,8108543,5,766450,464611,20
36,691,14802238,1029242,15831480,89743,10809527,5,86810,147596,20
37,691,14816833,1022360,15839193,123036,7892291,5,283052,268457,20
38,691,14830886,1016194,15847080,123831,7849059,5,283300,269247,20
39,691,14844522,1010587,15855109,124538,7811676,5,283649,270013,20
40,691,14857807,1005403,15863210,125141,7780992,5,283984,270699,20
41,691,14640427,894658,15535085,93162,10298995,4,444800,250374,20
42,691,14720145,936455,15656600,159176,6060583,4,438231,358513,20
43,691,14891500,978319,15869819,162496,6005866,4,601096,429741,20
44,691,15155525,1019043,16174568,164880,6023971,4,764132,500107,20
45,691,15416906,1014409,16431315,166671,6062016,4,807269,545888,20
46,691,17423224,1014795,18438019,128141,8910874,5,178199,218358,20
47,691,17414484,1005731,18420215,168588,6769613,5,332759,341499,20
48,691,19478711,990845,20469556,168691,7567426,6,339836,359866,20
49,691,19462562,975173,20437735,169034,7545810,6,341399,357548,20
50,691,19446423,958943,20405366,169481,7519667,6,342807,358946,20
51,691,19202887,812406,20015293,130105,9672805,5,528341,327473,20
52,691,19248285,851924,20100209,209178,6030536,5,496346,450948,20
53,691,19386699,891519,20278218,213212,5958983,5,660896,522482,20
54,691,19617525,930328,20547853,216454,5939618,5,823716,592890,20
55,691,19871502,917532,20789034,220085,5917253,5,873860,619883,20
56,691,21884241,902943,22787184,221363,6478976,6,305364,394241,20
57,691,21836221,887083,22723304,222446,6433285,6,399060,447080,20
58,691,23923586,866980,24790566,223646,7010436,7,405481,469798,20
59,691,23863342,847838,24711180,225108,6947367,7,406057,466301,20
60,691,23800859,833391,24634250,226653,6881943,7,402843,465326,20
61,691,23483743,671695,24155438,228308,6741027,6,640085,481785,20
62,691,23475448,716504,24191952,271326,5670252,6,552842,561137,20
63,691,25462627,762584,26225211,274489,6079364,7,475699,539394,20
64,691,25341331,810597,26151928,277320,5988639,7,396613,517909,20
65,691,25237723,806540,26044263,280056,5905888,7,449063,552671,20
66,691,25135049,797511,25932560,281733,5846849,7,455761,558435,20
67,691,25031876,788910,25820786,282335,5810434,7,456082,559255,20
68,691,24927429,781312,25708741,283879,5754719,7,456764,561211,20
69,691,24821963,774663,25596626,285390,5700032,7,457466,562932,20
70,691,24715323,768971,25484294,286851,5646636,7,458134,564774,20
71,691,24607675,764076,25371751,288259,5594581,7,458908,566556,20
72,691,24498961,759963,25258924,289630,5543500,7,459604,568318,20
73,691,24389169,756501,25145670,290933,5493940,7,460415,570207,20
74,691,24278427,753648,25032075,292184,5445578,7,461215,571957,20
75,691,24166799,751244,24918043,293349,5399013,7,462102,573730,20
76,691,24054305,749200,24803505,294454,5353715,7,462964,575458,20
77,691,23941148,747422,24688570,295487,5309902,7,463862,577019,20
78,691,23827373,745694,24573067,296426,5267927,7,464810,578585,20
79,691,23712697,743832,24456529,298326,5209184,7,466984,581660,20
80,691,23597500,741717,24339217,299078,5170844,7,468055,583252,20
81,691,23154543,614541,23769084,252095,6019382,6,495032,434385,20
82,691,22992829,676341,23669170,348024,4329753,6,456796,618510,20
83,691,25299647,725830,26025477,349249,4747437,7,396732,618416,20
84,691,25035451,752178,25787629,350374,4682777,7,335721,599917,20
85,691,24781785,747164,25528949,350915,4628183,7,366242,619908,20
86,691,24558434,745944,25304378,300567,5354751,7,314465,537816,20
87,691,24304272,738831,25043103,351707,4528783,7,369492,623654,20
88,691,24050174,730692,24780866,351608,4482697,7,370608,624706,20
89,691,23796437,721400,24517837,351533,4436349,7,371985,625722,20
90,691,23542910,711048,24253958,351528,4389147,7,373328,626855,20
91,691,22605059,431815,23036874,301258,4917529,5,517957,389005,20
92,691,22233488,637092,22870580,464349,3137928,5,270032,641603,20
93,691,21866628,835055,22701683,451974,3170649,5,262424,629284,20
94,691,21501485,1026245,22527730,449810,3132703,5,261428,626571,20
95,691,21141498,1210294,22351792,444179,3119303,5,259798,619785,20
96,691,20786850,1388625,22175475,438165,3109073,5,257739,612387,20
97,691,20469076,1490644,21959720,432230,3103582,5,319991,637765,20
98,691,20159652,1581616,21741268,424731,3110634,5,320985,630409,20
99,691,19856820,1665553,21522373,417321,3118310,5,318601,621433,20
100,691,19560022,1743050,21303072,410164,3125300,5,315938,612736,20
101,691,17831920,1506473,19338393,403223,2898229,1,386894,120826,20
102,691,17392080,1887042,19279122,549532,2074141,1,142633,582473,20
103,691,16963139,2250067,19213206,532337,2088331,1,136144,565085,20
104,691,16591870,2535589,19127459,513598,2117151,1,182730,553999,20
105,691,16239109,2795963,19035072,491658,2164606,1,179378,532139,20
106,691,15896463,3040226,18936689,481381,2164170,1,179144,521790,20
107,691,15564102,3269096,18833198,471162,2164879,1,179036,511397,20
108,691,15241744,3483030,18724774,461144,2166097,1,178898,501256,20
109,691,14929265,3682670,18611935,451299,2167973,1,178804,491283,20
110,691,14626479,3868402,18494881,441642,2170447,1,178766,481552,20
111,691,14885342,3512818,18398160,326367,2989045,1,625040,366177,20
112,691,14511882,3777378,18289260,484464,1963098,1,146845,520305,20
113,691,14170045,3998529,18168574,476248,1949925,1,174048,515885,20
114,691,13839853,4203568,18043421,465041,1950384,1,174607,504799,20
115,691,13519465,4394509,17913974,455241,1946247,1,174556,494944,20
116,691,13307768,4474666,17782434,346701,2515533,1,174646,386343,20
117,691,13006594,4641079,17647673,436617,1952283,1,175074,476248,20
118,691,12714807,4794807,17509614,427639,1948553,1,175461,467248,20
119,691,12432297,4936193,17368490,418849,1945242,1,175892,458402,20
120,691,12158977,5066086,17225063,410238,1942410,1,176471,449791,20
121,691,12112660,4974237,17086897,310345,2557847,1,303770,350087,20
122,691,11822349,5119130,16941479,425435,1821170,1,174859,465170,20
123,691,11541482,5251736,16793218,416716,1815103,1,175452,456319,20
124,691,11269910,5372764,16642674,408191,1809409,1,176249,447821,20
125,691,11007714,5482045,16489759,399863,1804121,1,177314,439510,20
126,691,10838847,5497236,16336083,307348,2311173,1,178173,347040,20
127,691,10594405,5586725,16181130,383744,1809317,1,179203,423645,20
128,691,10358048,5666932,16024980,376287,1804008,1,179806,416163,20
129,691,10128882,5738943,15867825,369246,1797734,1,179832,408998,20
130,691,9905969,5803786,15709755,362674,1790030,1,179322,402235,20
131,691,9874021,5683528,15557549,278737,2321557,1,286030,317978,20
132,691,9648467,5751784,15400251,362015,1746673,1,175494,401048,20
133,691,9414929,5828231,15243160,356429,1731107,1,158943,392481,20
134,691,9177772,5908216,15085988,351451,1711403,1,148345,385502,20
135,691,8946205,5981231,14927436,346819,1690502,1,149335,380902,20
136,691,8795843,5973178,14769021,266344,2164285,1,149968,300330,21
137,691,8579958,6030266,14610224,346446,1623041,1,165883,381768,21
138,691,8369239,6081548,14450787,341843,1604498,1,166399,377118,21
139,691,8165593,6125431,14291024,335264,1596175,1,166896,370542,21
140,691,7971766,6159925,14131691,324651,1609228,1,165672,359499,21
141,691,7938650,6038842,13977492,254716,2042539,1,256188,289304,21
142,691,7729835,6090504,13820339,337566,1500691,1,163106,371921,21
143,691,7524731,6139067,13663798,332813,1481735,1,161582,366686,21
144,691,7323797,6183005,13506802,327860,1463955,1,160507,361441,21
145,691,7127043,6222623,13349666,323098,1445622,1,159634,356388,21
146,691,6991256,6201715,13192971,261625,1751281,1,159134,294921,21
147,691,6797656,6238643,13036299,319156,1395841,1,158662,352262,21
148,691,6611190,6268489,12879679,311966,1388840,1,158443,344909,21
149,691,6471103,6252820,12723923,265759,1595769,1,158605,298692,21
150,691,6361827,6207952,12569779,235104,1773379,1,158763,268039,21
151,691,6312913,6105374,12418287,175054,2363402,1,159040,207954,21
152,691,6211422,6056412,12267834,227983,1785535,1,159225,260716,21
153,691,6116857,6002459,12119316,221521,1809644,1,159795,254360,21
154,691,6026125,5946898,11973023,218223,1809745,1,160326,251058,21
155,691,5939288,5888706,11827994,214920,1811079,1,160922,247759,21
156,691,5908403,5777856,11686259,159452,2428399,1,161401,192286,21
157,691,5828922,5716987,11545909,208685,1830530,1,162197,241678,21
158,691,5749996,5657176,11407172,208375,1808430,1,162306,241232,21
159,691,5674251,5596872,11271123,205411,1810359,1,162491,238236,21
160,691,5603456,5533190,11136646,200584,1830794,1,162695,233490,21
161,691,5581364,5423236,11004600,151911,2407859,1,162602,184694,21
162,691,5512928,5361464,10874392,198065,1824124,1,162280,230716,21
163,691,5447311,5298543,10745854,195137,1829458,1,162162,227779,21
164,691,5382492,5236737,10619229,193920,1819033,1,161549,226368,21
165,691,5318261,5176326,10494587,192072,1814619,1,159937,224168,21
166,691,5279250,5096759,10376009,145432,2378987,1,134990,174001,21
167,691,5211991,5044262,10256253,189437,1803095,1,153164,220423,21
168,691,5144785,4993751,10138536,188044,1793030,1,151480,218686,21
169,691,5077560,4943999,10021559,186759,1781777,1,149895,217120,21
170,691,5010273,4896449,9906722,185478,1770308,1,148190,215477,21
171,691,4946913,4858924,9805837,141590,2289716,1,101660,165020,21
172,691,4939668,4755058,9694726,125599,2577457,1,148259,155504,21
173,691,4931581,4655343,9586924,125313,2579110,1,146796,154883,21
174,691,4864131,4617166,9481297,183450,1737670,1,145336,212786,21
175,691,4853973,4523735,9377708,124563,2553807,1,143308,153466,21
176,691,4790672,4496051,9286723,137980,2275412,1,97108,160409,21
177,691,4779438,4405930,9185368,126510,2475893,1,144255,155489,21
178,691,4714737,4370163,9084900,179220,1724054,1,143259,207960,21
179,691,4705696,4280511,8986207,122915,2508989,1,142491,151532,21
180,691,4643193,4245191,8888384,175850,1730431,1,141775,204278,21
181,691,4638354,4165665,8804019,79120,3842001,1,96334,101173,21
182,691,4577091,4131333,8708424,176549,1699042,1,143927,205190,21
183,691,4568042,4046482,8614524,124026,2413777,1,143561,152610,21
184,691,4510082,4011405,8521487,172670,1711778,1,143181,201141,21
185,691,4502868,3927376,8430244,121720,2424416,1,142936,150150,21
186,691,4500648,3851895,8352543,77761,3793089,1,97574,99794,21
187,691,4447950,3815754,8263704,169900,1715720,1,145930,198628,21
188,691,4397029,3778830,8175859,168054,1714708,1,145853,196774,21
189,691,4393719,3696179,8089898,120244,2394687,1,145544,148854,21
190,691,4345717,3657925,8003642,164545,1730839,1,145074,193076,21
191,691,4347636,3583364,7931000,75473,3775213,1,99494,97575,21
192,691,4301866,3545580,7847446,164372,1715177,1,147343,193113,21
193,691,4257134,3507837,7764971,162957,1712080,1,146900,191632,21
194,691,4255911,3428511,7684422,118965,2344516,1,146223,147446,21
195,691,4212568,3391135,7603703,160525,1719824,1,145507,188850,21
196,691,4215342,3321287,7536629,74933,3686715,1,99479,96705,21
197,691,4172505,3286258,7458763,161429,1693929,1,146879,189716,21
198,691,4129706,3252433,7382139,160519,1686058,1,145764,188563,21
199,691,4087026,3218394,7305420,159679,1677411,1,144777,187457,21
200,691,4044305,3185686,7229991,158841,1668634,1,143617,186338,21
201,691,4044794,3123310,7168104,75897,3492623,1,97369,96880,21
202,691,4001531,3094016,7095547,160262,1636347,1,144468,187731,21
203,691,3958155,3064801,7022956,159493,1626413,1,143304,186680,21
204,691,3914706,3036946,6951652,158696,1616639,1,142207,185656,21
205,691,3871278,3008924,6880202,157898,1606784,1,141197,184625,21
206,691,3869159,2953141,6822300,76988,3293619,1,95040,97159,21
207,691,3825692,2928178,6753870,159099,1575877,1,142321,185788,21
208,691,3782497,2902777,6685274,158147,1567463,1,141457,184652,21
209,691,3739692,2878285,6617977,157150,1559557,1,140656,183461,21
210,691,3697424,2853062,6550486,156089,1552411,1,139994,182262,21
211,691,3694862,2801558,6496420,76919,3148071,1,94010,96572,21
212,691,3653358,2777018,6430376,156773,1527217,1,141487,182991,21
213,691,3612730,2752910,6365640,155570,1521912,1,141034,181662,21
214,691,3572975,2727713,6300688,154325,1517307,1,140547,180302,21
215,691,3534192,2702895,6237087,153051,1513330,1,140137,178920,21
216,691,3533846,2651444,6185290,75594,3063657,1,94723,95069,21
217,691,3496799,2626339,6123138,153395,1493961,1,142440,179487,21
218,691,3460790,2600042,6060832,152104,1491126,1,142104,178113,21
219,691,3425768,2574178,5999946,150835,1488455,1,141718,176740,21
220,691,3391643,2547272,5938915,149631,1485485,1,141314,175439,21
221,691,3394219,2495514,5889733,74017,3005303,1,95995,93419,21
222,691,3361560,2468794,5830354,150122,1467494,1,143460,176119,21
223,691,3329689,2441235,5770924,149000,1464526,1,142986,174857,22
224,691,3308020,2405645,5713665,140687,1540969,1,144483,166152,22
225,691,3286189,2370237,5656426,140255,1535515,1,143733,165564,22
226,691,3298431,2313756,5612187,66380,3256492,1,97750,85508,22
227,691,3275294,2281453,5556747,142365,1507741,1,144476,167613,22
228,691,3251290,2251653,5502943,142107,1499409,1,143093,167097,22
229,691,3226289,2222803,5449092,141926,1489776,1,141656,166657,22
230,691,3200084,2195160,5395244,141798,1479010,1,140024,166229,22
231,691,3204093,2150678,5354771,68936,3046063,1,90608,86599,22
232,691,3174341,2128653,5302994,144448,1440197,1,138733,168485,22
233,691,3143983,2107179,5251162,144348,1427412,1,137856,168214,22
234,691,3112535,2088579,5201114,144191,1414672,1,136320,167768,22
235,691,3080010,2071157,5151167,143967,1402068,1,134710,167235,22
236,691,3078821,2033713,5112534,72156,2796352,1,87953,89142,22
237,691,3044515,2019990,5064505,146100,1365676,1,134961,169267,22
238,691,3009707,2006777,5016484,145645,1354280,1,133786,168594,22
239,691,2974639,1993784,4968423,145080,1343713,1,132759,167827,22
240,691,2939593,1982364,4921957,144386,1334264,1,131919,166965,22
241,691,2935681,1950896,4886577,73270,2625805,1,85770,89682,22
242,691,2901285,1938646,4839931,145297,1308620,1,133690,168086,22
243,691,2867725,1927055,4794780,144192,1303395,1,133342,166902,22
244,691,2835227,1914127,4749354,142992,1299439,1,133178,165676,22
245,691,2804057,1899597,4703654,141677,1297081,1,133186,164356,22
246,691,2803881,1865003,4668884,71217,2580214,1,87638,87814,22
247,691,2775536,1849155,4624691,141515,1285358,1,136219,164564,22
248,691,2748806,1831532,4580338,140075,1286066,1,136427,163157,22
249,691,2723659,1812320,4535979,138627,1287611,1,136577,161724,22
250,691,2700073,1791480,4491553,137205,1289690,1,136755,160341,22
251,691,2706215,1751923,4458138,68010,2607771,1,91229,85087,22
252,691,2685075,1730544,4415619,137270,1281919,1,139607,160747,22
253,691,2665056,1708105,4373161,136061,1283667,1,139505,159524,22
254,691,2645840,1684886,4330726,135006,1284370,1,139218,158434,22
255,691,2627197,1661111,4288308,134053,1284387,1,138760,157403,22
256,691,2636048,1622578,4258626,66492,2598147,1,92554,83703,22
257,691,2617619,1600569,4218188,135043,1270323,1,140121,158550,22
258,691,2599066,1578838,4177904,134311,1268193,1,139065,157618,22
259,691,2580205,1557446,4137651,133689,1264848,1,137961,156822,22
260,691,2560854,1536571,4097425,133126,1260671,1,136694,156045,22
261,691,2566646,1503245,4069891,67347,2497627,1,89765,83973,22
262,691,2545853,1485830,4031683,134744,1238237,1,136781,157574,22
263,691,2524350,1469201,3993551,134288,1231947,1,135370,156873,22
264,691,2502099,1453392,3955491,133872,1224883,1,133958,156209,22
265,691,2479141,1438376,3917517,133432,1217646,1,132566,155524,22
266,691,2479545,1412584,3892129,69381,2342132,1,85599,85195,22
267,691,2455019,1401145,3856164,135151,1190461,1,132627,157153,22
268,691,2429964,1390313,3820277,134631,1182863,1,131372,156427,22
269,691,2404493,1379951,3784444,134099,1175108,1,130237,155708,22
270,691,2378778,1369843,3748621,133461,1168098,1,129187,154902,22
271,691,2375522,1347843,3723365,70699,2202042,1,82674,85930,22
272,691,2349532,1339870,3689402,134539,1144492,1,130069,156059,22
273,691,2323730,1331721,3655451,133693,1139087,1,129256,155058,22
274,691,2298245,1323120,3621365,132811,1134076,1,128615,154100,22
275,691,2273300,1313921,3587221,131822,1130183,1,128076,153021,22
276,691,2270189,1293276,3563465,70191,2119632,1,82165,85276,22
277,691,2246469,1282791,3529260,132197,1113675,1,129900,153620,22
278,691,2223668,1273133,3496801,131156,1111121,1,129782,152583,22
279,691,2201503,1262691,3464194,130162,1108447,1,129353,151518,22
280,691,2179373,1252294,3431667,129276,1104825,1,128248,150378,22
281,691,2178022,1231403,3409425,69264,2060794,1,83069,84420,22
282,691,2157438,1219304,3376742,130180,1086110,1,131177,151761,22
283,691,2137641,1206267,3343908,129461,1082120,1,131334,151131,22
284,691,2118554,1192452,3311006,128737,1078489,1,131368,150455,22
285,691,2100018,1177978,3277996,128085,1074495,1,131350,149886,22
286,691,2100620,1154537,3255157,69594,1978133,1,86034,85432,22
287,691,2082701,1141305,3224006,129344,1055262,1,133636,151555,22
288,691,2064961,1127855,3192816,128871,1050114,1,133310,151050,22
289,691,2047289,1114281,3161570,128424,1044751,1,132932,150604,22
290,691,2029563,1100745,3130308,128038,1038827,1,132452,150178,22
291,691,2029188,1079923,3109111,71086,1870760,1,86830,87205,22
292,691,2010815,1066963,3077778,129660,1016356,1,133610,151983,22
293,691,1992121,1054324,3046445,129379,1009094,1,132903,151597,22
294,691,1972963,1042122,3015085,129159,1001092,1,132122,151280,22
295,691,1953340,1032434,2985774,128921,992965,1,131326,150949,22
296,691,1982488,989705,2972193,5462,23786952,1,42588,13440,22
297,691,1958412,984620,2943032,132668,967426,1,130387,154463,22
298,691,1933060,980982,2914042,132850,953594,1,129071,154423,22
299,691,1906645,978530,2885175,132955,939820,1,127885,154300,22
300,691,1879348,976961,2856309,132953,926379,1,126857,154154,22
301,691,1904169,939019,2843188,5650,22087012,1,37525,12704,22
302,691,1872501,942015,2814516,136707,897658,1,126034,157702,22
303,691,1839865,945989,2785854,136749,881742,1,124973,157609,22
304,691,1806824,950330,2757154,136519,867366,1,124176,157217,22
305,691,1773861,956558,2730419,136012,854716,1,123626,156589,22
306,691,1824579,890609,2715188,5997,19939237,1,69345,18627,23
307,691,1800123,889094,2689217,129426,911508,1,125266,149722,23
308,691,1774579,888737,2663316,129607,897318,1,124237,149781,23
309,691,1748369,889133,2637502,129575,884284,1,123343,149553,23
310,691,1721731,889941,2611672,129372,872177,1,122642,149280,23
311,691,1708659,886442,2595101,76438,1464960,1,77596,90668,23
312,691,1681940,887192,2569132,130851,842390,1,124016,150735,23
313,691,1655834,887347,2543181,130163,833698,1,123678,149784,23
314,691,1630607,886525,2517132,129316,826374,1,123536,148763,23
315,691,1606510,884388,2490898,128342,820341,1,123589,147686,23
316,691,1596673,876835,2473508,75340,1388897,1,79563,89400,23
317,691,1575491,873726,2449217,128250,805078,1,126577,147759,23
318,691,1555980,868892,2424872,127009,802877,1,126989,146500,23
319,691,1538180,862344,2400524,125792,801371,1,127497,145297,23
320,691,1522109,854153,2376262,124549,800913,1,127977,144048,23
321,691,1578919,783571,2362490,7635,13552853,1,77907,21097,23
322,691,1563709,775266,2338975,125593,815962,1,130455,145665,23
323,691,1547787,767833,2315620,125501,808246,1,129398,145320,23
324,691,1531098,761240,2292338,125456,799818,1,128372,145061,23
325,691,1513836,755469,2269305,125348,791482,1,127361,144623,23
326,691,1535543,724794,2260337,7945,12666248,1,35955,14248,23
327,691,1513930,723537,2237467,128921,769594,1,126348,147961,23
328,691,1491269,723616,2214885,129047,757334,1,125044,147705,23
329,691,1467740,724746,2192486,129056,745333,1,123915,147444,23
330,691,1443720,726543,2170263,128890,734080,1,122969,146989,23
331,691,1473846,686259,2160105,8226,11742033,1,46195,16069,23
332,691,1446770,693426,2140196,131852,719105,1,122836,149912,23
333,691,1418941,701590,2120531,131855,705257,1,121767,149596,23
334,691,1390781,710185,2100966,131616,692516,1,120923,149083,23
335,691,1370042,711315,2081357,123861,724901,1,120389,141128,23
336,691,1418887,652320,2071207,8485,10959125,1,68504,19659,23
337,691,1390155,661534,2051689,132871,685666,1,121762,150494,23
338,691,1360852,671534,2032386,132778,671683,1,120756,150059,23
339,691,1338388,674730,2013118,125474,699049,1,120069,142533,23
340,691,1309545,684141,1993686,131694,651679,1,119703,148546,23
341,691,1357886,626071,1983957,8721,10204152,1,67817,19476,23
342,691,1329140,635890,1965030,133034,654768,1,121279,150025,23
343,691,1300091,646101,1946192,132738,641886,1,120381,149430,23
344,691,1277787,649483,1927270,125685,666277,1,119875,142179,23
345,691,1249854,658211,1908065,131226,624193,1,119618,147551,23
346,691,1299224,599232,1898456,8932,9532685,1,68993,19623,23
347,691,1271917,607892,1879809,132139,630823,1,121544,148851,23
348,691,1244550,616613,1861163,131744,619100,1,120808,148175,23
349,691,1223722,618705,1842427,125033,641413,1,120454,141282,23
350,691,1197773,625695,1823468,130042,603629,1,120208,146157,23
351,691,1248721,565162,1813883,9117,8976217,1,70836,19888,23
352,691,1223519,574383,1797902,130867,612717,1,122064,147266,23
353,691,1198125,583867,1781992,130512,601632,1,121251,146645,23
354,691,1178631,587385,1766016,124318,621332,1,120780,140274,23
355,691,1154399,595489,1749888,129061,586193,1,120635,144867,23
356,691,1207078,535510,1742588,9277,8527224,1,72756,20077,23
357,691,1183030,543811,1726841,130199,595481,1,122353,146401,23
358,691,1163805,547447,1711252,124611,612073,1,121346,140571,23
359,691,1139239,556462,1695701,129527,576413,1,120681,145247,23
360,691,1115105,564928,1680033,128860,567123,1,120262,144396,23
361,691,1168155,504584,1672739,9413,8133029,1,73222,20172,23
362,691,1143706,513626,1657332,130222,575585,1,121626,146075,23
363,691,1123654,518445,1642099,125076,588760,1,120641,140693,23
364,691,1098381,528552,1626933,129772,554692,1,119892,145165,23
365,691,1073376,538345,1611721,129192,544497,1,119322,144327,23
366,691,1126192,478399,1604591,9533,7742171,1,72879,20063,23
367,691,1100532,488942,1589474,130663,551988,1,120491,146151,23
368,691,1078955,495637,1574592,125822,561987,1,119443,141020,23
369,691,1052406,507333,1559739,130212,529678,1,118624,145173,23
370,691,1030841,513920,1544761,124951,540669,1,118186,139751,23
371,691,1083815,454030,1537845,9639,7368907,1,72999,20025,23
372,691,1057355,465928,1523283,130829,529659,1,119323,145783,23
373,691,1030476,478334,1508810,130648,516910,1,118488,145367,23
374,691,1003620,490942,1494562,130169,505291,1,117514,144370,23
375,691,981718,498412,1480130,125087,514344,1,117198,139100,23
376,691,1036092,437381,1473473,9724,6982859,1,74292,19918,23
377,691,1010083,449343,1459426,130355,507819,1,118711,144720,23
378,691,983874,461587,1445461,130043,495829,1,117936,144145,23
379,691,958007,473459,1431466,129445,485024,1,117385,143252,23
380,691,936988,480296,1417284,124540,493066,1,117117,138136,23
381,691,992167,418535,1410702,9779,6649213,1,75099,19920,23
382,691,967488,429439,1396927,129280,490449,1,118685,143364,23
383,691,942665,440613,1383278,128914,479222,1,117847,142670,23
384,691,921821,450053,1371874,124538,485092,1,117121,137965,23
385,691,898080,462214,1360294,127403,461971,1,116920,140661,24
386,691,954620,401741,1356361,9715,6439729,1,75998,19458,24
387,691,941281,404319,1345600,119395,516669,1,119596,132935,24
388,691,927293,407648,1334941,119311,509350,1,118664,132652,24
389,691,912956,411436,1324392,119120,502279,1,117952,132289,24
390,691,898239,415698,1313937,118860,495263,1,117121,131838,24
391,691,934943,376562,1311505,11077,5531499,1,54854,18150,24
392,691,917647,383324,1300971,121239,496036,1,117037,134333,24
393,691,899458,391194,1290652,121323,485867,1,115971,134160,24
394,691,880646,399945,1280591,121238,476038,1,114936,133748,24
395,691,861578,409119,1270697,120990,466686,1,114146,133214,24
396,691,900530,367571,1268101,11159,5288747,1,57457,18505,24
397,691,879391,378726,1258117,123185,467847,1,114455,135594,24
398,691,857535,390820,1248355,123170,456275,1,113413,135269,24
399,691,835439,403360,1238799,122925,445404,1,112559,134655,24
400,691,813550,415773,1229323,122431,435484,1,111917,133806,24
401,691,863731,362257,1225988,11234,5038764,1,70110,19929,24
402,691,841246,375172,1216418,123783,445391,1,113191,135676,24
403,691,818261,389009,1207270,123654,433674,1,112017,135002,24
404,691,795210,403003,1198213,123263,422794,1,111226,134277,24
405,691,772794,416278,1189072,122580,413165,1,110891,133307,24
406,691,822547,363499,1186046,11290,4774706,1,69410,19657,24
407,691,800198,376901,1177099,123556,424437,1,112411,134760,24
408,691,780621,387635,1168256,120258,425408,1,111553,131130,24
409,691,758287,401043,1159330,122723,404937,1,111015,133349,24
410,691,736801,413447,1150248,121844,396301,1,110723,132209,24
411,691,786854,360581,1147435,11299,4563878,1,69500,19447,24
412,691,766011,372755,1138766,122512,409766,1,112513,133356,24
413,691,747992,382129,1130121,119231,411138,1,111838,129857,24
414,691,727564,393889,1121453,121443,392625,1,111357,131785,24
415,691,708130,404496,1112626,120521,385061,1,111207,130641,24
416,691,758937,351199,1110136,11245,4423094,1,69892,19085,24
417,691,740080,361685,1101765,121174,400266,1,112899,131756,24
418,691,723753,369706,1093459,118085,401675,1,112109,128436,24
419,691,704974,380151,1085125,120204,384356,1,111551,130330,24
420,691,686863,389825,1076688,119369,377101,1,111172,129283,24
421,691,737850,336450,1074300,11122,4347755,1,69788,18801,24
422,691,719847,346315,1066162,120205,392461,1,112554,130557,24
423,691,703987,354096,1058083,117372,393079,1,111661,127521,24
424,691,685572,364489,1050061,119439,376172,1,110913,129328,24
425,691,670108,371849,1041957,116233,377828,1,110445,125909,24
426,691,720632,318946,1039578,10926,4322472,1,69051,18527,24
427,691,702246,329303,1031549,119746,384333,1,111539,129925,24
428,691,683284,340356,1023640,119558,374543,1,110473,129435,24
429,691,664306,351464,1015770,119099,365544,1,109756,128734,24
430,691,647934,359877,1007811,116061,365867,1,109117,125489,24
431,691,697654,307831,1005485,10664,4287458,1,67793,18073,24
432,691,678426,319165,997591,119437,372257,1,110088,129316,24
433,691,658740,331229,989969,119177,362244,1,108962,128648,24
434,691,638982,343349,982331,118677,352859,1,108155,127913,24
435,691,621811,352763,974574,115716,352163,1,107548,124719,24
436,691,670929,301577,972506,10351,4247899,1,66545,17427,24
437,691,651431,313578,965009,118734,359561,1,108609,128107,24
438,691,631589,325982,957571,118373,349672,1,107659,127501,24
439,691,611840,338266,950106,117753,340522,1,106836,126585,24
440,691,594744,347656,942400,114818,339468,1,106386,123482,24
441,691,643544,296842,940386,9994,4220061,1,65717,16917,24
442,691,624718,308309,933027,117415,348690,1,107716,126542,24
443,691,605705,320123,925828,117560,337661,1,107308,126321,24
444,691,586931,331567,918498,116826,329251,1,106595,125369,24
445,691,570879,340057,910936,113947,328337,1,106243,122295,24
446,691,619723,289483,909206,10197,3982952,1,65619,16775,24
447,691,602226,299906,902132,116234,339551,1,107497,124994,24
448,691,584428,310536,894964,115749,330897,1,106533,124331,24
449,691,566883,320783,887666,114995,323068,1,105820,123365,24
450,691,551827,328350,880177,112251,322175,1,105380,120436,24
451,691,600260,278122,878382,9714,4049684,1,64629,16196,24
452,691,583446,287838,871284,114448,334096,1,106217,123031,24
453,691,566391,297745,864136,113954,325736,1,105317,122372,24
454,691,549456,307445,856901,113251,317958,1,104499,121434,24
455,691,534656,314864,849520,110731,316435,1,103940,118740,24
456,691,582785,264848,847633,9162,4168674,1,63619,15490,24
457,691,566415,274123,840538,112878,328855,1,104897,121267,24
